WP_004462903.1	lcl|NZ_JAMQPT010000001.1_cds_WP_108958675.1_147	62.821	78	106
WP_004472299.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100727191.1_148	80.255	314	319
WP_004472299.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100725791.1_2661	24.540	326	319
WP_004472299.1	lcl|NZ_JAMQPT010000001.1_cds_WP_265396410.1_226	23.404	235	319
WP_004472299.1	lcl|NZ_JAMQPT010000001.1_cds_WP_265396612.1_1398	25.146	171	319
WP_004472299.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100725412.1_2101	21.875	320	319
WP_004479563.1	lcl|NZ_JAMQPT010000001.1_cds_WP_265396395.1_152	56.630	362	365
WP_004472170.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100726709.1_611	34.884	129	185
WP_004479538.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100725791.1_2661	29.299	314	329
WP_004479538.1	lcl|NZ_JAMQPT010000001.1_cds_WP_265396410.1_226	28.829	333	329
WP_004479538.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100727146.1_194	31.975	319	329
WP_004479538.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100725412.1_2101	30.065	306	329
WP_004479538.1	lcl|NZ_JAMQPT010000001.1_cds_WP_265396612.1_1398	27.566	341	329
WP_004479538.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100725525.1_2272	27.844	334	329
WP_004479538.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100725767.1_2634	29.430	316	329
WP_004479538.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100727173.1_166	25.080	311	329
WP_004479538.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100727191.1_148	25.705	319	329
WP_004479538.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100728892.1_2329	27.559	254	329
WP_004479538.1	lcl|NZ_JAMQPT010000001.1_cds_WP_265396398.1_185	32.090	134	329
WP_004479538.1	lcl|NZ_JAMQPT010000001.1_cds_WP_165780347.1_189	25.325	308	329
WP_004479538.1	lcl|NZ_JAMQPT010000001.1_cds_WP_265396401.1_200	26.295	251	329
WP_004479538.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100727149.1_191	26.970	330	329
WP_004479538.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100725556.1_2321	23.420	269	329
WP_004479538.1	lcl|NZ_JAMQPT010000001.1_cds_WP_265396399.1_186	24.648	142	329
WP_004479538.1	lcl|NZ_JAMQPT010000001.1_cds_WP_265396938.1_2713	28.689	244	329
