WP_004462903.1	lcl|NZ_MVAE01000001.1_cds_WP_000340715.1_1581	95.402	87	106
WP_004472299.1	lcl|NZ_MVAE01000001.1_cds_WP_000410275.1_1580	90.852	317	319
WP_004472299.1	lcl|NZ_MVAE01000002.1_cds_WP_000744700.1_86	25.382	327	319
WP_004472299.1	lcl|NZ_MVAE01000001.1_cds_WP_000723078.1_1530	21.377	276	319
WP_004472299.1	lcl|NZ_MVAE01000001.1_cds_WP_000723090.1_1509	23.368	291	319
WP_004472299.1	lcl|NZ_MVAE01000001.1_cds_WP_000567887.1_1528	23.478	230	319
WP_004472299.1	lcl|NZ_MVAE01000002.1_cds_WP_001984071.1_351	21.678	286	319
WP_004472170.1	lcl|NZ_MVAE01000012.1_cds_WP_000351733.1_736	39.286	140	185
WP_004472170.1	lcl|NZ_MVAE01000001.1_cds_WP_001047905.1_1548	35.028	177	185
WP_004479538.1	lcl|NZ_MVAE01000001.1_cds_WP_000723078.1_1530	30.841	321	329
WP_004479538.1	lcl|NZ_MVAE01000002.1_cds_WP_000744700.1_86	31.429	315	329
WP_004479538.1	lcl|NZ_MVAE01000001.1_cds_WP_000723090.1_1509	29.552	335	329
WP_004479538.1	lcl|NZ_MVAE01000002.1_cds_WP_001984071.1_351	30.945	307	329
WP_004479538.1	lcl|NZ_MVAE01000002.1_cds_WP_000649923.1_243	29.721	323	329
WP_004479538.1	lcl|NZ_MVAE01000001.1_cds_WP_000567887.1_1528	28.947	304	329
WP_004479538.1	lcl|NZ_MVAE01000021.1_cds_WP_000709511.1_1346	29.429	333	329
WP_004479538.1	lcl|NZ_MVAE01000002.1_cds_WP_000688696.1_331	28.720	289	329
WP_004479538.1	lcl|NZ_MVAE01000001.1_cds_WP_000410275.1_1580	27.465	284	329
WP_004479538.1	lcl|NZ_MVAE01000007.1_cds_WP_001074785.1_3494	29.779	272	329
WP_004479538.1	lcl|NZ_MVAE01000001.1_cds_WP_000460023.1_1526	25.271	277	329
WP_004479538.1	lcl|NZ_MVAE01000004.1_cds_WP_001003557.1_2382	25.984	254	329
WP_282974014.1	lcl|NZ_MVAE01000001.1_cds_WP_000043898.1_1529	26.293	232	267
WP_282974014.1	lcl|NZ_MVAE01000001.1_cds_WP_000842260.1_1508	28.421	190	267
WP_282974014.1	lcl|NZ_MVAE01000002.1_cds_WP_000667727.1_309	31.818	110	267
WP_282974014.1	lcl|NZ_MVAE01000009.1_cds_WP_000805357.1_3652	37.647	85	267
WP_004472307.1	lcl|NZ_MVAE01000007.1_cds_WP_000291586.1_3567	27.134	328	509
WP_004472307.1	lcl|NZ_MVAE01000007.1_cds_WP_000364507.1_3566	28.889	90	509
WP_004472307.1	lcl|NZ_MVAE01000007.1_cds_WP_000291586.1_3567	27.134	328	509
WP_004472307.1	lcl|NZ_MVAE01000007.1_cds_WP_000364507.1_3566	28.889	90	509
WP_004479660.1	lcl|NZ_MVAE01000002.1_cds_WP_001984071.1_351	25.461	271	330
WP_004479660.1	lcl|NZ_MVAE01000001.1_cds_WP_000723078.1_1530	23.358	274	330
WP_004479660.1	lcl|NZ_MVAE01000002.1_cds_WP_000744700.1_86	27.215	316	330
WP_004479660.1	lcl|NZ_MVAE01000001.1_cds_WP_000723090.1_1509	25.816	337	330
WP_004479660.1	lcl|NZ_MVAE01000004.1_cds_WP_001003557.1_2382	27.572	243	330
WP_004479660.1	lcl|NZ_MVAE01000002.1_cds_WP_000649923.1_243	30.078	256	330
WP_004479660.1	lcl|NZ_MVAE01000002.1_cds_WP_000688696.1_331	26.957	230	330
WP_004479660.1	lcl|NZ_MVAE01000008.1_cds_WP_060684647.1_397	26.562	128	330
WP_004479660.1	lcl|NZ_MVAE01000021.1_cds_WP_000709511.1_1346	30.464	151	330
WP_004472322.1	lcl|NZ_MVAE01000001.1_cds_WP_000575178.1_1515	32.571	350	366
WP_004472322.1	lcl|NZ_MVAE01000001.1_cds_WP_000041233.1_1569	34.641	306	366
WP_004472322.1	lcl|NZ_MVAE01000002.1_cds_WP_002188046.1_315	26.913	379	366
WP_004472322.1	lcl|NZ_MVAE01000001.1_cds_WP_002078520.1_1554	28.954	373	366
WP_004472322.1	lcl|NZ_MVAE01000001.1_cds_WP_001117632.1_1572	38.350	206	366
WP_004472322.1	lcl|NZ_MVAE01000014.1_cds_WP_000538757.1_959	29.412	357	366
WP_004472322.1	lcl|NZ_MVAE01000001.1_cds_WP_001982414.1_1712	31.053	190	366
WP_004472364.1	lcl|NZ_MVAE01000001.1_cds_WP_000575178.1_1515	36.986	365	367
WP_004472364.1	lcl|NZ_MVAE01000014.1_cds_WP_000538757.1_959	32.075	371	367
WP_004472364.1	lcl|NZ_MVAE01000001.1_cds_WP_002078520.1_1554	30.667	375	367
WP_004472364.1	lcl|NZ_MVAE01000001.1_cds_WP_000041233.1_1569	30.178	338	367
WP_004472364.1	lcl|NZ_MVAE01000002.1_cds_WP_002188046.1_315	29.894	378	367
WP_004472364.1	lcl|NZ_MVAE01000001.1_cds_WP_001117632.1_1572	28.080	349	367
WP_004472364.1	lcl|NZ_MVAE01000001.1_cds_WP_001982414.1_1712	25.138	362	367
WP_004470185.1	lcl|NZ_MVAE01000003.1_cds_WP_001002663.1_2921	43.210	243	265
WP_020783869.1	lcl|NZ_MVAE01000019.1_cds_WP_002187782.1_1756	35.526	304	310
WP_020783869.1	lcl|NZ_MVAE01000006.1_cds_WP_001183723.1_3325	26.159	302	310
WP_020783869.1	lcl|NZ_MVAE01000012.1_cds_WP_000279895.1_662	23.664	262	310
WP_020783869.1	lcl|NZ_MVAE01000019.1_cds_WP_002187782.1_1756	35.526	304	310
WP_020783869.1	lcl|NZ_MVAE01000006.1_cds_WP_001183723.1_3325	26.159	302	310
WP_020783869.1	lcl|NZ_MVAE01000012.1_cds_WP_000279895.1_662	23.664	262	310
WP_004470037.1	lcl|NZ_MVAE01000001.1_cds_WP_001075146.1_1563	31.132	106	221
WP_004470037.1	lcl|NZ_MVAE01000002.1_cds_WP_001082180.1_114	24.359	78	221
WP_004470037.1	lcl|NZ_MVAE01000019.1_cds_WP_001069832.1_1775	27.723	101	221
WP_004470188.1	lcl|NZ_MVAE01000002.1_cds_WP_001206947.1_122	31.818	132	177
