WP_004462903.1	lcl|NZ_JQOM01000078.1_cds_WP_000340715.1_2186	95.402	87	106
WP_004472299.1	lcl|NZ_JQOM01000078.1_cds_WP_000410273.1_2187	92.581	310	319
WP_004472299.1	lcl|NZ_JQOM01000021.1_cds_WP_000744698.1_424	25.382	327	319
WP_004472299.1	lcl|NZ_JQOM01000078.1_cds_WP_000646251.1_2190	26.667	270	319
WP_004472299.1	lcl|NZ_JQOM01000162.1_cds_WP_000723090.1_3472	23.368	291	319
WP_004472299.1	lcl|NZ_JQOM01000058.1_cds_WP_002109435.1_1627	22.093	258	319
WP_004472299.1	lcl|NZ_JQOM01000078.1_cds_WP_001067557.1_2193	24.012	329	319
WP_004479563.1	lcl|NZ_JQOM01000078.1_cds_WP_000604524.1_2188	83.562	365	365
WP_004472170.1	lcl|NZ_JQOM01000078.1_cds_WP_000884059.1_2189	94.595	185	185
WP_004472170.1	lcl|NZ_JQOM01000115.1_cds_WP_000351733.1_2906	39.286	140	185
WP_004479538.1	lcl|NZ_JQOM01000078.1_cds_WP_000646251.1_2190	93.902	328	329
WP_004479538.1	lcl|NZ_JQOM01000021.1_cds_WP_000744698.1_424	31.429	315	329
WP_004479538.1	lcl|NZ_JQOM01000162.1_cds_WP_000723090.1_3472	29.552	335	329
WP_004479538.1	lcl|NZ_JQOM01000058.1_cds_WP_002109435.1_1627	30.619	307	329
WP_004479538.1	lcl|NZ_JQOM01000042.1_cds_WP_061237070.1_1134	29.721	323	329
WP_004479538.1	lcl|NZ_JQOM01000182.1_cds_WP_000709511.1_3678	29.429	333	329
WP_004479538.1	lcl|NZ_JQOM01000078.1_cds_WP_001067557.1_2193	29.316	307	329
WP_004479538.1	lcl|NZ_JQOM01000058.1_cds_WP_000688696.1_1647	28.720	289	329
WP_004479538.1	lcl|NZ_JQOM01000078.1_cds_WP_000475904.1_2240	27.536	276	329
WP_004479538.1	lcl|NZ_JQOM01000078.1_cds_WP_000410273.1_2187	27.509	269	329
WP_004479538.1	lcl|NZ_JQOM01000104.1_cds_WP_001074779.1_2704	29.412	272	329
WP_004479538.1	lcl|NZ_JQOM01000039.1_cds_WP_001003558.1_1025	25.984	254	329
WP_004479538.1	lcl|NZ_JQOM01000078.1_cds_WP_000378097.1_2210	26.163	172	329
WP_282974014.1	lcl|NZ_JQOM01000078.1_cds_WP_000774262.1_2191	88.764	267	267
WP_282974014.1	lcl|NZ_JQOM01000162.1_cds_WP_000842260.1_3471	28.421	190	267
WP_282974014.1	lcl|NZ_JQOM01000164.1_cds_WP_000667727.1_3512	31.818	110	267
WP_282974014.1	lcl|NZ_JQOM01000101.1_cds_WP_000805357.1_2640	37.647	85	267
WP_004472307.1	lcl|NZ_JQOM01000078.1_cds_WP_000602734.1_2192	87.795	508	509
WP_004472307.1	lcl|NZ_JQOM01000040.1_cds_WP_061236891.1_1077	27.134	328	509
WP_004472307.1	lcl|NZ_JQOM01000040.1_cds_WP_000364504.1_1076	28.889	90	509
WP_004472307.1	lcl|NZ_JQOM01000078.1_cds_WP_000602734.1_2192	87.795	508	509
WP_004472307.1	lcl|NZ_JQOM01000040.1_cds_WP_061236891.1_1077	27.134	328	509
WP_004472307.1	lcl|NZ_JQOM01000040.1_cds_WP_000364504.1_1076	28.889	90	509
WP_004479660.1	lcl|NZ_JQOM01000078.1_cds_WP_001067557.1_2193	92.424	330	330
WP_004479660.1	lcl|NZ_JQOM01000078.1_cds_WP_000646251.1_2190	31.128	257	330
WP_004479660.1	lcl|NZ_JQOM01000058.1_cds_WP_002109435.1_1627	25.092	271	330
WP_004479660.1	lcl|NZ_JQOM01000021.1_cds_WP_000744698.1_424	27.215	316	330
WP_004479660.1	lcl|NZ_JQOM01000162.1_cds_WP_000723090.1_3472	25.816	337	330
WP_004479660.1	lcl|NZ_JQOM01000039.1_cds_WP_001003558.1_1025	27.572	243	330
WP_004479660.1	lcl|NZ_JQOM01000042.1_cds_WP_061237070.1_1134	30.078	256	330
WP_004479660.1	lcl|NZ_JQOM01000058.1_cds_WP_000688696.1_1647	26.957	230	330
WP_004479660.1	lcl|NZ_JQOM01000166.1_cds_WP_000457972.1_3539	26.562	128	330
WP_004479660.1	lcl|NZ_JQOM01000182.1_cds_WP_000709511.1_3678	30.464	151	330
WP_004472322.1	lcl|NZ_JQOM01000078.1_cds_WP_001198107.1_2194	93.169	366	366
WP_004472322.1	lcl|NZ_JQOM01000078.1_cds_WP_000608295.1_2195	39.178	365	366
WP_004472322.1	lcl|NZ_JQOM01000078.1_cds_WP_000575178.1_2251	32.571	350	366
WP_004472322.1	lcl|NZ_JQOM01000058.1_cds_WP_001281953.1_1663	27.177	379	366
WP_004472322.1	lcl|NZ_JQOM01000078.1_cds_WP_000172657.1_2211	30.890	382	366
WP_004472322.1	lcl|NZ_JQOM01000024.1_cds_WP_000538754.1_542	29.692	357	366
WP_004472322.1	lcl|NZ_JQOM01000053.1_cds_WP_001982414.1_1569	31.053	190	366
WP_004472364.1	lcl|NZ_JQOM01000078.1_cds_WP_000608295.1_2195	90.736	367	367
WP_004472364.1	lcl|NZ_JQOM01000078.1_cds_WP_001198107.1_2194	39.452	365	367
WP_004472364.1	lcl|NZ_JQOM01000078.1_cds_WP_000575178.1_2251	36.986	365	367
WP_004472364.1	lcl|NZ_JQOM01000078.1_cds_WP_000172657.1_2211	31.978	369	367
WP_004472364.1	lcl|NZ_JQOM01000024.1_cds_WP_000538754.1_542	32.075	371	367
WP_004472364.1	lcl|NZ_JQOM01000058.1_cds_WP_001281953.1_1663	29.894	378	367
WP_004472364.1	lcl|NZ_JQOM01000053.1_cds_WP_001982414.1_1569	25.138	362	367
WP_004479653.1	lcl|NZ_JQOM01000078.1_cds_WP_000689743.1_2196	85.846	544	544
WP_004479653.1	lcl|NZ_JQOM01000078.1_cds_WP_000689743.1_2196	85.846	544	544
WP_004470185.1	lcl|NZ_JQOM01000078.1_cds_WP_000342716.1_2197	90.943	265	265
WP_004470185.1	lcl|NZ_JQOM01000100.1_cds_WP_001002663.1_2625	43.210	243	265
WP_020783869.1	lcl|NZ_JQOM01000078.1_cds_WP_001246618.1_2198	89.032	310	310
WP_020783869.1	lcl|NZ_JQOM01000015.1_cds_WP_000501205.1_293	35.526	304	310
WP_020783869.1	lcl|NZ_JQOM01000074.1_cds_WP_001183723.1_2102	26.159	302	310
WP_020783869.1	lcl|NZ_JQOM01000062.1_cds_WP_061237024.1_1780	23.282	262	310
WP_020783869.1	lcl|NZ_JQOM01000078.1_cds_WP_001246618.1_2198	89.032	310	310
WP_020783869.1	lcl|NZ_JQOM01000015.1_cds_WP_000501205.1_293	35.526	304	310
WP_020783869.1	lcl|NZ_JQOM01000074.1_cds_WP_001183723.1_2102	26.159	302	310
WP_020783869.1	lcl|NZ_JQOM01000062.1_cds_WP_061237024.1_1780	23.282	262	310
WP_032912997.1	lcl|NZ_JQOM01000078.1_cds_WP_000479982.1_2199	89.394	264	264
WP_004470135.1	lcl|NZ_JQOM01000078.1_cds_WP_000715956.1_2200	91.473	129	130
WP_032912999.1	lcl|NZ_JQOM01000078.1_cds_WP_001088861.1_2201	84.828	145	145
WP_004470037.1	lcl|NZ_JQOM01000078.1_cds_WP_000517242.1_2202	90.045	221	221
WP_004470037.1	lcl|NZ_JQOM01000021.1_cds_WP_001082178.1_453	24.359	78	221
WP_004470037.1	lcl|NZ_JQOM01000146.1_cds_WP_001069832.1_3300	27.723	101	221
WP_004470188.1	lcl|NZ_JQOM01000078.1_cds_WP_000611594.1_2203	78.286	175	177
WP_004470188.1	lcl|NZ_JQOM01000052.1_cds_WP_001206950.1_1553	31.818	132	177
WP_282974009.1	lcl|NZ_JQOM01000078.1_cds_WP_001015416.1_2204	84.367	403	408
WP_282974009.1	lcl|NZ_JQOM01000146.1_cds_WP_000347676.1_3301	25.561	223	408
WP_282974009.1	lcl|NZ_JQOM01000021.1_cds_WP_001082178.1_453	28.144	167	408
WP_004479640.1	lcl|NZ_JQOM01000078.1_cds_WP_000608295.1_2195	34.412	340	362
WP_004479640.1	lcl|NZ_JQOM01000058.1_cds_WP_001281953.1_1663	30.591	389	362
WP_004479640.1	lcl|NZ_JQOM01000078.1_cds_WP_000172657.1_2211	28.346	381	362
WP_004479640.1	lcl|NZ_JQOM01000078.1_cds_WP_001198107.1_2194	30.747	348	362
WP_004479640.1	lcl|NZ_JQOM01000078.1_cds_WP_000575178.1_2251	30.795	302	362
WP_004479640.1	lcl|NZ_JQOM01000053.1_cds_WP_001982414.1_1569	23.269	361	362
WP_004479640.1	lcl|NZ_JQOM01000024.1_cds_WP_000538754.1_542	28.175	252	362
