WP_004462903.1	lcl|NZ_JQPF01000084.1_cds_WP_000340715.1_2369	95.402	87	106
WP_004472299.1	lcl|NZ_JQPF01000084.1_cds_WP_000410273.1_2370	92.581	310	319
WP_004472299.1	lcl|NZ_JQPF01000009.1_cds_WP_000744700.1_306	25.382	327	319
WP_004472299.1	lcl|NZ_JQPF01000084.1_cds_WP_000646251.1_2373	26.667	270	319
WP_004472299.1	lcl|NZ_JQPF01000084.1_cds_WP_000093099.1_2390	53.968	63	319
WP_004472299.1	lcl|NZ_JQPF01000084.1_cds_WP_000600889.1_2399	23.118	186	319
WP_004472299.1	lcl|NZ_JQPF01000084.1_cds_WP_000723086.1_2452	23.368	291	319
WP_004472299.1	lcl|NZ_JQPF01000026.1_cds_WP_001984071.1_967	21.678	286	319
WP_004472299.1	lcl|NZ_JQPF01000084.1_cds_WP_001067557.1_2376	24.012	329	319
WP_004479563.1	lcl|NZ_JQPF01000084.1_cds_WP_061250446.1_2371	83.288	365	365
WP_004472170.1	lcl|NZ_JQPF01000084.1_cds_WP_000884059.1_2372	94.595	185	185
WP_004472170.1	lcl|NZ_JQPF01000028.1_cds_WP_000351733.1_1067	39.286	140	185
WP_004472170.1	lcl|NZ_JQPF01000084.1_cds_JG73_RS12265_2414	43.548	62	185
WP_004472170.1	lcl|NZ_JQPF01000084.1_cds_JG73_RS12265_2414	52.500	40	185
WP_004479538.1	lcl|NZ_JQPF01000084.1_cds_WP_000646251.1_2373	93.902	328	329
WP_004479538.1	lcl|NZ_JQPF01000009.1_cds_WP_000744700.1_306	31.429	315	329
WP_004479538.1	lcl|NZ_JQPF01000084.1_cds_WP_000600889.1_2399	31.629	313	329
WP_004479538.1	lcl|NZ_JQPF01000084.1_cds_WP_000723086.1_2452	29.552	335	329
WP_004479538.1	lcl|NZ_JQPF01000026.1_cds_WP_001984071.1_967	30.945	307	329
WP_004479538.1	lcl|NZ_JQPF01000155.1_cds_WP_000649923.1_3376	29.721	323	329
WP_004479538.1	lcl|NZ_JQPF01000026.1_cds_WP_061280490.1_957	29.429	333	329
WP_004479538.1	lcl|NZ_JQPF01000084.1_cds_WP_001067557.1_2376	29.316	307	329
WP_004479538.1	lcl|NZ_JQPF01000084.1_cds_WP_000601375.1_2425	25.632	277	329
