WP_004462903.1	lcl|NZ_JADDWB010000005.1_cds_WP_002725873.1_2813	95.402	87	106
WP_004472299.1	lcl|NZ_JADDWB010000005.1_cds_WP_002733579.1_2812	91.935	310	319
WP_004472299.1	lcl|NZ_JADDWB010000005.1_cds_WP_002733534.1_2809	25.926	270	319
WP_004472299.1	lcl|NZ_JADDWB010000019.1_cds_WP_002722638.1_785	23.242	327	319
WP_004472299.1	lcl|NZ_JADDWB010000005.1_cds_WP_002740024.1_2718	22.867	293	319
WP_004472299.1	lcl|NZ_JADDWB010000006.1_cds_WP_002728309.1_3068	23.397	312	319
WP_004472299.1	lcl|NZ_JADDWB010000005.1_cds_WP_016749081.1_2780	23.313	326	319
WP_004472299.1	lcl|NZ_JADDWB010000014.1_cds_WP_002743770.1_416	23.392	171	319
WP_004479563.1	lcl|NZ_JADDWB010000005.1_cds_WP_026054882.1_2811	89.315	365	365
WP_004472170.1	lcl|NZ_JADDWB010000005.1_cds_WP_002733646.1_2810	94.595	185	185
WP_004472170.1	lcl|NZ_JADDWB010000004.1_cds_WP_002721790.1_2509	35.616	146	185
WP_004479538.1	lcl|NZ_JADDWB010000005.1_cds_WP_002733534.1_2809	93.598	328	329
WP_004479538.1	lcl|NZ_JADDWB010000005.1_cds_WP_002740024.1_2718	29.042	334	329
WP_004479538.1	lcl|NZ_JADDWB010000019.1_cds_WP_002722638.1_785	29.206	315	329
WP_004479538.1	lcl|NZ_JADDWB010000006.1_cds_WP_002728309.1_3068	30.868	311	329
WP_004479538.1	lcl|NZ_JADDWB010000006.1_cds_WP_002728316.1_3065	28.182	330	329
WP_004479538.1	lcl|NZ_JADDWB010000075.1_cds_WP_002741146.1_3115	29.467	319	329
WP_004479538.1	lcl|NZ_JADDWB010000014.1_cds_WP_002743770.1_416	26.100	341	329
WP_004479538.1	lcl|NZ_JADDWB010000005.1_cds_WP_002733638.1_2772	27.855	359	329
WP_004479538.1	lcl|NZ_JADDWB010000005.1_cds_WP_002740721.1_2806	29.316	307	329
WP_004479538.1	lcl|NZ_JADDWB010000005.1_cds_WP_002733546.1_2743	25.000	268	329
WP_004479538.1	lcl|NZ_JADDWB010000007.1_cds_WP_002732331.1_3218	25.000	340	329
WP_004479538.1	lcl|NZ_JADDWB010000005.1_cds_WP_002744551.1_2778	29.630	270	329
WP_004479538.1	lcl|NZ_JADDWB010000005.1_cds_WP_002733698.1_2735	26.642	274	329
WP_004479538.1	lcl|NZ_JADDWB010000005.1_cds_WP_002733579.1_2812	26.908	249	329
