WP_004462903.1	lcl|NZ_AOVW01000110.1_cds_WP_000340715.1_1875	95.402	87	106
WP_004472299.1	lcl|NZ_AOVW01000110.1_cds_WP_000410273.1_1876	92.581	310	319
WP_004472299.1	lcl|NZ_AOVW01000110.1_cds_WP_000646250.1_1879	26.667	270	319
WP_004472299.1	lcl|NZ_AOVW01000056.1_cds_WP_000744700.1_903	25.382	327	319
WP_004472299.1	lcl|NZ_AOVW01000110.1_cds_WP_000093099.1_1896	53.968	63	319
WP_004472299.1	lcl|NZ_AOVW01000110.1_cds_WP_000600889.1_1905	23.118	186	319
WP_004472299.1	lcl|NZ_AOVW01000110.1_cds_WP_000723090.1_1958	23.368	291	319
WP_004472299.1	lcl|NZ_AOVW01000045.1_cds_WP_001984071.1_751	21.678	286	319
WP_004472299.1	lcl|NZ_AOVW01000110.1_cds_WP_001067557.1_1882	24.012	329	319
WP_004479563.1	lcl|NZ_AOVW01000110.1_cds_WP_000604524.1_1877	83.562	365	365
WP_004472170.1	lcl|NZ_AOVW01000110.1_cds_WP_000884059.1_1878	94.595	185	185
WP_004472170.1	lcl|NZ_AOVW01000144.1_cds_WP_000351733.1_3295	39.286	140	185
WP_004479538.1	lcl|NZ_AOVW01000110.1_cds_WP_000646250.1_1879	93.293	328	329
WP_004479538.1	lcl|NZ_AOVW01000056.1_cds_WP_000744700.1_903	31.429	315	329
WP_004479538.1	lcl|NZ_AOVW01000110.1_cds_WP_000600889.1_1905	31.629	313	329
WP_004479538.1	lcl|NZ_AOVW01000110.1_cds_WP_000723090.1_1958	29.552	335	329
WP_004479538.1	lcl|NZ_AOVW01000045.1_cds_WP_001984071.1_751	30.945	307	329
WP_004479538.1	lcl|NZ_AOVW01000133.1_cds_WP_000649925.1_2924	29.721	323	329
WP_004479538.1	lcl|NZ_AOVW01000038.1_cds_WP_000709511.1_605	29.429	333	329
WP_004479538.1	lcl|NZ_AOVW01000110.1_cds_WP_001067557.1_1882	29.316	307	329
WP_004479538.1	lcl|NZ_AOVW01000110.1_cds_WP_000601375.1_1932	25.632	277	329
WP_004479538.1	lcl|NZ_AOVW01000150.1_cds_WP_000688695.1_3510	28.720	289	329
WP_004479538.1	lcl|NZ_AOVW01000110.1_cds_WP_000475904.1_1941	27.536	276	329
WP_004479538.1	lcl|NZ_AOVW01000110.1_cds_WP_000410273.1_1876	27.509	269	329
WP_004479538.1	lcl|NZ_AOVW01000137.1_cds_WP_001074785.1_3049	29.779	272	329
