WP_004462903.1	lcl|NZ_LUHH01000031.1_cds_WP_000340715.1_1849	95.402	87	106
WP_004472299.1	lcl|NZ_LUHH01000031.1_cds_WP_000410266.1_1850	91.935	310	319
WP_004472299.1	lcl|NZ_LUHH01000031.1_cds_WP_000744698.1_776	25.382	327	319
WP_004472299.1	lcl|NZ_LUHH01000031.1_cds_WP_000646254.1_1853	26.667	270	319
WP_004472299.1	lcl|NZ_LUHH01000031.1_cds_WP_000723091.1_1875	23.711	291	319
WP_004472299.1	lcl|NZ_LUHH01000031.1_cds_WP_002072074.1_3536	22.481	258	319
WP_004472299.1	lcl|NZ_LUHH01000031.1_cds_WP_001067557.1_1856	24.012	329	319
WP_004479563.1	lcl|NZ_LUHH01000031.1_cds_WP_000604525.1_1851	83.014	365	365
WP_004472170.1	lcl|NZ_LUHH01000031.1_cds_WP_000884059.1_1852	94.595	185	185
WP_004472170.1	lcl|NZ_LUHH01000031.1_cds_WP_000351733.1_2189	39.286	140	185
WP_004479538.1	lcl|NZ_LUHH01000031.1_cds_WP_000646254.1_1853	93.293	328	329
WP_004479538.1	lcl|NZ_LUHH01000031.1_cds_WP_000744698.1_776	31.429	315	329
WP_004479538.1	lcl|NZ_LUHH01000031.1_cds_WP_000723091.1_1875	29.851	335	329
WP_004479538.1	lcl|NZ_LUHH01000031.1_cds_WP_002072074.1_3536	30.619	307	329
WP_004479538.1	lcl|NZ_LUHH01000031.1_cds_WP_000649924.1_944	29.721	323	329
WP_004479538.1	lcl|NZ_LUHH01000031.1_cds_WP_000709508.1_3545	29.129	333	329
WP_004479538.1	lcl|NZ_LUHH01000031.1_cds_WP_001067557.1_1856	29.316	307	329
WP_004479538.1	lcl|NZ_LUHH01000031.1_cds_WP_000688696.1_3516	28.720	289	329
WP_004479538.1	lcl|NZ_LUHH01000001.1_cds_WP_000475901.1_334	27.132	258	329
WP_004479538.1	lcl|NZ_LUHH01000031.1_cds_WP_000410266.1_1850	27.138	269	329
WP_004479538.1	lcl|NZ_LUHH01000031.1_cds_WP_001074779.1_2399	29.412	272	329
WP_004479538.1	lcl|NZ_LUHH01000031.1_cds_WP_001003560.1_3791	25.591	254	329
WP_004479538.1	lcl|NZ_LUHH01000001.1_cds_WP_000378097.1_300	26.163	172	329
WP_282974014.1	lcl|NZ_LUHH01000031.1_cds_WP_000774259.1_1854	89.139	267	267
WP_282974014.1	lcl|NZ_LUHH01000031.1_cds_WP_000842260.1_1876	28.421	190	267
WP_282974014.1	lcl|NZ_LUHH01000031.1_cds_WP_000667727.1_3494	31.818	110	267
WP_282974014.1	lcl|NZ_LUHH01000031.1_cds_WP_000805357.1_3444	37.647	85	267
WP_004472307.1	lcl|NZ_LUHH01000031.1_cds_WP_002072162.1_1855	88.386	508	509
WP_004472307.1	lcl|NZ_LUHH01000031.1_cds_WP_000291581.1_2471	27.576	330	509
WP_004472307.1	lcl|NZ_LUHH01000031.1_cds_WP_000364504.1_2470	28.889	90	509
WP_004472307.1	lcl|NZ_LUHH01000031.1_cds_WP_002072162.1_1855	88.386	508	509
