WP_004462903.1	lcl|NZ_AOVB01000133.1_cds_WP_000340715.1_3112	95.402	87	106
WP_004472299.1	lcl|NZ_AOVB01000133.1_cds_WP_000410273.1_3113	92.581	310	319
WP_004472299.1	lcl|NZ_AOVB01000133.1_cds_WP_000646250.1_3116	26.667	270	319
WP_004472299.1	lcl|NZ_AOVB01000139.1_cds_WP_000744700.1_3600	25.382	327	319
WP_004472299.1	lcl|NZ_AOVB01000133.1_cds_WP_000093099.1_3133	53.968	63	319
WP_004472299.1	lcl|NZ_AOVB01000133.1_cds_WP_000600889.1_3142	23.118	186	319
WP_004472299.1	lcl|NZ_AOVB01000133.1_cds_WP_000723090.1_3195	23.368	291	319
WP_004472299.1	lcl|NZ_AOVB01000092.1_cds_WP_001984071.1_1567	21.678	286	319
WP_004472299.1	lcl|NZ_AOVB01000133.1_cds_WP_001067557.1_3119	24.012	329	319
WP_004479563.1	lcl|NZ_AOVB01000133.1_cds_WP_000604524.1_3114	83.562	365	365
WP_004472170.1	lcl|NZ_AOVB01000133.1_cds_WP_000884059.1_3115	94.595	185	185
WP_004472170.1	lcl|NZ_AOVB01000138.1_cds_WP_000351733.1_3499	39.286	140	185
WP_004479538.1	lcl|NZ_AOVB01000133.1_cds_WP_000646250.1_3116	93.293	328	329
WP_004479538.1	lcl|NZ_AOVB01000139.1_cds_WP_000744700.1_3600	31.429	315	329
WP_004479538.1	lcl|NZ_AOVB01000133.1_cds_WP_000600889.1_3142	31.629	313	329
WP_004479538.1	lcl|NZ_AOVB01000133.1_cds_WP_000723090.1_3195	29.552	335	329
WP_004479538.1	lcl|NZ_AOVB01000092.1_cds_WP_001984071.1_1567	30.945	307	329
WP_004479538.1	lcl|NZ_AOVB01000031.1_cds_WP_000649925.1_275	29.721	323	329
WP_004479538.1	lcl|NZ_AOVB01000093.1_cds_WP_000709511.1_1601	29.429	333	329
WP_004479538.1	lcl|NZ_AOVB01000133.1_cds_WP_001067557.1_3119	29.316	307	329
WP_004479538.1	lcl|NZ_AOVB01000133.1_cds_WP_000601375.1_3169	25.632	277	329
WP_004479538.1	lcl|NZ_AOVB01000092.1_cds_WP_000688695.1_1587	28.720	289	329
WP_004479538.1	lcl|NZ_AOVB01000133.1_cds_WP_000475904.1_3178	27.536	276	329
WP_004479538.1	lcl|NZ_AOVB01000133.1_cds_WP_000410273.1_3113	27.509	269	329
WP_004479538.1	lcl|NZ_AOVB01000114.1_cds_WP_001074785.1_2252	29.779	272	329
WP_004479538.1	lcl|NZ_AOVB01000134.1_cds_WP_001003555.1_3280	25.984	254	329
WP_004479538.1	lcl|NZ_AOVB01000133.1_cds_WP_000487322.1_3167	27.469	324	329
WP_282974014.1	lcl|NZ_AOVB01000133.1_cds_WP_000774262.1_3117	88.764	267	267
WP_282974014.1	lcl|NZ_AOVB01000133.1_cds_WP_000859505.1_3166	26.442	208	267
WP_282974014.1	lcl|NZ_AOVB01000133.1_cds_WP_000800438.1_3147	26.178	191	267
WP_282974014.1	lcl|NZ_AOVB01000133.1_cds_WP_000842260.1_3196	28.421	190	267
WP_282974014.1	lcl|NZ_AOVB01000129.1_cds_WP_000667727.1_2924	31.818	110	267
WP_282974014.1	lcl|NZ_AOVB01000091.1_cds_WP_000805357.1_1540	37.647	85	267
WP_004472307.1	lcl|NZ_AOVB01000133.1_cds_WP_000612797.1_3118	88.386	508	509
WP_004472307.1	lcl|NZ_AOVB01000095.1_cds_WP_000291591.1_1671	27.134	328	509
WP_004472307.1	lcl|NZ_AOVB01000095.1_cds_WP_000364507.1_1670	28.889	90	509
WP_004472307.1	lcl|NZ_AOVB01000133.1_cds_WP_000612797.1_3118	88.386	508	509
WP_004472307.1	lcl|NZ_AOVB01000095.1_cds_WP_000291591.1_1671	27.134	328	509
WP_004472307.1	lcl|NZ_AOVB01000095.1_cds_WP_000364507.1_1670	28.889	90	509
WP_004479660.1	lcl|NZ_AOVB01000133.1_cds_WP_001067557.1_3119	92.424	330	330
WP_004479660.1	lcl|NZ_AOVB01000133.1_cds_WP_000646250.1_3116	30.739	257	330
WP_004479660.1	lcl|NZ_AOVB01000092.1_cds_WP_001984071.1_1567	25.461	271	330
WP_004479660.1	lcl|NZ_AOVB01000133.1_cds_WP_000600889.1_3142	27.068	266	330
WP_004479660.1	lcl|NZ_AOVB01000139.1_cds_WP_000744700.1_3600	27.215	316	330
WP_004479660.1	lcl|NZ_AOVB01000133.1_cds_WP_000723090.1_3195	25.816	337	330
WP_004479660.1	lcl|NZ_AOVB01000134.1_cds_WP_001003555.1_3280	27.572	243	330
WP_004479660.1	lcl|NZ_AOVB01000031.1_cds_WP_000649925.1_275	30.078	256	330
