WP_004462903.1	lcl|NZ_JQQT01000066.1_cds_WP_000340715.1_1468	95.402	87	106
WP_004472299.1	lcl|NZ_JQQT01000066.1_cds_WP_000410266.1_1467	91.935	310	319
WP_004472299.1	lcl|NZ_JQQT01000021.1_cds_WP_000744698.1_441	25.382	327	319
WP_004472299.1	lcl|NZ_JQQT01000066.1_cds_WP_000646254.1_1464	26.667	270	319
WP_004472299.1	lcl|NZ_JQQT01000258.1_cds_WP_000723091.1_3728	23.711	291	319
WP_004472299.1	lcl|NZ_JQQT01000078.1_cds_WP_002072074.1_1714	22.481	258	319
WP_004472299.1	lcl|NZ_JQQT01000066.1_cds_WP_001067557.1_1461	24.012	329	319
WP_004479563.1	lcl|NZ_JQQT01000066.1_cds_WP_002132254.1_1466	83.288	365	365
WP_004472170.1	lcl|NZ_JQQT01000066.1_cds_WP_000884059.1_1465	94.595	185	185
WP_004472170.1	lcl|NZ_JQQT01000130.1_cds_WP_000351733.1_2564	39.286	140	185
WP_004479538.1	lcl|NZ_JQQT01000066.1_cds_WP_000646254.1_1464	93.293	328	329
WP_004479538.1	lcl|NZ_JQQT01000021.1_cds_WP_000744698.1_441	31.429	315	329
WP_004479538.1	lcl|NZ_JQQT01000258.1_cds_WP_000723091.1_3728	29.851	335	329
WP_004479538.1	lcl|NZ_JQQT01000078.1_cds_WP_002072074.1_1714	30.619	307	329
WP_004479538.1	lcl|NZ_JQQT01000061.1_cds_WP_000649924.1_1335	29.721	323	329
WP_004479538.1	lcl|NZ_JQQT01000229.1_cds_WP_000709508.1_3621	29.129	333	329
WP_004479538.1	lcl|NZ_JQQT01000066.1_cds_WP_001067557.1_1461	29.316	307	329
WP_004479538.1	lcl|NZ_JQQT01000078.1_cds_WP_000688698.1_1694	28.720	289	329
WP_004479538.1	lcl|NZ_JQQT01000076.1_cds_WP_000475901.1_1663	27.132	258	329
WP_004479538.1	lcl|NZ_JQQT01000066.1_cds_WP_000410266.1_1467	27.138	269	329
WP_004479538.1	lcl|NZ_JQQT01000032.1_cds_WP_001074779.1_669	29.412	272	329
WP_004479538.1	lcl|NZ_JQQT01000165.1_cds_WP_001003560.1_3131	25.591	254	329
WP_004479538.1	lcl|NZ_JQQT01000189.1_cds_WP_000378097.1_3342	26.163	172	329
WP_282974014.1	lcl|NZ_JQQT01000066.1_cds_WP_000774259.1_1463	89.139	267	267
WP_282974014.1	lcl|NZ_JQQT01000258.1_cds_WP_000842260.1_3727	28.421	190	267
WP_282974014.1	lcl|NZ_JQQT01000195.1_cds_WP_000667727.1_3391	31.818	110	267
WP_282974014.1	lcl|NZ_JQQT01000028.1_cds_WP_000805357.1_571	37.647	85	267
WP_004472307.1	lcl|NZ_JQQT01000066.1_cds_WP_000612798.1_1462	88.189	508	509
WP_004472307.1	lcl|NZ_JQQT01000095.1_cds_WP_000291581.1_1971	27.576	330	509
