WP_004462903.1	lcl|NZ_AFLD01000234.1_cds_WP_000340715.1_319	95.402	87	106
WP_004472299.1	lcl|NZ_AFLD01000079.1_cds_WP_001073704.1_2176	91.411	163	319
WP_004472299.1	lcl|NZ_AFLD01000234.1_cds_WP_000410270.1_318	93.836	146	319
WP_004472299.1	lcl|NZ_AFLD01000079.1_cds_WP_000646250.1_2179	26.667	270	319
WP_004472299.1	lcl|NZ_AFLD01000125.1_cds_WP_000744700.1_1566	25.382	327	319
WP_004472299.1	lcl|NZ_AFLD01000079.1_cds_WP_000093099.1_2196	53.968	63	319
WP_004472299.1	lcl|NZ_AFLD01000079.1_cds_WP_000600889.1_2205	23.118	186	319
WP_004472299.1	lcl|NZ_AFLD01000079.1_cds_WP_000723090.1_2258	23.368	291	319
WP_004472299.1	lcl|NZ_AFLD01000148.1_cds_WP_001984071.1_1215	21.678	286	319
WP_004472299.1	lcl|NZ_AFLD01000079.1_cds_WP_001067557.1_2182	24.012	329	319
WP_004479563.1	lcl|NZ_AFLD01000079.1_cds_WP_000604524.1_2177	83.562	365	365
WP_004472170.1	lcl|NZ_AFLD01000079.1_cds_WP_000884059.1_2178	94.595	185	185
WP_004472170.1	lcl|NZ_AFLD01000030.1_cds_WP_000351733.1_3151	39.286	140	185
WP_004479538.1	lcl|NZ_AFLD01000079.1_cds_WP_000646250.1_2179	93.293	328	329
WP_004479538.1	lcl|NZ_AFLD01000125.1_cds_WP_000744700.1_1566	31.429	315	329
WP_004479538.1	lcl|NZ_AFLD01000079.1_cds_WP_000600889.1_2205	31.629	313	329
WP_004479538.1	lcl|NZ_AFLD01000079.1_cds_WP_000723090.1_2258	29.552	335	329
WP_004479538.1	lcl|NZ_AFLD01000148.1_cds_WP_001984071.1_1215	30.945	307	329
WP_004479538.1	lcl|NZ_AFLD01000265.1_cds_WP_000649925.1_240	29.721	323	329
WP_004479538.1	lcl|NZ_AFLD01000281.1_cds_WP_000709511.1_29	29.429	333	329
WP_004479538.1	lcl|NZ_AFLD01000079.1_cds_WP_001067557.1_2182	29.316	307	329
WP_004479538.1	lcl|NZ_AFLD01000079.1_cds_WP_000601375.1_2232	25.632	277	329
WP_004479538.1	lcl|NZ_AFLD01000148.1_cds_WP_000688695.1_1194	28.720	289	329
WP_004479538.1	lcl|NZ_AFLD01000079.1_cds_WP_000475904.1_2241	27.536	276	329
WP_004479538.1	lcl|NZ_AFLD01000057.1_cds_WP_001074785.1_2422	29.779	272	329
WP_004479538.1	lcl|NZ_AFLD01000028.1_cds_WP_001003555.1_3301	25.984	254	329
WP_004479538.1	lcl|NZ_AFLD01000079.1_cds_WP_000487322.1_2230	27.469	324	329
WP_282974014.1	lcl|NZ_AFLD01000079.1_cds_WP_000774262.1_2180	88.764	267	267
WP_282974014.1	lcl|NZ_AFLD01000079.1_cds_WP_000859505.1_2229	26.442	208	267
WP_282974014.1	lcl|NZ_AFLD01000079.1_cds_WP_000800438.1_2210	26.178	191	267
WP_282974014.1	lcl|NZ_AFLD01000079.1_cds_WP_000842260.1_2259	28.421	190	267
WP_282974014.1	lcl|NZ_AFLD01000041.1_cds_WP_000667727.1_2780	31.818	110	267
WP_282974014.1	lcl|NZ_AFLD01000016.1_cds_WP_000805357.1_3623	37.647	85	267
