WP_004462903.1	lcl|NZ_JADDXH010000004.1_cds_WP_002725873.1_2673	95.402	87	106
WP_004472299.1	lcl|NZ_JADDXH010000004.1_cds_WP_061209188.1_2674	91.935	310	319
WP_004472299.1	lcl|NZ_JADDXH010000106.1_cds_WP_061208146.1_152	22.936	327	319
WP_004472299.1	lcl|NZ_JADDXH010000186.1_cds_WP_061209097.1_1342	22.043	186	319
WP_004472299.1	lcl|NZ_JADDXH010000062.1_cds_WP_011671706.1_2892	22.867	293	319
WP_004472299.1	lcl|NZ_JADDXH010000039.1_cds_WP_061208650.1_2516	23.397	312	319
WP_004472299.1	lcl|NZ_JADDXH010000045.1_cds_WP_002729504.1_2617	23.392	171	319
WP_004472170.1	lcl|NZ_JADDXH010000172.1_cds_WP_002750963.1_1110	35.616	146	185
WP_004479538.1	lcl|NZ_JADDXH010000004.1_cds_WP_061208754.1_2678	31.579	342	329
WP_004479538.1	lcl|NZ_JADDXH010000106.1_cds_WP_061208146.1_152	29.524	315	329
WP_004479538.1	lcl|NZ_JADDXH010000062.1_cds_WP_011671706.1_2892	30.149	335	329
WP_004479538.1	lcl|NZ_JADDXH010000186.1_cds_WP_061209097.1_1342	30.435	299	329
WP_004479538.1	lcl|NZ_JADDXH010000039.1_cds_WP_061208650.1_2516	31.190	311	329
WP_004479538.1	lcl|NZ_JADDXH010000078.1_cds_WP_061207995.1_3082	29.154	319	329
WP_004479538.1	lcl|NZ_JADDXH010000039.1_cds_WP_002754065.1_2513	28.182	330	329
WP_004479538.1	lcl|NZ_JADDXH010000045.1_cds_WP_002729504.1_2617	26.100	341	329
WP_004479538.1	lcl|NZ_JADDXH010000025.1_cds_WP_061208029.1_2296	24.627	268	329
WP_004479538.1	lcl|NZ_JADDXH010000025.1_cds_WP_061208022.1_2304	26.812	276	329
WP_004479538.1	lcl|NZ_JADDXH010000004.1_cds_WP_061209188.1_2674	26.908	249	329
WP_004479538.1	lcl|NZ_JADDXH010000217.1_cds_WP_002751102.1_1787	26.792	265	329
WP_004479538.1	lcl|NZ_JADDXH010000047.1_cds_IQA81_RS03405_2643	27.703	148	329
WP_004479538.1	lcl|NZ_JADDXH010000117.1_cds_WP_061208495.1_311	28.049	246	329
WP_004479538.1	lcl|NZ_JADDXH010000025.1_cds_WP_061208031.1_2294	29.775	178	329
WP_004479538.1	lcl|NZ_JADDXH010000189.1_cds_WP_011669202.1_1365	23.442	337	329
WP_282974014.1	lcl|NZ_JADDXH010000186.1_cds_WP_061209102.1_1337	26.087	230	267
WP_282974014.1	lcl|NZ_JADDXH010000062.1_cds_WP_061208084.1_2891	28.042	189	267
WP_282974014.1	lcl|NZ_JADDXH010000025.1_cds_WP_061208032.1_2293	24.519	208	267
WP_282974014.1	lcl|NZ_JADDXH010000061.1_cds_WP_002766579.1_2880	27.568	185	267
WP_282974014.1	lcl|NZ_JADDXH010000043.1_cds_WP_061208961.1_2572	32.258	93	267
WP_282974014.1	lcl|NZ_JADDXH010000045.1_cds_WP_061209013.1_2616	25.926	189	267
WP_004472307.1	lcl|NZ_JADDXH010000222.1_cds_WP_061207534.1_1854	26.506	332	509
WP_004472307.1	lcl|NZ_JADDXH010000222.1_cds_WP_002751286.1_1855	28.889	90	509
WP_004472307.1	lcl|NZ_JADDXH010000222.1_cds_WP_061207534.1_1854	26.506	332	509
WP_004472307.1	lcl|NZ_JADDXH010000222.1_cds_WP_002751286.1_1855	28.889	90	509
WP_004479660.1	lcl|NZ_JADDXH010000039.1_cds_WP_061208650.1_2516	27.473	273	330
WP_004479660.1	lcl|NZ_JADDXH010000186.1_cds_WP_061209097.1_1342	24.535	269	330
WP_004479660.1	lcl|NZ_JADDXH010000106.1_cds_WP_061208146.1_152	26.846	298	330
WP_004479660.1	lcl|NZ_JADDXH010000062.1_cds_WP_011671706.1_2892	26.582	316	330
WP_004479660.1	lcl|NZ_JADDXH010000004.1_cds_WP_061208754.1_2678	29.388	245	330
WP_004479660.1	lcl|NZ_JADDXH010000047.1_cds_IQA81_RS03405_2643	28.571	91	330
WP_004479660.1	lcl|NZ_JADDXH010000047.1_cds_IQA81_RS03405_2643	27.586	116	330
WP_004479660.1	lcl|NZ_JADDXH010000078.1_cds_WP_061207995.1_3082	26.183	317	330
WP_004479660.1	lcl|NZ_JADDXH010000189.1_cds_WP_011669202.1_1365	24.898	245	330
WP_004479660.1	lcl|NZ_JADDXH010000025.1_cds_WP_061208029.1_2296	25.279	269	330
WP_004479660.1	lcl|NZ_JADDXH010000045.1_cds_WP_002729504.1_2617	26.056	142	330
WP_004479660.1	lcl|NZ_JADDXH010000171.1_cds_WP_081101368.1_1036	28.125	128	330
WP_004479660.1	lcl|NZ_JADDXH010000217.1_cds_WP_002751102.1_1787	25.000	240	330
WP_004479660.1	lcl|NZ_JADDXH010000117.1_cds_WP_061208495.1_311	25.676	296	330
WP_004479660.1	lcl|NZ_JADDXH010000039.1_cds_WP_002754065.1_2513	30.464	151	330
