WP_004462903.1	lcl|NZ_JADDVA010000006.1_cds_WP_002725873.1_3025	95.402	87	106
WP_004472299.1	lcl|NZ_JADDVA010000006.1_cds_WP_002733579.1_3024	91.935	310	319
WP_004472299.1	lcl|NZ_JADDVA010000006.1_cds_WP_002733534.1_3021	25.926	270	319
WP_004472299.1	lcl|NZ_JADDVA010000016.1_cds_WP_002722638.1_515	23.242	327	319
WP_004472299.1	lcl|NZ_JADDVA010000006.1_cds_WP_002740024.1_2930	22.867	293	319
WP_004472299.1	lcl|NZ_JADDVA010000007.1_cds_WP_002728309.1_3087	23.397	312	319
WP_004472299.1	lcl|NZ_JADDVA010000006.1_cds_WP_016749081.1_2992	23.313	326	319
WP_004472299.1	lcl|NZ_JADDVA010000028.1_cds_WP_002743770.1_1300	23.392	171	319
WP_004479563.1	lcl|NZ_JADDVA010000006.1_cds_WP_026054882.1_3023	89.315	365	365
WP_004472170.1	lcl|NZ_JADDVA010000006.1_cds_WP_002733646.1_3022	94.595	185	185
WP_004472170.1	lcl|NZ_JADDVA010000003.1_cds_WP_002721790.1_1888	35.616	146	185
WP_004479538.1	lcl|NZ_JADDVA010000006.1_cds_WP_002733534.1_3021	93.598	328	329
WP_004479538.1	lcl|NZ_JADDVA010000006.1_cds_WP_002740024.1_2930	29.042	334	329
WP_004479538.1	lcl|NZ_JADDVA010000016.1_cds_WP_002722638.1_515	29.206	315	329
WP_004479538.1	lcl|NZ_JADDVA010000007.1_cds_WP_002728309.1_3087	30.868	311	329
WP_004479538.1	lcl|NZ_JADDVA010000007.1_cds_WP_002728316.1_3090	28.182	330	329
WP_004479538.1	lcl|NZ_JADDVA010000075.1_cds_WP_002741146.1_3067	29.467	319	329
WP_004479538.1	lcl|NZ_JADDVA010000028.1_cds_WP_002743770.1_1300	26.100	341	329
WP_004479538.1	lcl|NZ_JADDVA010000006.1_cds_WP_002733638.1_2984	27.855	359	329
WP_004479538.1	lcl|NZ_JADDVA010000006.1_cds_WP_002740721.1_3018	29.316	307	329
WP_004479538.1	lcl|NZ_JADDVA010000006.1_cds_WP_002733546.1_2955	25.000	268	329
