WP_004462903.1	lcl|NZ_JADDWK010000005.1_cds_WP_002725873.1_2681	95.402	87	106
WP_004472299.1	lcl|NZ_JADDWK010000005.1_cds_WP_002733579.1_2682	91.935	310	319
WP_004472299.1	lcl|NZ_JADDWK010000005.1_cds_WP_002733534.1_2685	25.926	270	319
WP_004472299.1	lcl|NZ_JADDWK010000018.1_cds_WP_002722638.1_684	23.242	327	319
WP_004472299.1	lcl|NZ_JADDWK010000005.1_cds_WP_002740024.1_2776	22.867	293	319
WP_004472299.1	lcl|NZ_JADDWK010000006.1_cds_WP_002728309.1_3038	23.397	312	319
WP_004472299.1	lcl|NZ_JADDWK010000005.1_cds_WP_016749081.1_2714	23.313	326	319
WP_004472299.1	lcl|NZ_JADDWK010000014.1_cds_WP_002743770.1_452	23.392	171	319
WP_004479563.1	lcl|NZ_JADDWK010000005.1_cds_WP_026054882.1_2683	89.315	365	365
WP_004472170.1	lcl|NZ_JADDWK010000005.1_cds_WP_002733646.1_2684	94.595	185	185
WP_004472170.1	lcl|NZ_JADDWK010000003.1_cds_WP_002721790.1_2067	35.616	146	185
WP_004479538.1	lcl|NZ_JADDWK010000005.1_cds_WP_002733534.1_2685	93.598	328	329
WP_004479538.1	lcl|NZ_JADDWK010000005.1_cds_WP_002740024.1_2776	29.042	334	329
WP_004479538.1	lcl|NZ_JADDWK010000018.1_cds_WP_002722638.1_684	29.206	315	329
WP_004479538.1	lcl|NZ_JADDWK010000006.1_cds_WP_002728309.1_3038	30.868	311	329
WP_004479538.1	lcl|NZ_JADDWK010000006.1_cds_WP_002728316.1_3035	28.182	330	329
WP_004479538.1	lcl|NZ_JADDWK010000076.1_cds_WP_002741146.1_3096	29.467	319	329
WP_004479538.1	lcl|NZ_JADDWK010000014.1_cds_WP_002743770.1_452	26.100	341	329
WP_004479538.1	lcl|NZ_JADDWK010000005.1_cds_WP_002733638.1_2722	27.855	359	329
WP_004479538.1	lcl|NZ_JADDWK010000005.1_cds_WP_002740721.1_2688	29.316	307	329
WP_004479538.1	lcl|NZ_JADDWK010000005.1_cds_WP_002733546.1_2751	25.000	268	329
WP_004479538.1	lcl|NZ_JADDWK010000007.1_cds_WP_002732331.1_3122	25.000	340	329
WP_004479538.1	lcl|NZ_JADDWK010000005.1_cds_WP_002744551.1_2716	29.630	270	329
WP_004479538.1	lcl|NZ_JADDWK010000005.1_cds_WP_002733698.1_2759	26.642	274	329
WP_004479538.1	lcl|NZ_JADDWK010000005.1_cds_WP_002733579.1_2682	26.908	249	329
WP_004479538.1	lcl|NZ_JADDWK010000005.1_cds_WP_016749081.1_2714	24.765	319	329
WP_004479538.1	lcl|NZ_JADDWK010000059.1_cds_WP_002740236.1_2673	26.645	304	329
WP_004479538.1	lcl|NZ_JADDWK010000004.1_cds_WP_002739935.1_2368	27.869	244	329
WP_004479538.1	lcl|NZ_JADDWK010000004.1_cds_WP_002721725.1_2456	24.036	337	329
WP_004479538.1	lcl|NZ_JADDWK010000005.1_cds_WP_002733757.1_2749	30.337	178	329
WP_282974014.1	lcl|NZ_JADDWK010000005.1_cds_WP_002733627.1_2686	89.888	267	267
WP_282974014.1	lcl|NZ_JADDWK010000005.1_cds_WP_002727921.1_2777	28.042	189	267
WP_282974014.1	lcl|NZ_JADDWK010000005.1_cds_WP_002740926.1_2727	25.131	191	267
WP_282974014.1	lcl|NZ_JADDWK010000005.1_cds_WP_002738295.1_2748	26.316	209	267
WP_282974014.1	lcl|NZ_JADDWK010000002.1_cds_WP_002766579.1_1555	27.568	185	267
WP_282974014.1	lcl|NZ_JADDWK010000024.1_cds_WP_002729040.1_1192	32.258	93	267
WP_282974014.1	lcl|NZ_JADDWK010000014.1_cds_WP_002729513.1_453	25.926	189	267
WP_004472307.1	lcl|NZ_JADDWK010000005.1_cds_WP_002740779.1_2687	87.992	508	509
WP_004472307.1	lcl|NZ_JADDWK010000010.1_cds_WP_002728536.1_72	27.551	294	509
WP_004472307.1	lcl|NZ_JADDWK010000010.1_cds_WP_002728534.1_71	28.889	90	509
WP_004472307.1	lcl|NZ_JADDWK010000005.1_cds_WP_002740779.1_2687	87.992	508	509
WP_004472307.1	lcl|NZ_JADDWK010000010.1_cds_WP_002728536.1_72	27.551	294	509
WP_004472307.1	lcl|NZ_JADDWK010000010.1_cds_WP_002728534.1_71	28.889	90	509
WP_004479660.1	lcl|NZ_JADDWK010000005.1_cds_WP_002740721.1_2688	92.424	330	330
WP_004479660.1	lcl|NZ_JADDWK010000006.1_cds_WP_002728309.1_3038	27.106	273	330
WP_004479660.1	lcl|NZ_JADDWK010000005.1_cds_WP_002733534.1_2685	30.164	305	330
WP_004479660.1	lcl|NZ_JADDWK010000005.1_cds_WP_002744551.1_2716	27.397	292	330
WP_004479660.1	lcl|NZ_JADDWK010000018.1_cds_WP_002722638.1_684	27.174	276	330
WP_004479660.1	lcl|NZ_JADDWK010000005.1_cds_WP_002740024.1_2776	27.129	317	330
WP_004479660.1	lcl|NZ_JADDWK010000007.1_cds_WP_002732331.1_3122	26.638	229	330
WP_004479660.1	lcl|NZ_JADDWK010000076.1_cds_WP_002741146.1_3096	29.225	284	330
WP_004479660.1	lcl|NZ_JADDWK010000004.1_cds_WP_002721725.1_2456	23.372	261	330
WP_004479660.1	lcl|NZ_JADDWK010000005.1_cds_WP_002733546.1_2751	25.279	269	330
WP_004479660.1	lcl|NZ_JADDWK010000037.1_cds_WP_002739707.1_1870	28.125	128	330
WP_004479660.1	lcl|NZ_JADDWK010000004.1_cds_WP_002739935.1_2368	26.014	296	330
WP_004479660.1	lcl|NZ_JADDWK010000059.1_cds_WP_002740236.1_2673	25.514	243	330
WP_004479660.1	lcl|NZ_JADDWK010000005.1_cds_WP_002733638.1_2722	24.211	285	330
WP_004479660.1	lcl|NZ_JADDWK010000006.1_cds_WP_002728316.1_3035	30.464	151	330
WP_004472322.1	lcl|NZ_JADDWK010000005.1_cds_WP_002740826.1_2689	91.803	366	366
WP_004472322.1	lcl|NZ_JADDWK010000005.1_cds_WP_002740861.1_2690	39.178	365	366
WP_004472322.1	lcl|NZ_JADDWK010000005.1_cds_WP_002733737.1_2710	33.898	354	366
WP_004472322.1	lcl|NZ_JADDWK010000005.1_cds_WP_002740294.1_2770	32.558	344	366
WP_004472322.1	lcl|NZ_JADDWK010000024.1_cds_WP_002728994.1_1198	28.042	378	366
WP_004472322.1	lcl|NZ_JADDWK010000006.1_cds_WP_002738884.1_2989	29.380	371	366
WP_004472322.1	lcl|NZ_JADDWK010000005.1_cds_WP_002733599.1_2723	26.536	358	366
WP_004472322.1	lcl|NZ_JADDWK010000007.1_cds_WP_002724641.1_3123	29.189	185	366
WP_004472364.1	lcl|NZ_JADDWK010000005.1_cds_WP_002740861.1_2690	88.828	367	367
WP_004472364.1	lcl|NZ_JADDWK010000005.1_cds_WP_002740826.1_2689	39.891	366	367
WP_004472364.1	lcl|NZ_JADDWK010000005.1_cds_WP_002733737.1_2710	38.719	359	367
WP_004472364.1	lcl|NZ_JADDWK010000005.1_cds_WP_002740294.1_2770	37.143	350	367
WP_004472364.1	lcl|NZ_JADDWK010000006.1_cds_WP_002738884.1_2989	35.171	381	367
WP_004472364.1	lcl|NZ_JADDWK010000024.1_cds_WP_002728994.1_1198	31.117	376	367
WP_004472364.1	lcl|NZ_JADDWK010000005.1_cds_WP_002733599.1_2723	31.198	359	367
WP_004472364.1	lcl|NZ_JADDWK010000007.1_cds_WP_002724641.1_3123	25.138	362	367
WP_004479653.1	lcl|NZ_JADDWK010000005.1_cds_WP_002740729.1_2691	87.500	544	544
WP_004479653.1	lcl|NZ_JADDWK010000005.1_cds_WP_002740729.1_2691	87.500	544	544
WP_004470185.1	lcl|NZ_JADDWK010000005.1_cds_WP_002740998.1_2692	90.189	265	265
WP_004470185.1	lcl|NZ_JADDWK010000002.1_cds_WP_002742191.1_1586	40.891	247	265
WP_020783869.1	lcl|NZ_JADDWK010000005.1_cds_WP_032853071.1_2693	90.645	310	310
WP_020783869.1	lcl|NZ_JADDWK010000035.1_cds_WP_002741402.1_1774	35.855	304	310
WP_020783869.1	lcl|NZ_JADDWK010000020.1_cds_WP_002727287.1_953	27.063	303	310
WP_020783869.1	lcl|NZ_JADDWK010000003.1_cds_WP_002727177.1_2016	28.571	133	310
WP_020783869.1	lcl|NZ_JADDWK010000005.1_cds_WP_032853071.1_2693	90.645	310	310
