WP_004462903.1	lcl|NZ_AKXA02000046.1_cds_WP_000340715.1_1046	95.402	87	106
WP_004472299.1	lcl|NZ_AKXA02000046.1_cds_WP_000410275.1_1047	90.852	317	319
WP_004472299.1	lcl|NZ_AKXA02000047.1_cds_WP_000744700.1_267	25.382	327	319
WP_004472299.1	lcl|NZ_AKXA02000046.1_cds_WP_000723078.1_1096	21.377	276	319
WP_004472299.1	lcl|NZ_AKXA02000046.1_cds_WP_000723090.1_1116	23.368	291	319
WP_004472299.1	lcl|NZ_AKXA02000046.1_cds_WP_000567887.1_1098	23.478	230	319
WP_004472299.1	lcl|NZ_AKXA02000017.1_cds_WP_001984071.1_2846	21.678	286	319
WP_004472170.1	lcl|NZ_AKXA02000018.1_cds_WP_000351733.1_2681	39.286	140	185
WP_004472170.1	lcl|NZ_AKXA02000046.1_cds_WP_001047905.1_1078	35.028	177	185
WP_004479538.1	lcl|NZ_AKXA02000046.1_cds_WP_000723078.1_1096	30.841	321	329
WP_004479538.1	lcl|NZ_AKXA02000047.1_cds_WP_000744700.1_267	31.429	315	329
WP_004479538.1	lcl|NZ_AKXA02000046.1_cds_WP_000723090.1_1116	29.552	335	329
WP_004479538.1	lcl|NZ_AKXA02000017.1_cds_WP_001984071.1_2846	30.945	307	329
WP_004479538.1	lcl|NZ_AKXA02000047.1_cds_WP_000649923.1_428	29.721	323	329
WP_004479538.1	lcl|NZ_AKXA02000046.1_cds_WP_000567887.1_1098	28.947	304	329
WP_004479538.1	lcl|NZ_AKXA02000017.1_cds_WP_000709511.1_2857	29.429	333	329
WP_004479538.1	lcl|NZ_AKXA02000017.1_cds_WP_000688696.1_2826	28.720	289	329
WP_004479538.1	lcl|NZ_AKXA02000046.1_cds_WP_000410275.1_1047	27.465	284	329
WP_004479538.1	lcl|NZ_AKXA02000024.1_cds_WP_001074785.1_2408	29.779	272	329
WP_004479538.1	lcl|NZ_AKXA02000046.1_cds_WP_000460023.1_1100	25.271	277	329
WP_004479538.1	lcl|NZ_AKXA02000003.1_cds_WP_001003557.1_3877	25.984	254	329
WP_282974014.1	lcl|NZ_AKXA02000046.1_cds_WP_000043898.1_1097	26.293	232	267
WP_282974014.1	lcl|NZ_AKXA02000046.1_cds_WP_000842260.1_1117	28.421	190	267
WP_282974014.1	lcl|NZ_AKXA02000017.1_cds_WP_000667727.1_2804	31.818	110	267
WP_282974014.1	lcl|NZ_AKXA02000047.1_cds_WP_000805357.1_649	37.647	85	267
WP_004472307.1	lcl|NZ_AKXA02000024.1_cds_WP_000291586.1_2335	27.134	328	509
WP_004472307.1	lcl|NZ_AKXA02000024.1_cds_WP_000364507.1_2336	28.889	90	509
WP_004472307.1	lcl|NZ_AKXA02000024.1_cds_WP_000291586.1_2335	27.134	328	509
WP_004472307.1	lcl|NZ_AKXA02000024.1_cds_WP_000364507.1_2336	28.889	90	509
WP_004479660.1	lcl|NZ_AKXA02000017.1_cds_WP_001984071.1_2846	25.461	271	330
WP_004479660.1	lcl|NZ_AKXA02000046.1_cds_WP_000723078.1_1096	23.358	274	330
WP_004479660.1	lcl|NZ_AKXA02000047.1_cds_WP_000744700.1_267	27.215	316	330
WP_004479660.1	lcl|NZ_AKXA02000046.1_cds_WP_000723090.1_1116	25.816	337	330
WP_004479660.1	lcl|NZ_AKXA02000003.1_cds_WP_001003557.1_3877	27.572	243	330
WP_004479660.1	lcl|NZ_AKXA02000047.1_cds_WP_000649923.1_428	30.078	256	330
WP_004479660.1	lcl|NZ_AKXA02000017.1_cds_WP_000688696.1_2826	26.957	230	330
WP_004479660.1	lcl|NZ_AKXA02000009.1_cds_WP_000457972.1_3486	26.562	128	330
WP_004479660.1	lcl|NZ_AKXA02000017.1_cds_WP_000709511.1_2857	30.464	151	330
WP_004472322.1	lcl|NZ_AKXA02000046.1_cds_WP_000575178.1_1110	32.571	350	366
WP_004472322.1	lcl|NZ_AKXA02000046.1_cds_WP_000041233.1_1057	34.641	306	366
WP_004472322.1	lcl|NZ_AKXA02000017.1_cds_WP_002188046.1_2810	26.913	379	366
WP_004472322.1	lcl|NZ_AKXA02000046.1_cds_WP_002078520.1_1072	28.954	373	366
WP_004472322.1	lcl|NZ_AKXA02000046.1_cds_WP_001117632.1_1054	38.350	206	366
WP_004472322.1	lcl|NZ_AKXA02000020.1_cds_WP_000538757.1_2602	29.412	357	366
WP_004472322.1	lcl|NZ_AKXA02000027.1_cds_WP_001982414.1_2255	31.053	190	366
WP_004472364.1	lcl|NZ_AKXA02000046.1_cds_WP_000575178.1_1110	36.986	365	367
WP_004472364.1	lcl|NZ_AKXA02000020.1_cds_WP_000538757.1_2602	32.075	371	367
WP_004472364.1	lcl|NZ_AKXA02000046.1_cds_WP_002078520.1_1072	30.667	375	367
WP_004472364.1	lcl|NZ_AKXA02000046.1_cds_WP_000041233.1_1057	30.178	338	367
WP_004472364.1	lcl|NZ_AKXA02000017.1_cds_WP_002188046.1_2810	29.894	378	367
WP_004472364.1	lcl|NZ_AKXA02000046.1_cds_WP_001117632.1_1054	28.080	349	367
WP_004472364.1	lcl|NZ_AKXA02000027.1_cds_WP_001982414.1_2255	25.138	362	367
WP_004470185.1	lcl|NZ_AKXA02000036.1_cds_WP_001002663.1_1850	43.210	243	265
WP_020783869.1	lcl|NZ_AKXA02000014.1_cds_WP_002187782.1_3253	35.526	304	310
WP_020783869.1	lcl|NZ_AKXA02000032.1_cds_WP_001183723.1_1894	26.159	302	310
WP_020783869.1	lcl|NZ_AKXA02000043.1_cds_WP_000279895.1_1281	23.664	262	310
WP_020783869.1	lcl|NZ_AKXA02000014.1_cds_WP_002187782.1_3253	35.526	304	310
WP_020783869.1	lcl|NZ_AKXA02000032.1_cds_WP_001183723.1_1894	26.159	302	310
WP_020783869.1	lcl|NZ_AKXA02000043.1_cds_WP_000279895.1_1281	23.664	262	310
WP_004470037.1	lcl|NZ_AKXA02000046.1_cds_WP_001075146.1_1063	31.132	106	221
WP_004470037.1	lcl|NZ_AKXA02000047.1_cds_WP_001082180.1_296	24.359	78	221
