WP_004462903.1	lcl|NZ_RQFP01000014.1_cds_WP_100790840.1_3069	64.103	78	106
WP_004472299.1	lcl|NZ_RQFP01000014.1_cds_WP_100790839.1_3068	78.095	315	319
WP_004472299.1	lcl|NZ_RQFP01000001.1_cds_WP_100789090.1_986	27.640	322	319
WP_004472299.1	lcl|NZ_RQFP01000001.1_cds_WP_100789115.1_958	24.233	326	319
WP_004472299.1	lcl|NZ_RQFP01000014.1_cds_WP_100790837.1_3065	22.222	333	319
WP_004472299.1	lcl|NZ_RQFP01000014.1_cds_WP_135677263.1_3015	26.316	190	319
WP_004472299.1	lcl|NZ_RQFP01000001.1_cds_WP_100789625.1_1516	23.529	323	319
WP_004472299.1	lcl|NZ_RQFP01000008.1_cds_WP_100792235.1_3382	25.731	171	319
WP_004472170.1	lcl|NZ_RQFP01000014.1_cds_WP_100790120.1_2646	31.361	169	185
WP_004479538.1	lcl|NZ_RQFP01000014.1_cds_WP_100790837.1_3065	32.099	324	329
WP_004479538.1	lcl|NZ_RQFP01000001.1_cds_WP_100789115.1_958	30.255	314	329
WP_004479538.1	lcl|NZ_RQFP01000014.1_cds_WP_135677263.1_3015	27.628	333	329
WP_004479538.1	lcl|NZ_RQFP01000001.1_cds_WP_100789625.1_1516	30.351	313	329
WP_004479538.1	lcl|NZ_RQFP01000008.1_cds_WP_100792235.1_3382	27.273	341	329
WP_004479538.1	lcl|NZ_RQFP01000001.1_cds_WP_100789476.1_1345	27.545	334	329
WP_004479538.1	lcl|NZ_RQFP01000001.1_cds_WP_100789090.1_986	26.367	311	329
WP_004479538.1	lcl|NZ_RQFP01000014.1_cds_WP_135677277.1_3049	26.941	219	329
WP_004479538.1	lcl|NZ_RQFP01000014.1_cds_WP_100790960.1_3033	28.261	276	329
WP_004479538.1	lcl|NZ_RQFP01000014.1_cds_WP_100790839.1_3068	26.415	318	329
WP_004479538.1	lcl|NZ_RQFP01000001.1_cds_WP_100789422.1_895	30.204	245	329
WP_004479538.1	lcl|NZ_RQFP01000001.1_cds_WP_135676593.1_613	27.473	182	329
WP_004479538.1	lcl|NZ_RQFP01000008.1_cds_WP_208861468.1_3371	24.028	283	329
WP_004479538.1	lcl|NZ_RQFP01000014.1_cds_WP_135677254.1_3000	25.735	272	329
WP_004479538.1	lcl|NZ_RQFP01000014.1_cds_WP_100790807.1_3031	22.523	222	329
WP_282974014.1	lcl|NZ_RQFP01000014.1_cds_WP_100790833.1_3060	26.582	237	267
WP_282974014.1	lcl|NZ_RQFP01000014.1_cds_WP_100790739.1_2939	24.806	258	267
WP_282974014.1	lcl|NZ_RQFP01000001.1_cds_WP_100788841.1_1265	39.326	89	267
WP_282974014.1	lcl|NZ_RQFP01000014.1_cds_WP_135677262.1_3014	25.381	197	267
WP_282974014.1	lcl|NZ_RQFP01000001.1_cds_WP_135676725.1_1410	26.590	173	267
WP_282974014.1	lcl|NZ_RQFP01000008.1_cds_WP_135676976.1_3383	29.082	196	267
WP_004472307.1	lcl|NZ_RQFP01000014.1_cds_WP_100790496.1_2668	23.077	338	509
WP_004472307.1	lcl|NZ_RQFP01000014.1_cds_WP_100790101.1_2669	27.907	86	509
WP_004472307.1	lcl|NZ_RQFP01000014.1_cds_WP_100790496.1_2668	23.077	338	509
WP_004472307.1	lcl|NZ_RQFP01000014.1_cds_WP_100790101.1_2669	27.907	86	509
WP_004479660.1	lcl|NZ_RQFP01000001.1_cds_WP_100789625.1_1516	26.259	278	330
WP_004479660.1	lcl|NZ_RQFP01000014.1_cds_WP_100790837.1_3065	26.766	269	330
WP_004479660.1	lcl|NZ_RQFP01000001.1_cds_WP_100789115.1_958	27.536	276	330
WP_004479660.1	lcl|NZ_RQFP01000001.1_cds_WP_100789090.1_986	26.667	330	330
WP_004479660.1	lcl|NZ_RQFP01000014.1_cds_WP_135677263.1_3015	23.077	325	330
WP_004479660.1	lcl|NZ_RQFP01000001.1_cds_WP_100789422.1_895	28.019	207	330
WP_004479660.1	lcl|NZ_RQFP01000001.1_cds_WP_135676713.1_1358	30.709	127	330
WP_004479660.1	lcl|NZ_RQFP01000014.1_cds_WP_135677277.1_3049	28.333	120	330
WP_004479660.1	lcl|NZ_RQFP01000001.1_cds_WP_135676593.1_613	24.528	265	330
WP_004479660.1	lcl|NZ_RQFP01000008.1_cds_WP_100792235.1_3382	23.242	327	330
WP_004472322.1	lcl|NZ_RQFP01000001.1_cds_WP_100788870.1_1229	28.871	381	366
WP_004472322.1	lcl|NZ_RQFP01000001.1_cds_WP_100791495.1_2185	29.745	353	366
WP_004472322.1	lcl|NZ_RQFP01000014.1_cds_WP_208861425.1_3064	35.398	226	366
WP_004472364.1	lcl|NZ_RQFP01000001.1_cds_WP_100791495.1_2185	29.499	339	367
WP_004472364.1	lcl|NZ_RQFP01000001.1_cds_WP_100788870.1_1229	28.571	378	367
WP_004472364.1	lcl|NZ_RQFP01000014.1_cds_WP_208861425.1_3064	33.202	253	367
WP_004472364.1	lcl|NZ_RQFP01000001.1_cds_WP_100789913.1_1838	25.562	356	367
WP_004472364.1	lcl|NZ_RQFP01000001.1_cds_WP_100791555.1_309	33.333	102	367
WP_004470185.1	lcl|NZ_RQFP01000001.1_cds_WP_100789867.1_1786	40.329	243	265
WP_020783869.1	lcl|NZ_RQFP01000001.1_cds_WP_100789346.1_697	34.839	310	310
WP_020783869.1	lcl|NZ_RQFP01000001.1_cds_WP_135676539.1_381	28.435	313	310
WP_020783869.1	lcl|NZ_RQFP01000014.1_cds_WP_135677179.1_2580	23.574	263	310
WP_020783869.1	lcl|NZ_RQFP01000001.1_cds_WP_100789346.1_697	34.839	310	310
WP_020783869.1	lcl|NZ_RQFP01000001.1_cds_WP_135676539.1_381	28.435	313	310
WP_020783869.1	lcl|NZ_RQFP01000014.1_cds_WP_135677179.1_2580	23.574	263	310
WP_004470037.1	lcl|NZ_RQFP01000014.1_cds_WP_135677164.1_2556	37.500	72	221
WP_004470037.1	lcl|NZ_RQFP01000008.1_cds_WP_100791954.1_3323	25.000	184	221
WP_004470037.1	lcl|NZ_RQFP01000014.1_cds_WP_100790628.1_2814	22.835	127	221
WP_004470188.1	lcl|NZ_RQFP01000001.1_cds_WP_135676683.1_1168	33.088	136	177
WP_282974009.1	lcl|NZ_RQFP01000014.1_cds_WP_135677084.1_2262	30.000	150	408
WP_004479640.1	lcl|NZ_RQFP01000001.1_cds_WP_100788870.1_1229	26.598	391	362
WP_004479640.1	lcl|NZ_RQFP01000014.1_cds_WP_208861425.1_3064	29.315	365	362
WP_004479640.1	lcl|NZ_RQFP01000001.1_cds_WP_100789913.1_1838	23.848	369	362
WP_004479640.1	lcl|NZ_RQFP01000001.1_cds_WP_100791495.1_2185	26.953	256	362
WP_004479675.1	lcl|NZ_RQFP01000001.1_cds_WP_100791566.1_324	25.225	111	229
WP_004479537.1	lcl|NZ_RQFP01000001.1_cds_WP_100789819.1_1732	26.772	127	409
