WP_004462903.1	lcl|NZ_JQOU01000004.1_cds_WP_000340715.1_24	95.402	87	106
WP_004472299.1	lcl|NZ_JQOU01000004.1_cds_WP_000410268.1_25	90.221	317	319
WP_004472299.1	lcl|NZ_JQOU01000133.1_cds_WP_000744698.1_2713	25.382	327	319
WP_004472299.1	lcl|NZ_JQOU01000004.1_cds_WP_000723079.1_79	21.377	276	319
WP_004472299.1	lcl|NZ_JQOU01000004.1_cds_WP_000723081.1_102	23.368	291	319
WP_004472299.1	lcl|NZ_JQOU01000004.1_cds_WP_000567886.1_81	23.478	230	319
WP_004472299.1	lcl|NZ_JQOU01000057.1_cds_WP_002072074.1_1346	22.481	258	319
WP_004472170.1	lcl|NZ_JQOU01000030.1_cds_WP_000351733.1_733	39.286	140	185
WP_004472170.1	lcl|NZ_JQOU01000004.1_cds_WP_001047906.1_58	35.028	177	185
WP_004479538.1	lcl|NZ_JQOU01000004.1_cds_WP_000723079.1_79	30.841	321	329
WP_004479538.1	lcl|NZ_JQOU01000133.1_cds_WP_000744698.1_2713	31.429	315	329
WP_004479538.1	lcl|NZ_JQOU01000004.1_cds_WP_000723081.1_102	29.552	335	329
WP_004479538.1	lcl|NZ_JQOU01000057.1_cds_WP_002072074.1_1346	30.619	307	329
WP_004479538.1	lcl|NZ_JQOU01000112.1_cds_WP_000649924.1_2387	29.721	323	329
WP_004479538.1	lcl|NZ_JQOU01000004.1_cds_WP_000567886.1_81	28.618	304	329
WP_004479538.1	lcl|NZ_JQOU01000148.1_cds_WP_000709508.1_2901	29.129	333	329
WP_004479538.1	lcl|NZ_JQOU01000057.1_cds_WP_061246301.1_1366	28.720	289	329
WP_004479538.1	lcl|NZ_JQOU01000004.1_cds_WP_000410268.1_25	27.046	281	329
WP_004479538.1	lcl|NZ_JQOU01000004.1_cds_WP_002183330.1_84	26.250	240	329
WP_004479538.1	lcl|NZ_JQOU01000031.1_cds_WP_001074779.1_764	29.412	272	329
WP_004479538.1	lcl|NZ_JQOU01000078.1_cds_WP_002105505.1_1684	25.591	254	329
WP_282974014.1	lcl|NZ_JQOU01000004.1_cds_WP_000043899.1_80	26.293	232	267
WP_282974014.1	lcl|NZ_JQOU01000004.1_cds_WP_000842260.1_103	28.421	190	267
WP_282974014.1	lcl|NZ_JQOU01000027.1_cds_WP_000667727.1_635	31.818	110	267
WP_282974014.1	lcl|NZ_JQOU01000055.1_cds_WP_000805357.1_1312	37.647	85	267
WP_004472307.1	lcl|NZ_JQOU01000129.1_cds_WP_000291581.1_2615	27.576	330	509
WP_004472307.1	lcl|NZ_JQOU01000129.1_cds_WP_000364504.1_2614	28.889	90	509
WP_004472307.1	lcl|NZ_JQOU01000129.1_cds_WP_000291581.1_2615	27.576	330	509
WP_004472307.1	lcl|NZ_JQOU01000129.1_cds_WP_000364504.1_2614	28.889	90	509
WP_004479660.1	lcl|NZ_JQOU01000057.1_cds_WP_002072074.1_1346	25.830	271	330
WP_004479660.1	lcl|NZ_JQOU01000004.1_cds_WP_000723079.1_79	23.358	274	330
WP_004479660.1	lcl|NZ_JQOU01000133.1_cds_WP_000744698.1_2713	27.215	316	330
WP_004479660.1	lcl|NZ_JQOU01000004.1_cds_WP_000723081.1_102	25.816	337	330
WP_004479660.1	lcl|NZ_JQOU01000078.1_cds_WP_002105505.1_1684	26.749	243	330
WP_004479660.1	lcl|NZ_JQOU01000112.1_cds_WP_000649924.1_2387	30.078	256	330
WP_004479660.1	lcl|NZ_JQOU01000057.1_cds_WP_061246301.1_1366	25.991	227	330
WP_004479660.1	lcl|NZ_JQOU01000102.1_cds_WP_000457972.1_2180	26.562	128	330
WP_004479660.1	lcl|NZ_JQOU01000148.1_cds_WP_000709508.1_2901	30.464	151	330
WP_004472322.1	lcl|NZ_JQOU01000004.1_cds_WP_000575181.1_96	32.286	350	366
WP_004472322.1	lcl|NZ_JQOU01000004.1_cds_WP_000041234.1_35	35.621	306	366
WP_004472322.1	lcl|NZ_JQOU01000037.1_cds_WP_001281953.1_914	27.177	379	366
WP_004472322.1	lcl|NZ_JQOU01000004.1_cds_WP_061246195.1_52	29.223	373	366
WP_004472322.1	lcl|NZ_JQOU01000004.1_cds_WP_001117631.1_32	38.350	206	366
WP_004472322.1	lcl|NZ_JQOU01000197.1_cds_WP_000538754.1_3335	29.692	357	366
WP_004472322.1	lcl|NZ_JQOU01000090.1_cds_WP_001982414.1_1950	31.053	190	366
WP_004472364.1	lcl|NZ_JQOU01000004.1_cds_WP_000575181.1_96	36.712	365	367
WP_004472364.1	lcl|NZ_JQOU01000197.1_cds_WP_000538754.1_3335	32.075	371	367
WP_004472364.1	lcl|NZ_JQOU01000004.1_cds_WP_061246195.1_52	30.933	375	367
WP_004472364.1	lcl|NZ_JQOU01000004.1_cds_WP_000041234.1_35	30.564	337	367
WP_004472364.1	lcl|NZ_JQOU01000037.1_cds_WP_001281953.1_914	29.894	378	367
WP_004472364.1	lcl|NZ_JQOU01000004.1_cds_WP_001117631.1_32	33.475	236	367
WP_004472364.1	lcl|NZ_JQOU01000090.1_cds_WP_001982414.1_1950	25.138	362	367
WP_004479653.1	lcl|NZ_JQOU01000280.1_cds_WP_000584316.1_3752	36.264	91	544
WP_004479653.1	lcl|NZ_JQOU01000280.1_cds_WP_000584316.1_3752	36.264	91	544
WP_004470185.1	lcl|NZ_JQOU01000025.1_cds_WP_001002662.1_577	43.210	243	265
WP_020783869.1	lcl|NZ_JQOU01000065.1_cds_WP_000501205.1_1499	35.526	304	310
WP_020783869.1	lcl|NZ_JQOU01000086.1_cds_WP_001183714.1_1861	26.159	302	310
WP_020783869.1	lcl|NZ_JQOU01000110.1_cds_WP_000279896.1_2349	25.564	133	310
