WP_004462903.1	lcl|NZ_JADDVR010000007.1_cds_WP_002725873.1_3074	95.402	87	106
WP_004472299.1	lcl|NZ_JADDVR010000007.1_cds_WP_002733579.1_3075	91.935	310	319
WP_004472299.1	lcl|NZ_JADDVR010000007.1_cds_WP_002733534.1_3078	25.926	270	319
WP_004472299.1	lcl|NZ_JADDVR010000019.1_cds_WP_002722638.1_750	23.242	327	319
WP_004472299.1	lcl|NZ_JADDVR010000007.1_cds_WP_002740024.1_3169	22.867	293	319
WP_004472299.1	lcl|NZ_JADDVR010000008.1_cds_WP_002728309.1_3287	23.397	312	319
WP_004472299.1	lcl|NZ_JADDVR010000007.1_cds_WP_016749081.1_3107	23.313	326	319
WP_004472299.1	lcl|NZ_JADDVR010000014.1_cds_WP_002743770.1_385	23.392	171	319
WP_004479563.1	lcl|NZ_JADDVR010000007.1_cds_WP_026054882.1_3076	89.315	365	365
WP_004472170.1	lcl|NZ_JADDVR010000007.1_cds_WP_002733646.1_3077	94.595	185	185
WP_004472170.1	lcl|NZ_JADDVR010000003.1_cds_WP_002721790.1_1944	35.616	146	185
WP_004479538.1	lcl|NZ_JADDVR010000007.1_cds_WP_002733534.1_3078	93.598	328	329
WP_004479538.1	lcl|NZ_JADDVR010000007.1_cds_WP_002740024.1_3169	29.042	334	329
WP_004479538.1	lcl|NZ_JADDVR010000019.1_cds_WP_002722638.1_750	29.206	315	329
WP_004479538.1	lcl|NZ_JADDVR010000008.1_cds_WP_002728309.1_3287	30.868	311	329
WP_004479538.1	lcl|NZ_JADDVR010000008.1_cds_WP_002728316.1_3284	28.182	330	329
WP_004479538.1	lcl|NZ_JADDVR010000073.1_cds_WP_002741146.1_3044	29.467	319	329
WP_004479538.1	lcl|NZ_JADDVR010000014.1_cds_WP_002743770.1_385	26.100	341	329
WP_004479538.1	lcl|NZ_JADDVR010000007.1_cds_WP_002733638.1_3115	27.855	359	329
WP_004479538.1	lcl|NZ_JADDVR010000007.1_cds_WP_002740721.1_3081	29.316	307	329
WP_004479538.1	lcl|NZ_JADDVR010000007.1_cds_WP_002733546.1_3144	25.000	268	329
WP_004479538.1	lcl|NZ_JADDVR010000009.1_cds_WP_002732331.1_3380	25.000	340	329
WP_004479538.1	lcl|NZ_JADDVR010000007.1_cds_WP_002744551.1_3109	29.630	270	329
WP_004479538.1	lcl|NZ_JADDVR010000007.1_cds_WP_002733698.1_3152	26.642	274	329
WP_004479538.1	lcl|NZ_JADDVR010000007.1_cds_WP_002733579.1_3075	26.908	249	329
WP_004479538.1	lcl|NZ_JADDVR010000007.1_cds_WP_016749081.1_3107	24.765	319	329
WP_004479538.1	lcl|NZ_JADDVR010000056.1_cds_WP_002740236.1_2582	26.645	304	329
WP_004479538.1	lcl|NZ_JADDVR010000005.1_cds_WP_002739935.1_2745	27.869	244	329
WP_004479538.1	lcl|NZ_JADDVR010000005.1_cds_WP_002721725.1_2657	24.036	337	329
WP_004479538.1	lcl|NZ_JADDVR010000007.1_cds_WP_002733757.1_3142	30.337	178	329
WP_282974014.1	lcl|NZ_JADDVR010000007.1_cds_WP_002733627.1_3079	89.888	267	267
WP_282974014.1	lcl|NZ_JADDVR010000007.1_cds_WP_002727921.1_3170	28.042	189	267
WP_282974014.1	lcl|NZ_JADDVR010000007.1_cds_WP_002740926.1_3120	25.131	191	267
WP_282974014.1	lcl|NZ_JADDVR010000007.1_cds_WP_002738295.1_3141	26.316	209	267
WP_282974014.1	lcl|NZ_JADDVR010000002.1_cds_WP_002766579.1_1561	27.568	185	267
WP_282974014.1	lcl|NZ_JADDVR010000025.1_cds_WP_002729040.1_1233	32.258	93	267
WP_282974014.1	lcl|NZ_JADDVR010000014.1_cds_WP_002729513.1_384	25.926	189	267
WP_004472307.1	lcl|NZ_JADDVR010000007.1_cds_WP_002740779.1_3080	87.992	508	509
WP_004472307.1	lcl|NZ_JADDVR010000006.1_cds_WP_002728536.1_2956	27.551	294	509
WP_004472307.1	lcl|NZ_JADDVR010000006.1_cds_WP_002728534.1_2957	28.889	90	509
WP_004472307.1	lcl|NZ_JADDVR010000007.1_cds_WP_002740779.1_3080	87.992	508	509
WP_004472307.1	lcl|NZ_JADDVR010000006.1_cds_WP_002728536.1_2956	27.551	294	509
WP_004472307.1	lcl|NZ_JADDVR010000006.1_cds_WP_002728534.1_2957	28.889	90	509
WP_004479660.1	lcl|NZ_JADDVR010000007.1_cds_WP_002740721.1_3081	92.424	330	330
WP_004479660.1	lcl|NZ_JADDVR010000008.1_cds_WP_002728309.1_3287	27.106	273	330
WP_004479660.1	lcl|NZ_JADDVR010000007.1_cds_WP_002733534.1_3078	30.164	305	330
WP_004479660.1	lcl|NZ_JADDVR010000007.1_cds_WP_002744551.1_3109	27.397	292	330
WP_004479660.1	lcl|NZ_JADDVR010000019.1_cds_WP_002722638.1_750	27.174	276	330
WP_004479660.1	lcl|NZ_JADDVR010000007.1_cds_WP_002740024.1_3169	27.129	317	330
WP_004479660.1	lcl|NZ_JADDVR010000009.1_cds_WP_002732331.1_3380	26.638	229	330
WP_004479660.1	lcl|NZ_JADDVR010000073.1_cds_WP_002741146.1_3044	29.225	284	330
WP_004479660.1	lcl|NZ_JADDVR010000005.1_cds_WP_002721725.1_2657	23.372	261	330
WP_004479660.1	lcl|NZ_JADDVR010000007.1_cds_WP_002733546.1_3144	25.279	269	330
WP_004479660.1	lcl|NZ_JADDVR010000037.1_cds_WP_002739707.1_1872	28.125	128	330
WP_004479660.1	lcl|NZ_JADDVR010000005.1_cds_WP_002739935.1_2745	26.014	296	330
WP_004479660.1	lcl|NZ_JADDVR010000056.1_cds_WP_002740236.1_2582	25.514	243	330
WP_004479660.1	lcl|NZ_JADDVR010000007.1_cds_WP_002733638.1_3115	24.211	285	330
WP_004479660.1	lcl|NZ_JADDVR010000008.1_cds_WP_002728316.1_3284	30.464	151	330
WP_004472322.1	lcl|NZ_JADDVR010000007.1_cds_WP_002740826.1_3082	91.803	366	366
WP_004472322.1	lcl|NZ_JADDVR010000007.1_cds_WP_002740861.1_3083	39.178	365	366
WP_004472322.1	lcl|NZ_JADDVR010000007.1_cds_WP_002733737.1_3103	33.898	354	366
WP_004472322.1	lcl|NZ_JADDVR010000007.1_cds_WP_002740294.1_3163	32.558	344	366
WP_004472322.1	lcl|NZ_JADDVR010000025.1_cds_WP_002728994.1_1227	28.042	378	366
WP_004472322.1	lcl|NZ_JADDVR010000008.1_cds_WP_002738884.1_3240	29.380	371	366
