WP_004462903.1	lcl|NZ_AOWS01000152.1_cds_WP_000340715.1_3490	95.402	87	106
WP_004472299.1	lcl|NZ_AOWS01000152.1_cds_WP_000410273.1_3489	92.581	310	319
WP_004472299.1	lcl|NZ_AOWS01000152.1_cds_WP_000646250.1_3486	26.667	270	319
WP_004472299.1	lcl|NZ_AOWS01000138.1_cds_WP_000744700.1_2917	25.382	327	319
WP_004472299.1	lcl|NZ_AOWS01000152.1_cds_WP_000093099.1_3469	53.968	63	319
WP_004472299.1	lcl|NZ_AOWS01000152.1_cds_WP_000600889.1_3460	23.118	186	319
WP_004472299.1	lcl|NZ_AOWS01000152.1_cds_WP_000723090.1_3407	23.368	291	319
WP_004472299.1	lcl|NZ_AOWS01000134.1_cds_WP_001984071.1_2798	21.678	286	319
WP_004472299.1	lcl|NZ_AOWS01000152.1_cds_WP_001067557.1_3483	24.012	329	319
WP_004479563.1	lcl|NZ_AOWS01000152.1_cds_WP_000604524.1_3488	83.562	365	365
WP_004472170.1	lcl|NZ_AOWS01000152.1_cds_WP_000884059.1_3487	94.595	185	185
WP_004472170.1	lcl|NZ_AOWS01000082.1_cds_WP_000351733.1_1235	39.286	140	185
WP_004479538.1	lcl|NZ_AOWS01000152.1_cds_WP_000646250.1_3486	93.293	328	329
WP_004479538.1	lcl|NZ_AOWS01000138.1_cds_WP_000744700.1_2917	31.429	315	329
WP_004479538.1	lcl|NZ_AOWS01000152.1_cds_WP_000600889.1_3460	31.629	313	329
WP_004479538.1	lcl|NZ_AOWS01000152.1_cds_WP_000723090.1_3407	29.552	335	329
WP_004479538.1	lcl|NZ_AOWS01000134.1_cds_WP_001984071.1_2798	30.945	307	329
WP_004479538.1	lcl|NZ_AOWS01000144.1_cds_WP_000649925.1_3060	29.721	323	329
WP_004479538.1	lcl|NZ_AOWS01000052.1_cds_WP_000709511.1_708	29.429	333	329
WP_004479538.1	lcl|NZ_AOWS01000152.1_cds_WP_001067557.1_3483	29.316	307	329
WP_004479538.1	lcl|NZ_AOWS01000152.1_cds_WP_000601375.1_3433	25.632	277	329
WP_004479538.1	lcl|NZ_AOWS01000134.1_cds_WP_000688695.1_2778	28.720	289	329
WP_004479538.1	lcl|NZ_AOWS01000152.1_cds_WP_000475904.1_3424	27.536	276	329
WP_004479538.1	lcl|NZ_AOWS01000152.1_cds_WP_000410273.1_3489	27.509	269	329
WP_004479538.1	lcl|NZ_AOWS01000132.1_cds_WP_001074785.1_2694	29.779	272	329
WP_004479538.1	lcl|NZ_AOWS01000113.1_cds_WP_001003555.1_1861	25.984	254	329
WP_004479538.1	lcl|NZ_AOWS01000152.1_cds_WP_000487322.1_3435	27.469	324	329
WP_282974014.1	lcl|NZ_AOWS01000152.1_cds_WP_000774262.1_3485	88.764	267	267
WP_282974014.1	lcl|NZ_AOWS01000152.1_cds_WP_000859505.1_3436	26.442	208	267
WP_282974014.1	lcl|NZ_AOWS01000152.1_cds_WP_000800438.1_3455	26.178	191	267
WP_282974014.1	lcl|NZ_AOWS01000152.1_cds_WP_000842260.1_3406	28.421	190	267
WP_282974014.1	lcl|NZ_AOWS01000103.1_cds_WP_000667727.1_1668	31.818	110	267
WP_282974014.1	lcl|NZ_AOWS01000110.1_cds_WP_000805357.1_1761	37.647	85	267
WP_004472307.1	lcl|NZ_AOWS01000152.1_cds_WP_000612797.1_3484	88.386	508	509
WP_004472307.1	lcl|NZ_AOWS01000132.1_cds_WP_000291591.1_2618	27.134	328	509
WP_004472307.1	lcl|NZ_AOWS01000132.1_cds_WP_000364507.1_2619	28.889	90	509
WP_004472307.1	lcl|NZ_AOWS01000152.1_cds_WP_000612797.1_3484	88.386	508	509
WP_004472307.1	lcl|NZ_AOWS01000132.1_cds_WP_000291591.1_2618	27.134	328	509
WP_004472307.1	lcl|NZ_AOWS01000132.1_cds_WP_000364507.1_2619	28.889	90	509
WP_004479660.1	lcl|NZ_AOWS01000152.1_cds_WP_001067557.1_3483	92.424	330	330
WP_004479660.1	lcl|NZ_AOWS01000152.1_cds_WP_000646250.1_3486	30.739	257	330
WP_004479660.1	lcl|NZ_AOWS01000134.1_cds_WP_001984071.1_2798	25.461	271	330
WP_004479660.1	lcl|NZ_AOWS01000152.1_cds_WP_000600889.1_3460	27.068	266	330
WP_004479660.1	lcl|NZ_AOWS01000138.1_cds_WP_000744700.1_2917	27.215	316	330
WP_004479660.1	lcl|NZ_AOWS01000152.1_cds_WP_000723090.1_3407	25.816	337	330
WP_004479660.1	lcl|NZ_AOWS01000113.1_cds_WP_001003555.1_1861	27.572	243	330
WP_004479660.1	lcl|NZ_AOWS01000144.1_cds_WP_000649925.1_3060	30.078	256	330
WP_004479660.1	lcl|NZ_AOWS01000134.1_cds_WP_000688695.1_2778	26.957	230	330
WP_004479660.1	lcl|NZ_AOWS01000152.1_cds_WP_000601375.1_3433	26.182	275	330
WP_004479660.1	lcl|NZ_AOWS01000026.1_cds_WP_000457972.1_295	26.562	128	330
WP_004479660.1	lcl|NZ_AOWS01000152.1_cds_WP_000487322.1_3435	26.148	283	330
WP_004479660.1	lcl|NZ_AOWS01000052.1_cds_WP_000709511.1_708	30.464	151	330
WP_004472322.1	lcl|NZ_AOWS01000152.1_cds_WP_001198107.1_3482	93.169	366	366
WP_004472322.1	lcl|NZ_AOWS01000152.1_cds_WP_000608295.1_3481	39.178	365	366
WP_004472322.1	lcl|NZ_AOWS01000152.1_cds_WP_000575178.1_3413	32.571	350	366
WP_004472322.1	lcl|NZ_AOWS01000152.1_cds_WP_000346036.1_3452	28.267	375	366
WP_004472322.1	lcl|NZ_AOWS01000134.1_cds_WP_001281953.1_2764	27.177	379	366
WP_004472322.1	lcl|NZ_AOWS01000152.1_cds_WP_000582222.1_3471	32.464	345	366
WP_004472322.1	lcl|NZ_AOWS01000102.1_cds_WP_000538752.1_1611	29.412	357	366
WP_004472322.1	lcl|NZ_AOWS01000152.1_cds_WP_000947844.1_3459	25.507	345	366
WP_004472322.1	lcl|NZ_AOWS01000153.1_cds_WP_001982414.1_3542	31.053	190	366
WP_004472364.1	lcl|NZ_AOWS01000152.1_cds_WP_000608295.1_3481	90.736	367	367
WP_004472364.1	lcl|NZ_AOWS01000152.1_cds_WP_001198107.1_3482	39.452	365	367
WP_004472364.1	lcl|NZ_AOWS01000152.1_cds_WP_000575178.1_3413	36.986	365	367
WP_004472364.1	lcl|NZ_AOWS01000102.1_cds_WP_000538752.1_1611	32.075	371	367
WP_004472364.1	lcl|NZ_AOWS01000152.1_cds_WP_000582222.1_3471	40.171	234	367
WP_004472364.1	lcl|NZ_AOWS01000134.1_cds_WP_001281953.1_2764	29.894	378	367
WP_004472364.1	lcl|NZ_AOWS01000152.1_cds_WP_000346036.1_3452	24.533	375	367
WP_004472364.1	lcl|NZ_AOWS01000152.1_cds_WP_000947844.1_3459	25.970	335	367
WP_004472364.1	lcl|NZ_AOWS01000153.1_cds_WP_001982414.1_3542	25.138	362	367
WP_004479653.1	lcl|NZ_AOWS01000152.1_cds_WP_000689743.1_3480	85.846	544	544
WP_004479653.1	lcl|NZ_AOWS01000152.1_cds_WP_000689743.1_3480	85.846	544	544
WP_004470185.1	lcl|NZ_AOWS01000152.1_cds_WP_000342713.1_3479	90.566	265	265
WP_004470185.1	lcl|NZ_AOWS01000136.1_cds_WP_001002663.1_2853	43.210	243	265
WP_020783869.1	lcl|NZ_AOWS01000152.1_cds_WP_001246618.1_3478	89.032	310	310
WP_020783869.1	lcl|NZ_AOWS01000118.1_cds_WP_000501205.1_2129	35.526	304	310
WP_020783869.1	lcl|NZ_AOWS01000153.1_cds_WP_001183723.1_3646	26.159	302	310
WP_020783869.1	lcl|NZ_AOWS01000081.1_cds_WP_000279894.1_1115	26.316	133	310
WP_020783869.1	lcl|NZ_AOWS01000152.1_cds_WP_001246618.1_3478	89.032	310	310
WP_020783869.1	lcl|NZ_AOWS01000118.1_cds_WP_000501205.1_2129	35.526	304	310
WP_020783869.1	lcl|NZ_AOWS01000153.1_cds_WP_001183723.1_3646	26.159	302	310
WP_020783869.1	lcl|NZ_AOWS01000081.1_cds_WP_000279894.1_1115	26.316	133	310
WP_032912997.1	lcl|NZ_AOWS01000152.1_cds_WP_000479982.1_3477	89.394	264	264
WP_004470135.1	lcl|NZ_AOWS01000152.1_cds_WP_000715958.1_3476	91.473	129	130
WP_032912999.1	lcl|NZ_AOWS01000152.1_cds_WP_001088866.1_3475	83.448	145	145
WP_004470037.1	lcl|NZ_AOWS01000152.1_cds_WP_000517242.1_3474	90.045	221	221
WP_004470037.1	lcl|NZ_AOWS01000138.1_cds_WP_001082180.1_2946	24.359	78	221
WP_004470037.1	lcl|NZ_AOWS01000097.1_cds_WP_001069834.1_1505	27.723	101	221
WP_004470188.1	lcl|NZ_AOWS01000152.1_cds_WP_000611594.1_3473	78.286	175	177
WP_004470188.1	lcl|NZ_AOWS01000138.1_cds_WP_001206947.1_2953	31.818	132	177
WP_282974009.1	lcl|NZ_AOWS01000152.1_cds_WP_001015422.1_3472	83.960	399	408
WP_282974009.1	lcl|NZ_AOWS01000097.1_cds_WP_000347681.1_1504	25.714	210	408
