WP_004462903.1	lcl|NZ_JASEXF010000011.1_cds_WP_004462903.1_1568	100.000	87	106
WP_004472299.1	lcl|NZ_JASEXF010000011.1_cds_WP_061205762.1_1569	100.000	310	319
WP_004472299.1	lcl|NZ_JASEXF010000004.1_cds_WP_004461583.1_835	25.309	324	319
WP_004472299.1	lcl|NZ_JASEXF010000011.1_cds_WP_282988125.1_1589	22.662	278	319
WP_004472299.1	lcl|NZ_JASEXF010000011.1_cds_WP_004465060.1_1647	22.867	293	319
WP_004472299.1	lcl|NZ_JASEXF010000001.1_cds_WP_004461234.1_43	22.145	289	319
WP_004472170.1	lcl|NZ_JASEXF010000031.1_cds_WP_004460143.1_2744	34.932	146	185
WP_004479538.1	lcl|NZ_JASEXF010000011.1_cds_WP_282965821.1_1572	31.579	342	329
WP_004479538.1	lcl|NZ_JASEXF010000011.1_cds_WP_282988125.1_1589	31.104	299	329
WP_004479538.1	lcl|NZ_JASEXF010000001.1_cds_WP_004461234.1_43	32.476	311	329
WP_004479538.1	lcl|NZ_JASEXF010000004.1_cds_WP_004461583.1_835	29.524	315	329
WP_004479538.1	lcl|NZ_JASEXF010000011.1_cds_WP_004465060.1_1647	29.940	334	329
WP_004479538.1	lcl|NZ_JASEXF010000012.1_cds_WP_004472946.1_1733	30.031	323	329
WP_004479538.1	lcl|NZ_JASEXF010000001.1_cds_WP_004467290.1_46	28.261	322	329
WP_004479538.1	lcl|NZ_JASEXF010000025.1_cds_WP_004466638.1_1210	26.190	336	329
WP_004479538.1	lcl|NZ_JASEXF010000011.1_cds_WP_061205836.1_1621	24.828	290	329
WP_004479538.1	lcl|NZ_JASEXF010000008.1_cds_WP_282965574.1_1425	25.588	340	329
WP_004479538.1	lcl|NZ_JASEXF010000011.1_cds_WP_061205762.1_1569	28.044	271	329
WP_004479538.1	lcl|NZ_JASEXF010000011.1_cds_WP_004479697.1_1629	26.250	240	329
WP_004479538.1	lcl|NZ_JASEXF010000064.1_cds_WP_004464543.1_3536	27.174	276	329
WP_004479538.1	lcl|NZ_JASEXF010000008.1_cds_WP_061205801.1_1479	27.459	244	329
WP_004479538.1	lcl|NZ_JASEXF010000011.1_cds_WP_282965809.1_1619	31.461	178	329
WP_004479538.1	lcl|NZ_JASEXF010000038.1_cds_WP_282962048.1_3086	23.867	331	329
WP_004479538.1	lcl|NZ_JASEXF010000011.1_cds_WP_282965804.1_1630	24.434	221	329
WP_282974014.1	lcl|NZ_JASEXF010000011.1_cds_WP_282965817.1_1594	30.387	181	267
WP_282974014.1	lcl|NZ_JASEXF010000011.1_cds_WP_004475142.1_1648	28.947	190	267
WP_282974014.1	lcl|NZ_JASEXF010000011.1_cds_WP_004477718.1_1618	26.794	209	267
WP_282974014.1	lcl|NZ_JASEXF010000009.1_cds_WP_004466848.1_1247	29.612	206	267
WP_282974014.1	lcl|NZ_JASEXF010000001.1_cds_WP_016754360.1_12	27.568	185	267
WP_282974014.1	lcl|NZ_JASEXF010000025.1_cds_WP_004487808.1_1209	27.368	190	267
WP_004472307.1	lcl|NZ_JASEXF010000029.1_cds_WP_004463881.1_2630	26.911	327	509
WP_004472307.1	lcl|NZ_JASEXF010000029.1_cds_WP_004460640.1_2631	30.000	90	509
WP_004472307.1	lcl|NZ_JASEXF010000029.1_cds_WP_004463881.1_2630	26.911	327	509
WP_004472307.1	lcl|NZ_JASEXF010000029.1_cds_WP_004460640.1_2631	30.000	90	509
WP_004479660.1	lcl|NZ_JASEXF010000001.1_cds_WP_004461234.1_43	26.374	273	330
WP_004479660.1	lcl|NZ_JASEXF010000004.1_cds_WP_004461583.1_835	28.261	276	330
WP_004479660.1	lcl|NZ_JASEXF010000011.1_cds_WP_282988125.1_1589	25.000	276	330
WP_004479660.1	lcl|NZ_JASEXF010000011.1_cds_WP_004465060.1_1647	27.987	318	330
WP_004479660.1	lcl|NZ_JASEXF010000008.1_cds_WP_282965574.1_1425	26.818	220	330
WP_004479660.1	lcl|NZ_JASEXF010000011.1_cds_WP_282965821.1_1572	27.586	232	330
WP_004479660.1	lcl|NZ_JASEXF010000012.1_cds_WP_004472946.1_1733	29.688	256	330
WP_004479660.1	lcl|NZ_JASEXF010000038.1_cds_WP_282962048.1_3086	23.868	243	330
WP_004479660.1	lcl|NZ_JASEXF010000025.1_cds_WP_004466638.1_1210	25.180	139	330
WP_004479660.1	lcl|NZ_JASEXF010000002.1_cds_WP_004467770.1_365	28.125	128	330
WP_004479660.1	lcl|NZ_JASEXF010000064.1_cds_WP_004464543.1_3536	27.692	130	330
WP_004479660.1	lcl|NZ_JASEXF010000011.1_cds_WP_061205836.1_1621	22.989	261	330
WP_004479660.1	lcl|NZ_JASEXF010000001.1_cds_WP_004467290.1_46	30.464	151	330
WP_004472322.1	lcl|NZ_JASEXF010000011.1_cds_WP_004462146.1_1640	31.445	353	366
WP_004472322.1	lcl|NZ_JASEXF010000009.1_cds_WP_004466571.1_1253	28.191	376	366
WP_004472322.1	lcl|NZ_JASEXF010000011.1_cds_WP_004483440.1_1601	30.939	362	366
WP_004472322.1	lcl|NZ_JASEXF010000041.1_cds_WP_282969723.1_3155	29.972	357	366
WP_004472322.1	lcl|NZ_JASEXF010000011.1_cds_WP_061205814.1_1590	25.140	358	366
WP_004472322.1	lcl|NZ_JASEXF010000008.1_cds_WP_004460480.1_1426	29.730	185	366
WP_004472364.1	lcl|NZ_JASEXF010000011.1_cds_WP_004462146.1_1640	38.000	350	367
WP_004472364.1	lcl|NZ_JASEXF010000041.1_cds_WP_282969723.1_3155	33.858	381	367
WP_004472364.1	lcl|NZ_JASEXF010000011.1_cds_WP_004483440.1_1601	31.351	370	367
WP_004472364.1	lcl|NZ_JASEXF010000009.1_cds_WP_004466571.1_1253	30.548	383	367
