WP_004462903.1	lcl|NZ_JAMQPM010000004.1_cds_WP_265352101.1_2699	62.821	78	106
WP_004472299.1	lcl|NZ_JAMQPM010000004.1_cds_WP_265352100.1_2698	80.511	313	319
WP_004472299.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350398.1_318	27.937	315	319
WP_004472299.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350373.1_291	24.540	326	319
WP_004472299.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350875.1_863	23.839	323	319
WP_004472299.1	lcl|NZ_JAMQPM010000003.1_cds_WP_265351842.1_2463	23.529	187	319
WP_004472170.1	lcl|NZ_JAMQPM010000002.1_cds_WP_265351247.1_1659	35.345	116	185
WP_004479538.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350373.1_291	30.255	314	329
WP_004479538.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350875.1_863	29.032	310	329
WP_004479538.1	lcl|NZ_JAMQPM010000003.1_cds_WP_265351842.1_2463	27.059	340	329
WP_004479538.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350726.1_695	26.946	334	329
WP_004479538.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350398.1_318	29.236	301	329
WP_004479538.1	lcl|NZ_JAMQPM010000004.1_cds_WP_265352082.1_2677	27.037	270	329
WP_004479538.1	lcl|NZ_JAMQPM010000004.1_cds_WP_265352100.1_2698	25.786	318	329
WP_004479538.1	lcl|NZ_JAMQPM010000004.1_cds_WP_265352071.1_2665	27.092	251	329
WP_004479538.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350671.1_630	26.772	254	329
WP_004479538.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350327.1_237	30.723	166	329
WP_004479538.1	lcl|NZ_JAMQPM010000004.1_cds_WP_265352040.1_2634	26.119	268	329
WP_004479538.1	lcl|NZ_JAMQPM010000003.1_cds_WP_265351852.1_2452	24.028	283	329
WP_004479538.1	lcl|NZ_JAMQPM010000012.1_cds_WP_265353373.1_1243	24.581	179	329
WP_004479538.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350679.1_638	21.661	277	329
WP_004479538.1	lcl|NZ_JAMQPM010000004.1_cds_WP_265352209.1_2670	27.848	158	329
WP_282974014.1	lcl|NZ_JAMQPM010000004.1_cds_WP_265352008.1_2573	24.806	258	267
WP_282974014.1	lcl|NZ_JAMQPM010000004.1_cds_WP_265352074.1_2668	24.519	208	267
WP_282974014.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350644.1_602	37.168	113	267
WP_282974014.1	lcl|NZ_JAMQPM010000001.1_cds_WP_265350781.1_756	26.257	179	267
WP_282974014.1	lcl|NZ_JAMQPM010000003.1_cds_WP_265351841.1_2464	29.534	193	267
WP_282974014.1	lcl|NZ_JAMQPM010000008.1_cds_WP_265352871.1_3691	32.231	121	267
