WP_004462903.1	lcl|NZ_AKWI02000041.1_cds_WP_004462903.1_331	100.000	87	106
WP_004472299.1	lcl|NZ_AKWI02000041.1_cds_WP_004464977.1_330	98.423	317	319
WP_004472299.1	lcl|NZ_AKWI02000025.1_cds_WP_004473914.1_1440	25.309	324	319
WP_004472299.1	lcl|NZ_AKWI02000031.1_cds_WP_004464967.1_754	21.053	285	319
WP_004472299.1	lcl|NZ_AKWI02000031.1_cds_WP_004475098.1_752	21.452	303	319
WP_004472299.1	lcl|NZ_AKWI02000031.1_cds_WP_004475209.1_732	22.867	293	319
WP_004472299.1	lcl|NZ_AKWI02000017.1_cds_WP_004461234.1_2062	22.145	289	319
WP_004472299.1	lcl|NZ_AKWI02000010.1_cds_WP_004468319.1_2582	23.392	171	319
WP_004472170.1	lcl|NZ_AKWI02000019.1_cds_WP_004460143.1_1882	34.932	146	185
WP_004472170.1	lcl|NZ_AKWI02000031.1_cds_WP_004475196.1_771	36.158	177	185
WP_004479538.1	lcl|NZ_AKWI02000031.1_cds_WP_004464967.1_754	31.153	321	329
WP_004479538.1	lcl|NZ_AKWI02000017.1_cds_WP_004461234.1_2062	32.476	311	329
WP_004479538.1	lcl|NZ_AKWI02000025.1_cds_WP_004473914.1_1440	29.524	315	329
WP_004479538.1	lcl|NZ_AKWI02000031.1_cds_WP_004475209.1_732	29.940	334	329
WP_004479538.1	lcl|NZ_AKWI02000031.1_cds_WP_004475098.1_752	29.605	304	329
WP_004479538.1	lcl|NZ_AKWI02000003.1_cds_WP_004473768.1_3096	30.031	323	329
WP_004479538.1	lcl|NZ_AKWI02000017.1_cds_WP_004467290.1_2059	28.261	322	329
WP_004479538.1	lcl|NZ_AKWI02000010.1_cds_WP_004468319.1_2582	26.190	336	329
WP_004479538.1	lcl|NZ_AKWI02000027.1_cds_WP_032916356.1_1225	25.294	340	329
WP_004479538.1	lcl|NZ_AKWI02000041.1_cds_WP_004464977.1_330	28.044	271	329
WP_004479538.1	lcl|NZ_AKWI02000001.1_cds_WP_004470510.1_3529	27.174	276	329
WP_004479538.1	lcl|NZ_AKWI02000031.1_cds_WP_004465101.1_750	25.632	277	329
WP_004479538.1	lcl|NZ_AKWI02000027.1_cds_WP_004472818.1_1173	27.869	244	329
WP_004479538.1	lcl|NZ_AKWI02000027.1_cds_WP_004474204.1_1081	23.867	331	329
WP_282974014.1	lcl|NZ_AKWI02000031.1_cds_WP_004475169.1_753	26.724	232	267
WP_282974014.1	lcl|NZ_AKWI02000031.1_cds_WP_004475142.1_731	28.947	190	267
WP_282974014.1	lcl|NZ_AKWI02000010.1_cds_WP_004474348.1_2614	29.612	206	267
WP_282974014.1	lcl|NZ_AKWI02000017.1_cds_WP_016754360.1_2092	27.568	185	267
WP_282974014.1	lcl|NZ_AKWI02000010.1_cds_WP_004474398.1_2581	27.368	190	267
WP_004472307.1	lcl|NZ_AKWI02000012.1_cds_WP_004473482.1_2378	26.911	327	509
WP_004472307.1	lcl|NZ_AKWI02000012.1_cds_WP_004460640.1_2379	30.000	90	509
WP_004472307.1	lcl|NZ_AKWI02000012.1_cds_WP_004473482.1_2378	26.911	327	509
WP_004472307.1	lcl|NZ_AKWI02000012.1_cds_WP_004460640.1_2379	30.000	90	509
WP_004479660.1	lcl|NZ_AKWI02000017.1_cds_WP_004461234.1_2062	26.374	273	330
WP_004479660.1	lcl|NZ_AKWI02000031.1_cds_WP_004464967.1_754	23.723	274	330
WP_004479660.1	lcl|NZ_AKWI02000025.1_cds_WP_004473914.1_1440	28.261	276	330
WP_004479660.1	lcl|NZ_AKWI02000031.1_cds_WP_004475209.1_732	27.673	318	330
WP_004479660.1	lcl|NZ_AKWI02000027.1_cds_WP_032916356.1_1225	26.364	220	330
WP_004479660.1	lcl|NZ_AKWI02000003.1_cds_WP_004473768.1_3096	30.078	256	330
WP_004479660.1	lcl|NZ_AKWI02000027.1_cds_WP_004474204.1_1081	24.691	243	330
WP_004479660.1	lcl|NZ_AKWI02000010.1_cds_WP_004468319.1_2582	25.180	139	330
WP_004479660.1	lcl|NZ_AKWI02000006.1_cds_WP_004467770.1_2703	28.125	128	330
WP_004479660.1	lcl|NZ_AKWI02000001.1_cds_WP_004470510.1_3529	27.692	130	330
WP_004479660.1	lcl|NZ_AKWI02000017.1_cds_WP_004467290.1_2059	30.464	151	330
WP_004472322.1	lcl|NZ_AKWI02000031.1_cds_WP_004462146.1_739	31.445	353	366
WP_004472322.1	lcl|NZ_AKWI02000041.1_cds_WP_004475202.1_319	34.967	306	366
WP_004472322.1	lcl|NZ_AKWI02000010.1_cds_WP_004474409.1_2620	28.191	376	366
WP_004472322.1	lcl|NZ_AKWI02000031.1_cds_WP_004465299.1_777	29.491	373	366
WP_004472322.1	lcl|NZ_AKWI02000002.1_cds_WP_004465893.1_3185	29.972	357	366
WP_004472322.1	lcl|NZ_AKWI02000041.1_cds_WP_004475157.1_322	38.350	206	366
WP_004472322.1	lcl|NZ_AKWI02000027.1_cds_WP_004473876.1_1224	29.730	185	366
WP_004472364.1	lcl|NZ_AKWI02000031.1_cds_WP_004462146.1_739	38.000	350	367
WP_004472364.1	lcl|NZ_AKWI02000002.1_cds_WP_004465893.1_3185	34.121	381	367
WP_004472364.1	lcl|NZ_AKWI02000031.1_cds_WP_004465299.1_777	30.933	375	367
WP_004472364.1	lcl|NZ_AKWI02000010.1_cds_WP_004474409.1_2620	30.548	383	367
WP_004472364.1	lcl|NZ_AKWI02000041.1_cds_WP_004475202.1_319	36.327	245	367
WP_004472364.1	lcl|NZ_AKWI02000041.1_cds_WP_004475157.1_322	27.966	354	367
WP_004472364.1	lcl|NZ_AKWI02000027.1_cds_WP_004473876.1_1224	25.691	362	367
WP_004472364.1	lcl|NZ_AKWI02000019.1_cds_WP_032916242.1_1917	32.990	97	367
WP_004470185.1	lcl|NZ_AKWI02000002.1_cds_WP_004474807.1_3241	41.700	247	265
WP_020783869.1	lcl|NZ_AKWI02000012.1_cds_WP_004474516.1_2262	36.271	295	310
WP_020783869.1	lcl|NZ_AKWI02000019.1_cds_WP_004473577.1_1785	26.623	308	310
WP_020783869.1	lcl|NZ_AKWI02000001.1_cds_WP_004473093.1_3560	26.316	133	310
WP_020783869.1	lcl|NZ_AKWI02000012.1_cds_WP_004474516.1_2262	36.271	295	310
WP_020783869.1	lcl|NZ_AKWI02000019.1_cds_WP_004473577.1_1785	26.623	308	310
WP_020783869.1	lcl|NZ_AKWI02000001.1_cds_WP_004473093.1_3560	26.316	133	310
WP_004470037.1	lcl|NZ_AKWI02000031.1_cds_WP_017863566.1_791	28.671	143	221
