WP_004462903.1	lcl|NZ_JQPO01000042.1_cds_WP_000340715.1_1038	95.402	87	106
WP_004472299.1	lcl|NZ_JQPO01000042.1_cds_WP_000410275.1_1037	90.852	317	319
WP_004472299.1	lcl|NZ_JQPO01000011.1_cds_WP_000744700.1_329	25.382	327	319
WP_004472299.1	lcl|NZ_JQPO01000042.1_cds_WP_000723078.1_988	21.377	276	319
WP_004472299.1	lcl|NZ_JQPO01000042.1_cds_WP_000723090.1_968	23.368	291	319
WP_004472299.1	lcl|NZ_JQPO01000042.1_cds_WP_000567887.1_986	23.478	230	319
WP_004472299.1	lcl|NZ_JQPO01000006.1_cds_WP_001984071.1_157	21.678	286	319
WP_004472170.1	lcl|NZ_JQPO01000047.1_cds_WP_000351733.1_1118	39.286	140	185
WP_004472170.1	lcl|NZ_JQPO01000042.1_cds_WP_001047905.1_1006	35.028	177	185
WP_004479538.1	lcl|NZ_JQPO01000042.1_cds_WP_000723078.1_988	30.841	321	329
WP_004479538.1	lcl|NZ_JQPO01000011.1_cds_WP_000744700.1_329	31.429	315	329
WP_004479538.1	lcl|NZ_JQPO01000042.1_cds_WP_000723090.1_968	29.552	335	329
WP_004479538.1	lcl|NZ_JQPO01000006.1_cds_WP_001984071.1_157	30.945	307	329
WP_004479538.1	lcl|NZ_JQPO01000010.1_cds_WP_000649924.1_212	29.721	323	329
WP_004479538.1	lcl|NZ_JQPO01000042.1_cds_WP_000567887.1_986	28.947	304	329
WP_004479538.1	lcl|NZ_JQPO01000069.1_cds_WP_000709511.1_1545	29.429	333	329
WP_004479538.1	lcl|NZ_JQPO01000006.1_cds_WP_000688696.1_137	28.720	289	329
WP_004479538.1	lcl|NZ_JQPO01000042.1_cds_WP_000410275.1_1037	27.465	284	329
WP_004479538.1	lcl|NZ_JQPO01000118.1_cds_WP_001074783.1_2444	29.044	272	329
WP_004479538.1	lcl|NZ_JQPO01000042.1_cds_WP_000460023.1_984	25.271	277	329
WP_004479538.1	lcl|NZ_JQPO01000056.1_cds_WP_061270835.1_1329	25.984	254	329
WP_282974014.1	lcl|NZ_JQPO01000042.1_cds_WP_000043898.1_987	26.293	232	267
WP_282974014.1	lcl|NZ_JQPO01000042.1_cds_WP_000842260.1_967	28.421	190	267
WP_282974014.1	lcl|NZ_JQPO01000101.1_cds_WP_000667727.1_2168	31.818	110	267
