WP_004462903.1	lcl|NZ_JAIZBI010000002.1_cds_WP_135746496.1_2356	61.538	78	106
WP_004472299.1	lcl|NZ_JAIZBI010000002.1_cds_WP_135746495.1_2357	80.192	313	319
WP_004472299.1	lcl|NZ_JAIZBI010000139.1_cds_WP_238755201.1_295	61.382	246	319
WP_004472299.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135745382.1_1689	27.937	315	319
WP_004472299.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135745407.1_1716	24.540	326	319
WP_004472299.1	lcl|NZ_JAIZBI010000144.1_cds_WP_238755205.1_300	27.523	218	319
WP_004472299.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753201.1_2423	25.253	198	319
WP_004472299.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135744912.1_1102	23.529	323	319
WP_004472299.1	lcl|NZ_JAIZBI010000005.1_cds_WP_135743732.1_3573	25.731	171	319
WP_004479563.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753116.1_2359	54.696	362	365
WP_004472170.1	lcl|NZ_JAIZBI010000004.1_cds_WP_135744205.1_3249	32.484	157	185
WP_004479538.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135745407.1_1716	30.255	314	329
WP_004479538.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753201.1_2423	27.011	348	329
WP_004479538.1	lcl|NZ_JAIZBI010000002.1_cds_WP_338127456.1_2401	31.290	310	329
WP_004479538.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135744912.1_1102	29.221	308	329
WP_004479538.1	lcl|NZ_JAIZBI010000005.1_cds_WP_135743732.1_3573	27.859	341	329
WP_004479538.1	lcl|NZ_JAIZBI010000144.1_cds_WP_238755205.1_300	31.646	237	329
WP_004479538.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135745055.1_1277	27.844	334	329
WP_004479538.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135745382.1_1689	26.837	313	329
WP_004479538.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753148.1_2377	25.402	311	329
WP_004479538.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753159.1_2389	26.937	271	329
WP_004479538.1	lcl|NZ_JAIZBI010000002.1_cds_WP_135746495.1_2357	25.786	318	329
WP_004479538.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753183.1_2408	27.092	251	329
WP_004479538.1	lcl|NZ_JAIZBI010000001.1_cds_WP_238734906.1_1344	28.175	252	329
WP_004479538.1	lcl|NZ_JAIZBI010000385.1_cds_WP_238755472.1_2705	35.238	105	329
WP_004479538.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135745455.1_1770	29.388	245	329
WP_004479538.1	lcl|NZ_JAIZBI010000139.1_cds_WP_238755201.1_295	24.201	219	329
WP_004479538.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753226.1_2445	25.373	268	329
WP_004479538.1	lcl|NZ_JAIZBI010000002.1_cds_WP_135746455.1_2398	29.677	155	329
WP_004479538.1	lcl|NZ_JAIZBI010000005.1_cds_WP_208739683.1_3584	24.028	283	329
WP_004479538.1	lcl|NZ_JAIZBI010000002.1_cds_WP_135746444.1_2409	19.841	252	329
WP_004479538.1	lcl|NZ_JAIZBI010000001.1_cds_WP_238752882.1_2052	24.157	178	329
WP_004479538.1	lcl|NZ_JAIZBI010000001.1_cds_WP_238734886.1_1336	22.744	277	329
WP_282974014.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753153.1_2384	28.426	197	267
WP_282974014.1	lcl|NZ_JAIZBI010000002.1_cds_WP_135746453.1_2400	26.271	236	267
WP_282974014.1	lcl|NZ_JAIZBI010000002.1_cds_WP_135746379.1_2506	24.806	258	267
WP_282974014.1	lcl|NZ_JAIZBI010000002.1_cds_WP_322113260.1_2424	23.684	266	267
WP_282974014.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135745137.1_1372	33.898	118	267
WP_282974014.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135744998.1_1209	27.586	174	267
WP_282974014.1	lcl|NZ_JAIZBI010000005.1_cds_WP_238754283.1_3572	29.534	193	267
WP_004472307.1	lcl|NZ_JAIZBI010000004.1_cds_WP_238754012.1_3271	23.894	339	509
WP_004472307.1	lcl|NZ_JAIZBI010000004.1_cds_WP_238754012.1_3271	23.894	339	509
WP_004479660.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753148.1_2377	34.069	317	330
WP_004479660.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135744912.1_1102	26.259	278	330
WP_004479660.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135745407.1_1716	27.174	276	330
WP_004479660.1	lcl|NZ_JAIZBI010000001.1_cds_WP_238734906.1_1344	27.481	262	330
WP_004479660.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135745382.1_1689	26.300	327	330
WP_004479660.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753201.1_2423	24.085	328	330
WP_004479660.1	lcl|NZ_JAIZBI010000001.1_cds_WP_238734886.1_1336	25.188	266	330
WP_004479660.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753159.1_2389	26.136	264	330
WP_004479660.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135745455.1_1770	27.536	207	330
WP_004479660.1	lcl|NZ_JAIZBI010000385.1_cds_WP_238755472.1_2705	44.068	59	330
WP_004479660.1	lcl|NZ_JAIZBI010000001.1_cds_WP_238752882.1_2052	30.065	153	330
WP_004479660.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135745055.1_1277	28.477	151	330
WP_004479660.1	lcl|NZ_JAIZBI010000005.1_cds_WP_135743732.1_3573	22.442	303	330
WP_004472322.1	lcl|NZ_JAIZBI010000002.1_cds_WP_135746435.1_2418	33.520	358	366
WP_004472322.1	lcl|NZ_JAIZBI010000001.1_cds_WP_238734983.1_1406	28.723	376	366
WP_004472322.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753120.1_2361	32.782	363	366
WP_004472322.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753155.1_2386	40.329	243	366
WP_004472322.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135743390.1_450	30.226	354	366
WP_004472322.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753149.1_2378	34.071	226	366
WP_004472322.1	lcl|NZ_JAIZBI010000001.1_cds_WP_238734137.1_798	25.654	191	366
WP_004472364.1	lcl|NZ_JAIZBI010000002.1_cds_WP_135746435.1_2418	36.264	364	367
WP_004472364.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753120.1_2361	31.421	366	367
WP_004472364.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753155.1_2386	36.131	274	367
WP_004472364.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135743390.1_450	28.723	376	367
WP_004472364.1	lcl|NZ_JAIZBI010000001.1_cds_WP_238734983.1_1406	28.042	378	367
WP_004472364.1	lcl|NZ_JAIZBI010000002.1_cds_WP_238753149.1_2378	29.930	284	367
WP_004472364.1	lcl|NZ_JAIZBI010000001.1_cds_WP_238734137.1_798	26.184	359	367
WP_004470185.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135571635.1_850	40.741	243	265
WP_020783869.1	lcl|NZ_JAIZBI010000001.1_cds_WP_135745604.1_1946	34.194	310	310
WP_020783869.1	lcl|NZ_JAIZBI010000004.1_cds_WP_238753884.1_3186	23.574	263	310
