WP_004462903.1	lcl|NZ_JQPN01000125.1_cds_WP_000340715.1_2656	95.402	87	106
WP_004472299.1	lcl|NZ_JQPN01000125.1_cds_WP_000410266.1_2657	91.935	310	319
WP_004472299.1	lcl|NZ_JQPN01000032.1_cds_WP_000744698.1_992	25.382	327	319
WP_004472299.1	lcl|NZ_JQPN01000125.1_cds_WP_000646254.1_2660	26.667	270	319
WP_004472299.1	lcl|NZ_JQPN01000160.1_cds_WP_000723091.1_3167	23.711	291	319
WP_004472299.1	lcl|NZ_JQPN01000085.1_cds_WP_002072074.1_2113	22.481	258	319
WP_004472299.1	lcl|NZ_JQPN01000125.1_cds_WP_001067557.1_2663	24.012	329	319
WP_004479563.1	lcl|NZ_JQPN01000125.1_cds_WP_002132254.1_2658	83.288	365	365
WP_004472170.1	lcl|NZ_JQPN01000125.1_cds_WP_000884059.1_2659	94.595	185	185
WP_004472170.1	lcl|NZ_JQPN01000022.1_cds_WP_000351733.1_603	39.286	140	185
WP_004479538.1	lcl|NZ_JQPN01000125.1_cds_WP_000646254.1_2660	93.293	328	329
WP_004479538.1	lcl|NZ_JQPN01000032.1_cds_WP_000744698.1_992	31.429	315	329
WP_004479538.1	lcl|NZ_JQPN01000160.1_cds_WP_000723091.1_3167	29.851	335	329
WP_004479538.1	lcl|NZ_JQPN01000085.1_cds_WP_002072074.1_2113	30.619	307	329
WP_004479538.1	lcl|NZ_JQPN01000044.1_cds_WP_000649924.1_1332	29.721	323	329
WP_004479538.1	lcl|NZ_JQPN01000178.1_cds_WP_000709508.1_3337	29.129	333	329
WP_004479538.1	lcl|NZ_JQPN01000125.1_cds_WP_001067557.1_2663	29.316	307	329
WP_004479538.1	lcl|NZ_JQPN01000085.1_cds_WP_000688698.1_2093	28.720	289	329
WP_004479538.1	lcl|NZ_JQPN01000163.1_cds_WP_000475901.1_3199	27.132	258	329
WP_004479538.1	lcl|NZ_JQPN01000125.1_cds_WP_000410266.1_2657	27.138	269	329
WP_004479538.1	lcl|NZ_JQPN01000038.1_cds_WP_001074779.1_1156	29.412	272	329
WP_004479538.1	lcl|NZ_JQPN01000013.1_cds_WP_001003560.1_328	25.591	254	329
WP_004479538.1	lcl|NZ_JQPN01000121.1_cds_WP_000378097.1_2632	26.163	172	329
WP_282974014.1	lcl|NZ_JQPN01000125.1_cds_WP_000774259.1_2661	89.139	267	267
WP_282974014.1	lcl|NZ_JQPN01000160.1_cds_WP_000842260.1_3166	28.421	190	267
WP_282974014.1	lcl|NZ_JQPN01000111.1_cds_WP_000667727.1_2496	31.818	110	267
WP_282974014.1	lcl|NZ_JQPN01000043.1_cds_WP_000805357.1_1227	37.647	85	267
WP_004472307.1	lcl|NZ_JQPN01000125.1_cds_WP_000612798.1_2662	88.189	508	509
WP_004472307.1	lcl|NZ_JQPN01000031.1_cds_WP_000291581.1_950	27.576	330	509
WP_004472307.1	lcl|NZ_JQPN01000031.1_cds_WP_000364504.1_949	28.889	90	509
WP_004472307.1	lcl|NZ_JQPN01000125.1_cds_WP_000612798.1_2662	88.189	508	509
WP_004472307.1	lcl|NZ_JQPN01000031.1_cds_WP_000291581.1_950	27.576	330	509
WP_004472307.1	lcl|NZ_JQPN01000031.1_cds_WP_000364504.1_949	28.889	90	509
WP_004479660.1	lcl|NZ_JQPN01000125.1_cds_WP_001067557.1_2663	92.424	330	330
WP_004479660.1	lcl|NZ_JQPN01000125.1_cds_WP_000646254.1_2660	30.739	257	330
WP_004479660.1	lcl|NZ_JQPN01000085.1_cds_WP_002072074.1_2113	25.830	271	330
WP_004479660.1	lcl|NZ_JQPN01000032.1_cds_WP_000744698.1_992	27.215	316	330
WP_004479660.1	lcl|NZ_JQPN01000160.1_cds_WP_000723091.1_3167	25.519	337	330
WP_004479660.1	lcl|NZ_JQPN01000013.1_cds_WP_001003560.1_328	27.160	243	330
WP_004479660.1	lcl|NZ_JQPN01000044.1_cds_WP_000649924.1_1332	30.078	256	330
WP_004479660.1	lcl|NZ_JQPN01000085.1_cds_WP_000688698.1_2093	26.087	230	330
WP_004479660.1	lcl|NZ_JQPN01000034.1_cds_WP_000457972.1_1049	26.562	128	330
WP_004479660.1	lcl|NZ_JQPN01000178.1_cds_WP_000709508.1_3337	30.464	151	330
WP_004472322.1	lcl|NZ_JQPN01000125.1_cds_WP_001198107.1_2664	93.169	366	366
WP_004472322.1	lcl|NZ_JQPN01000125.1_cds_WP_000608294.1_2665	38.904	365	366
WP_004472322.1	lcl|NZ_JQPN01000163.1_cds_WP_000575181.1_3188	32.286	350	366
