WP_004462903.1	lcl|NZ_RQEW01000029.1_cds_WP_123180187.1_134	100.000	87	106
WP_004472299.1	lcl|NZ_RQEW01000029.1_cds_WP_135607540.1_133	62.975	316	319
WP_004472299.1	lcl|NZ_RQEW01000029.1_cds_WP_123180180.1_140	24.419	258	319
WP_004472299.1	lcl|NZ_RQEW01000012.1_cds_WP_010573102.1_910	23.620	326	319
WP_004472299.1	lcl|NZ_RQEW01000029.1_cds_WP_010575169.1_91	23.891	293	319
WP_004472299.1	lcl|NZ_RQEW01000043.1_cds_WP_010576029.1_3150	23.392	171	319
WP_004472299.1	lcl|NZ_RQEW01000012.1_cds_WP_205872855.1_623	21.455	275	319
WP_004472170.1	lcl|NZ_RQEW01000029.1_cds_WP_123180202.1_119	38.547	179	185
WP_004472170.1	lcl|NZ_RQEW01000031.1_cds_WP_135607445.1_1992	37.671	146	185
WP_004479538.1	lcl|NZ_RQEW01000012.1_cds_WP_205872855.1_623	32.353	306	329
WP_004479538.1	lcl|NZ_RQEW01000029.1_cds_WP_123180180.1_140	29.808	312	329
WP_004479538.1	lcl|NZ_RQEW01000029.1_cds_WP_010575169.1_91	30.240	334	329
WP_004479538.1	lcl|NZ_RQEW01000012.1_cds_WP_010573102.1_910	29.841	315	329
WP_004479538.1	lcl|NZ_RQEW01000012.1_cds_WP_135608001.1_753	28.527	319	329
WP_004479538.1	lcl|NZ_RQEW01000043.1_cds_WP_010576029.1_3150	26.190	336	329
WP_004479538.1	lcl|NZ_RQEW01000043.1_cds_WP_040913715.1_3059	28.788	330	329
WP_004479538.1	lcl|NZ_RQEW01000007.1_cds_WP_100737667.1_1607	24.633	341	329
WP_004479538.1	lcl|NZ_RQEW01000007.1_cds_WP_100737905.1_1775	27.160	243	329
WP_004479538.1	lcl|NZ_RQEW01000025.1_cds_WP_135608729.1_2783	27.599	279	329
WP_004479538.1	lcl|NZ_RQEW01000029.1_cds_WP_135607540.1_133	23.473	311	329
WP_004479538.1	lcl|NZ_RQEW01000043.1_cds_WP_135608769.1_3112	28.279	244	329
WP_004479538.1	lcl|NZ_RQEW01000029.1_cds_WP_123180213.1_107	26.829	246	329
WP_004479538.1	lcl|NZ_RQEW01000008.1_cds_WP_135608506.1_3237	25.746	268	329
WP_004479538.1	lcl|NZ_RQEW01000012.1_cds_WP_135608099.1_1000	23.653	334	329
WP_282974014.1	lcl|NZ_RQEW01000029.1_cds_WP_123180186.1_135	28.099	242	267
WP_282974014.1	lcl|NZ_RQEW01000029.1_cds_WP_123180232.1_90	28.421	190	267
WP_282974014.1	lcl|NZ_RQEW01000016.1_cds_WP_135608260.1_3550	34.831	89	267
WP_282974014.1	lcl|NZ_RQEW01000007.1_cds_WP_084492239.1_1524	34.884	86	267
WP_282974014.1	lcl|NZ_RQEW01000043.1_cds_WP_205872856.1_3149	28.421	190	267
WP_004472307.1	lcl|NZ_RQEW01000031.1_cds_WP_100738198.1_2146	27.381	336	509
WP_004472307.1	lcl|NZ_RQEW01000031.1_cds_WP_010574788.1_2147	28.889	90	509
WP_004472307.1	lcl|NZ_RQEW01000031.1_cds_WP_100738198.1_2146	27.381	336	509
WP_004472307.1	lcl|NZ_RQEW01000031.1_cds_WP_010574788.1_2147	28.889	90	509
WP_004479660.1	lcl|NZ_RQEW01000012.1_cds_WP_205872855.1_623	26.937	271	330
WP_004479660.1	lcl|NZ_RQEW01000012.1_cds_WP_010573102.1_910	27.899	276	330
WP_004479660.1	lcl|NZ_RQEW01000029.1_cds_WP_123180180.1_140	25.826	333	330
WP_004479660.1	lcl|NZ_RQEW01000029.1_cds_WP_010575169.1_91	28.000	325	330
WP_004479660.1	lcl|NZ_RQEW01000012.1_cds_WP_135608099.1_1000	26.437	261	330
WP_004479660.1	lcl|NZ_RQEW01000007.1_cds_WP_100737667.1_1607	27.074	229	330
WP_004479660.1	lcl|NZ_RQEW01000012.1_cds_WP_135608001.1_753	28.159	277	330
WP_004479660.1	lcl|NZ_RQEW01000029.1_cds_WP_135607539.1_131	27.564	156	330
WP_004479660.1	lcl|NZ_RQEW01000007.1_cds_WP_100737905.1_1775	26.160	237	330
WP_004479660.1	lcl|NZ_RQEW01000043.1_cds_WP_010576029.1_3150	25.899	139	330
WP_004479660.1	lcl|NZ_RQEW01000008.1_cds_WP_135608506.1_3237	26.562	128	330
WP_004479660.1	lcl|NZ_RQEW01000043.1_cds_WP_040913715.1_3059	30.464	151	330
WP_004472322.1	lcl|NZ_RQEW01000016.1_cds_WP_207765505.1_3555	27.249	378	366
WP_004472322.1	lcl|NZ_RQEW01000036.1_cds_WP_123179958.1_1283	30.618	356	366
WP_004472322.1	lcl|NZ_RQEW01000029.1_cds_WP_135607543.1_139	29.181	281	366
WP_004472322.1	lcl|NZ_RQEW01000007.1_cds_WP_040913053.1_1538	30.270	185	366
WP_004472364.1	lcl|NZ_RQEW01000036.1_cds_WP_123179958.1_1283	34.646	381	367
WP_004472364.1	lcl|NZ_RQEW01000016.1_cds_WP_207765505.1_3555	30.585	376	367
WP_004472364.1	lcl|NZ_RQEW01000029.1_cds_WP_135607543.1_139	32.353	306	367
WP_004472364.1	lcl|NZ_RQEW01000007.1_cds_WP_040913053.1_1538	25.414	362	367
WP_004470185.1	lcl|NZ_RQEW01000026.1_cds_WP_010575921.1_3423	41.564	243	265
WP_020783869.1	lcl|NZ_RQEW01000025.1_cds_WP_123179168.1_2579	36.184	304	310
WP_020783869.1	lcl|NZ_RQEW01000029.1_cds_WP_020986400.1_293	27.206	272	310
WP_020783869.1	lcl|NZ_RQEW01000031.1_cds_WP_135607432.1_1941	26.316	133	310
WP_020783869.1	lcl|NZ_RQEW01000025.1_cds_WP_123179168.1_2579	36.184	304	310
WP_020783869.1	lcl|NZ_RQEW01000029.1_cds_WP_020986400.1_293	27.206	272	310
WP_020783869.1	lcl|NZ_RQEW01000031.1_cds_WP_135607432.1_1941	26.316	133	310
