WP_004462903.1	lcl|NZ_JADDVN010000005.1_cds_WP_002725873.1_2804	95.402	87	106
WP_004472299.1	lcl|NZ_JADDVN010000005.1_cds_WP_002733579.1_2803	91.935	310	319
WP_004472299.1	lcl|NZ_JADDVN010000005.1_cds_WP_002733534.1_2800	25.926	270	319
WP_004472299.1	lcl|NZ_JADDVN010000019.1_cds_WP_002722638.1_757	23.242	327	319
WP_004472299.1	lcl|NZ_JADDVN010000005.1_cds_WP_002740024.1_2709	22.867	293	319
WP_004472299.1	lcl|NZ_JADDVN010000006.1_cds_WP_002728309.1_2958	23.397	312	319
WP_004472299.1	lcl|NZ_JADDVN010000005.1_cds_WP_016749081.1_2771	23.313	326	319
WP_004472299.1	lcl|NZ_JADDVN010000014.1_cds_WP_002743770.1_467	23.392	171	319
WP_004479563.1	lcl|NZ_JADDVN010000005.1_cds_WP_026054882.1_2802	89.315	365	365
WP_004472170.1	lcl|NZ_JADDVN010000005.1_cds_WP_002733646.1_2801	94.595	185	185
WP_004472170.1	lcl|NZ_JADDVN010000003.1_cds_WP_002721790.1_1973	35.616	146	185
WP_004479538.1	lcl|NZ_JADDVN010000005.1_cds_WP_002733534.1_2800	93.598	328	329
WP_004479538.1	lcl|NZ_JADDVN010000005.1_cds_WP_002740024.1_2709	29.042	334	329
WP_004479538.1	lcl|NZ_JADDVN010000019.1_cds_WP_002722638.1_757	29.206	315	329
WP_004479538.1	lcl|NZ_JADDVN010000006.1_cds_WP_002728309.1_2958	30.868	311	329
WP_004479538.1	lcl|NZ_JADDVN010000006.1_cds_WP_002728316.1_2961	28.182	330	329
WP_004479538.1	lcl|NZ_JADDVN010000075.1_cds_WP_002741146.1_3105	29.467	319	329
WP_004479538.1	lcl|NZ_JADDVN010000014.1_cds_WP_002743770.1_467	26.100	341	329
WP_004479538.1	lcl|NZ_JADDVN010000005.1_cds_WP_002733638.1_2763	27.855	359	329
WP_004479538.1	lcl|NZ_JADDVN010000005.1_cds_WP_002740721.1_2797	29.316	307	329
WP_004479538.1	lcl|NZ_JADDVN010000005.1_cds_WP_002733546.1_2734	25.000	268	329
WP_004479538.1	lcl|NZ_JADDVN010000007.1_cds_WP_002732331.1_3137	25.000	340	329
WP_004479538.1	lcl|NZ_JADDVN010000005.1_cds_WP_002744551.1_2769	29.630	270	329
WP_004479538.1	lcl|NZ_JADDVN010000005.1_cds_WP_002733698.1_2726	26.642	274	329
WP_004479538.1	lcl|NZ_JADDVN010000005.1_cds_WP_002733579.1_2803	26.908	249	329
WP_004479538.1	lcl|NZ_JADDVN010000005.1_cds_WP_016749081.1_2771	24.765	319	329
WP_004479538.1	lcl|NZ_JADDVN010000059.1_cds_WP_002740236.1_2687	26.645	304	329
WP_004479538.1	lcl|NZ_JADDVN010000004.1_cds_WP_002739935.1_2475	27.869	244	329
WP_004479538.1	lcl|NZ_JADDVN010000004.1_cds_WP_002721725.1_2387	24.036	337	329
WP_004479538.1	lcl|NZ_JADDVN010000005.1_cds_WP_002733757.1_2736	30.337	178	329
WP_282974014.1	lcl|NZ_JADDVN010000005.1_cds_WP_002733627.1_2799	89.888	267	267
WP_282974014.1	lcl|NZ_JADDVN010000005.1_cds_WP_002727921.1_2708	28.042	189	267
WP_282974014.1	lcl|NZ_JADDVN010000005.1_cds_WP_002740926.1_2758	25.131	191	267
WP_282974014.1	lcl|NZ_JADDVN010000005.1_cds_WP_002738295.1_2737	26.316	209	267
WP_282974014.1	lcl|NZ_JADDVN010000002.1_cds_WP_002766579.1_1508	27.568	185	267
WP_282974014.1	lcl|NZ_JADDVN010000025.1_cds_WP_002729040.1_1263	32.258	93	267
WP_282974014.1	lcl|NZ_JADDVN010000014.1_cds_WP_002729513.1_468	25.926	189	267
WP_004472307.1	lcl|NZ_JADDVN010000005.1_cds_WP_002740779.1_2798	87.992	508	509
WP_004472307.1	lcl|NZ_JADDVN010000010.1_cds_WP_002728536.1_78	27.551	294	509
WP_004472307.1	lcl|NZ_JADDVN010000010.1_cds_WP_002728534.1_77	28.889	90	509
WP_004472307.1	lcl|NZ_JADDVN010000005.1_cds_WP_002740779.1_2798	87.992	508	509
WP_004472307.1	lcl|NZ_JADDVN010000010.1_cds_WP_002728536.1_78	27.551	294	509
WP_004472307.1	lcl|NZ_JADDVN010000010.1_cds_WP_002728534.1_77	28.889	90	509
WP_004479660.1	lcl|NZ_JADDVN010000005.1_cds_WP_002740721.1_2797	92.424	330	330
WP_004479660.1	lcl|NZ_JADDVN010000006.1_cds_WP_002728309.1_2958	27.106	273	330
WP_004479660.1	lcl|NZ_JADDVN010000005.1_cds_WP_002733534.1_2800	30.164	305	330
WP_004479660.1	lcl|NZ_JADDVN010000005.1_cds_WP_002744551.1_2769	27.397	292	330
WP_004479660.1	lcl|NZ_JADDVN010000019.1_cds_WP_002722638.1_757	27.174	276	330
WP_004479660.1	lcl|NZ_JADDVN010000005.1_cds_WP_002740024.1_2709	27.129	317	330
WP_004479660.1	lcl|NZ_JADDVN010000007.1_cds_WP_002732331.1_3137	26.638	229	330
WP_004479660.1	lcl|NZ_JADDVN010000075.1_cds_WP_002741146.1_3105	29.225	284	330
WP_004479660.1	lcl|NZ_JADDVN010000004.1_cds_WP_002721725.1_2387	23.372	261	330
WP_004479660.1	lcl|NZ_JADDVN010000005.1_cds_WP_002733546.1_2734	25.279	269	330
WP_004479660.1	lcl|NZ_JADDVN010000037.1_cds_WP_002739707.1_1881	28.125	128	330
WP_004479660.1	lcl|NZ_JADDVN010000004.1_cds_WP_002739935.1_2475	26.014	296	330
WP_004479660.1	lcl|NZ_JADDVN010000059.1_cds_WP_002740236.1_2687	25.514	243	330
WP_004479660.1	lcl|NZ_JADDVN010000005.1_cds_WP_002733638.1_2763	24.211	285	330
WP_004479660.1	lcl|NZ_JADDVN010000006.1_cds_WP_002728316.1_2961	30.464	151	330
WP_004472322.1	lcl|NZ_JADDVN010000005.1_cds_WP_002740826.1_2796	91.803	366	366
WP_004472322.1	lcl|NZ_JADDVN010000005.1_cds_WP_002740861.1_2795	39.178	365	366
WP_004472322.1	lcl|NZ_JADDVN010000005.1_cds_WP_002733737.1_2775	33.898	354	366
WP_004472322.1	lcl|NZ_JADDVN010000005.1_cds_WP_002740294.1_2715	32.558	344	366
WP_004472322.1	lcl|NZ_JADDVN010000025.1_cds_WP_002728994.1_1269	28.042	378	366
WP_004472322.1	lcl|NZ_JADDVN010000006.1_cds_WP_002738884.1_3007	29.380	371	366
WP_004472322.1	lcl|NZ_JADDVN010000005.1_cds_WP_002733599.1_2762	26.536	358	366
WP_004472322.1	lcl|NZ_JADDVN010000007.1_cds_WP_002724641.1_3138	29.189	185	366
WP_004472364.1	lcl|NZ_JADDVN010000005.1_cds_WP_002740861.1_2795	88.828	367	367
WP_004472364.1	lcl|NZ_JADDVN010000005.1_cds_WP_002740826.1_2796	39.891	366	367
WP_004472364.1	lcl|NZ_JADDVN010000005.1_cds_WP_002733737.1_2775	38.719	359	367
WP_004472364.1	lcl|NZ_JADDVN010000005.1_cds_WP_002740294.1_2715	37.143	350	367
WP_004472364.1	lcl|NZ_JADDVN010000006.1_cds_WP_002738884.1_3007	35.171	381	367
WP_004472364.1	lcl|NZ_JADDVN010000025.1_cds_WP_002728994.1_1269	31.117	376	367
WP_004472364.1	lcl|NZ_JADDVN010000005.1_cds_WP_002733599.1_2762	31.198	359	367
WP_004472364.1	lcl|NZ_JADDVN010000007.1_cds_WP_002724641.1_3138	25.138	362	367
WP_004479653.1	lcl|NZ_JADDVN010000005.1_cds_WP_002740729.1_2794	87.500	544	544
WP_004479653.1	lcl|NZ_JADDVN010000005.1_cds_WP_002740729.1_2794	87.500	544	544
WP_004470185.1	lcl|NZ_JADDVN010000005.1_cds_WP_002740998.1_2793	90.189	265	265
WP_004470185.1	lcl|NZ_JADDVN010000002.1_cds_WP_002742191.1_1477	40.891	247	265
WP_020783869.1	lcl|NZ_JADDVN010000005.1_cds_WP_032853071.1_2792	90.645	310	310
WP_020783869.1	lcl|NZ_JADDVN010000035.1_cds_WP_002741402.1_1834	35.855	304	310
WP_020783869.1	lcl|NZ_JADDVN010000020.1_cds_WP_002727287.1_1004	27.063	303	310
WP_020783869.1	lcl|NZ_JADDVN010000003.1_cds_WP_002727177.1_2025	28.571	133	310
WP_020783869.1	lcl|NZ_JADDVN010000005.1_cds_WP_032853071.1_2792	90.645	310	310
WP_020783869.1	lcl|NZ_JADDVN010000035.1_cds_WP_002741402.1_1834	35.855	304	310
WP_020783869.1	lcl|NZ_JADDVN010000020.1_cds_WP_002727287.1_1004	27.063	303	310
WP_020783869.1	lcl|NZ_JADDVN010000003.1_cds_WP_002727177.1_2025	28.571	133	310
WP_032912997.1	lcl|NZ_JADDVN010000005.1_cds_WP_002740848.1_2791	90.152	264	264
WP_004470135.1	lcl|NZ_JADDVN010000005.1_cds_WP_032853450.1_2790	90.000	130	130
WP_032912999.1	lcl|NZ_JADDVN010000005.1_cds_WP_004777167.1_2789	84.828	145	145
WP_004470037.1	lcl|NZ_JADDVN010000005.1_cds_WP_002740917.1_2788	90.498	221	221
WP_282974011.1	lcl|NZ_JADDVN010000005.1_cds_IQA85_RS17105_2787	66.197	142	141
WP_004470188.1	lcl|NZ_JADDVN010000019.1_cds_WP_002727846.1_792	31.818	132	177
WP_282974009.1	lcl|NZ_JADDVN010000005.1_cds_WP_002740977.1_2776	31.186	388	408
WP_282974009.1	lcl|NZ_JADDVN010000067.1_cds_WP_016749152.1_2927	25.225	222	408
WP_282974009.1	lcl|NZ_JADDVN010000039.1_cds_WP_002740458.1_1944	23.529	255	408
WP_004479640.1	lcl|NZ_JADDVN010000025.1_cds_WP_002728994.1_1269	31.105	389	362
WP_004479640.1	lcl|NZ_JADDVN010000005.1_cds_WP_002740861.1_2795	33.333	369	362
WP_004479640.1	lcl|NZ_JADDVN010000005.1_cds_WP_002740826.1_2796	31.672	341	362
WP_004479640.1	lcl|NZ_JADDVN010000005.1_cds_WP_002740294.1_2715	32.566	304	362
