WP_004462903.1	lcl|NZ_JASEXO010000008.1_cds_WP_004462903.1_1412	100.000	87	106
WP_004472299.1	lcl|NZ_JASEXO010000008.1_cds_WP_004464977.1_1411	98.423	317	319
WP_004472299.1	lcl|NZ_JASEXO010000001.1_cds_WP_282966532.1_281	25.000	324	319
WP_004472299.1	lcl|NZ_JASEXO010000030.1_cds_WP_004464967.1_2814	21.053	285	319
WP_004472299.1	lcl|NZ_JASEXO010000030.1_cds_WP_004465002.1_2812	21.452	303	319
WP_004472299.1	lcl|NZ_JASEXO010000031.1_cds_WP_004472379.1_2845	23.413	252	319
WP_004472299.1	lcl|NZ_JASEXO010000002.1_cds_WP_004461234.1_633	22.145	289	319
WP_004472170.1	lcl|NZ_JASEXO010000003.1_cds_WP_004460143.1_813	34.932	146	185
WP_004472170.1	lcl|NZ_JASEXO010000030.1_cds_WP_004475196.1_2831	36.158	177	185
WP_004479538.1	lcl|NZ_JASEXO010000030.1_cds_WP_004464967.1_2814	31.153	321	329
WP_004479538.1	lcl|NZ_JASEXO010000002.1_cds_WP_004461234.1_633	32.476	311	329
WP_004479538.1	lcl|NZ_JASEXO010000001.1_cds_WP_282966532.1_281	29.206	315	329
WP_004479538.1	lcl|NZ_JASEXO010000031.1_cds_WP_004472379.1_2845	29.641	334	329
WP_004479538.1	lcl|NZ_JASEXO010000030.1_cds_WP_004465002.1_2812	29.605	304	329
WP_004479538.1	lcl|NZ_JASEXO010000002.1_cds_WP_004487738.1_399	30.341	323	329
WP_004479538.1	lcl|NZ_JASEXO010000002.1_cds_WP_004467290.1_636	28.261	322	329
WP_004479538.1	lcl|NZ_JASEXO010000006.1_cds_WP_004466638.1_1223	26.190	336	329
WP_004479538.1	lcl|NZ_JASEXO010000001.1_cds_WP_016754659.1_39	25.588	340	329
WP_004479538.1	lcl|NZ_JASEXO010000008.1_cds_WP_004464977.1_1411	28.044	271	329
WP_004479538.1	lcl|NZ_JASEXO010000023.1_cds_WP_282967035.1_2525	27.174	276	329
