WP_004462903.1	lcl|NZ_JADHZV010000059.1_cds_WP_002725873.1_2675	95.402	87	106
WP_004472299.1	lcl|NZ_JADHZV010000059.1_cds_WP_002725867.1_2676	89.905	317	319
WP_004472299.1	lcl|NZ_JADHZV010000010.1_cds_WP_193816902.1_142	21.379	290	319
WP_004472299.1	lcl|NZ_JADHZV010000076.1_cds_WP_061208146.1_3174	22.936	327	319
WP_004472299.1	lcl|NZ_JADHZV010000010.1_cds_WP_011669957.1_140	25.789	190	319
WP_004472299.1	lcl|NZ_JADHZV010000010.1_cds_WP_011671706.1_120	22.867	293	319
WP_004472299.1	lcl|NZ_JADHZV010000012.1_cds_WP_061208650.1_439	23.397	312	319
WP_004472299.1	lcl|NZ_JADHZV010000111.1_cds_WP_002729504.1_199	23.392	171	319
WP_004472170.1	lcl|NZ_JADHZV010000001.1_cds_WP_002750963.1_1140	35.616	146	185
WP_004472170.1	lcl|NZ_JADHZV010000010.1_cds_WP_011669938.1_159	35.028	177	185
WP_004479538.1	lcl|NZ_JADHZV010000010.1_cds_WP_193816902.1_142	31.661	319	329
WP_004479538.1	lcl|NZ_JADHZV010000076.1_cds_WP_061208146.1_3174	29.524	315	329
WP_004479538.1	lcl|NZ_JADHZV010000010.1_cds_WP_011671706.1_120	30.149	335	329
WP_004479538.1	lcl|NZ_JADHZV010000012.1_cds_WP_061208650.1_439	31.190	311	329
WP_004479538.1	lcl|NZ_JADHZV010000010.1_cds_WP_011669957.1_140	28.289	304	329
WP_004479538.1	lcl|NZ_JADHZV010000009.1_cds_WP_193817147.1_3665	29.154	319	329
WP_004479538.1	lcl|NZ_JADHZV010000012.1_cds_WP_002754065.1_436	28.182	330	329
WP_004479538.1	lcl|NZ_JADHZV010000111.1_cds_WP_002729504.1_199	26.100	341	329
WP_004479538.1	lcl|NZ_JADHZV010000003.1_cds_ISU82_RS01310_2151	25.694	288	329
WP_004479538.1	lcl|NZ_JADHZV010000059.1_cds_WP_002725867.1_2676	26.908	249	329
WP_004479538.1	lcl|NZ_JADHZV010000089.1_cds_WP_002751102.1_3433	26.792	265	329
WP_004479538.1	lcl|NZ_JADHZV010000010.1_cds_WP_011669959.1_138	25.632	277	329
WP_004479538.1	lcl|NZ_JADHZV010000147.1_cds_WP_193817227.1_637	27.049	244	329
WP_004479538.1	lcl|NZ_JADHZV010000106.1_cds_WP_011669202.1_73	23.442	337	329
WP_282974014.1	lcl|NZ_JADHZV010000010.1_cds_WP_193816901.1_141	27.391	230	267
WP_282974014.1	lcl|NZ_JADHZV010000010.1_cds_WP_011669974.1_119	28.042	189	267
WP_282974014.1	lcl|NZ_JADHZV010000151.1_cds_ISU82_RS17180_700	34.066	91	267
WP_282974014.1	lcl|NZ_JADHZV010000077.1_cds_WP_002766579.1_3189	27.568	185	267
