WP_004462903.1	lcl|NZ_JQRP01000082.1_cds_WP_002614501.1_2452	93.103	87	106
WP_004472299.1	lcl|NZ_JQRP01000082.1_cds_WP_004503085.1_2451	90.323	310	319
WP_004472299.1	lcl|NZ_JQRP01000082.1_cds_JF82_RS21710_2431	58.730	63	319
WP_004472299.1	lcl|NZ_JQRP01000082.1_cds_WP_004503081.1_2448	27.711	249	319
WP_004472299.1	lcl|NZ_JQRP01000009.1_cds_WP_061234938.1_198	24.691	324	319
WP_004472299.1	lcl|NZ_JQRP01000052.1_cds_WP_016759276.1_1873	23.208	293	319
WP_004472299.1	lcl|NZ_JQRP01000052.1_cds_WP_004503537.1_1847	21.474	312	319
WP_004472299.1	lcl|NZ_JQRP01000065.1_cds_WP_004495474.1_2124	23.263	331	319
WP_004472299.1	lcl|NZ_JQRP01000134.1_cds_WP_004503074.1_3198	22.018	327	319
WP_004479563.1	lcl|NZ_JQRP01000082.1_cds_WP_004503038.1_2450	89.863	365	365
WP_004472170.1	lcl|NZ_JQRP01000082.1_cds_WP_004503080.1_2449	95.135	185	185
WP_004472170.1	lcl|NZ_JQRP01000023.1_cds_WP_002630958.1_634	34.247	146	185
WP_004479538.1	lcl|NZ_JQRP01000082.1_cds_WP_004503081.1_2448	92.073	328	329
WP_004479538.1	lcl|NZ_JQRP01000052.1_cds_WP_016759276.1_1873	29.341	334	329
WP_004479538.1	lcl|NZ_JQRP01000009.1_cds_WP_061234938.1_198	29.841	315	329
WP_004479538.1	lcl|NZ_JQRP01000065.1_cds_WP_004495474.1_2124	31.190	311	329
WP_004479538.1	lcl|NZ_JQRP01000037.1_cds_WP_004498401.1_1331	29.560	318	329
WP_004479538.1	lcl|NZ_JQRP01000076.1_cds_WP_004503054.1_2361	29.003	331	329
WP_004479538.1	lcl|NZ_JQRP01000163.1_cds_WP_004495537.1_3504	25.970	335	329
WP_004479538.1	lcl|NZ_JQRP01000100.1_cds_WP_004495465.1_2727	28.261	322	329
WP_004479538.1	lcl|NZ_JQRP01000052.1_cds_WP_004503537.1_1847	24.627	268	329
WP_004479538.1	lcl|NZ_JQRP01000082.1_cds_WP_004503082.1_2445	29.642	307	329
WP_004479538.1	lcl|NZ_JQRP01000090.1_cds_WP_002619620.1_2606	25.882	340	329
WP_004479538.1	lcl|NZ_JQRP01000134.1_cds_WP_004503138.1_3196	30.000	270	329
WP_004479538.1	lcl|NZ_JQRP01000134.1_cds_WP_004503074.1_3198	24.922	321	329
WP_004479538.1	lcl|NZ_JQRP01000082.1_cds_WP_004503085.1_2451	27.381	252	329
WP_004479538.1	lcl|NZ_JQRP01000052.1_cds_WP_004503588.1_1856	26.642	274	329
WP_004479538.1	lcl|NZ_JQRP01000026.1_cds_WP_004496193.1_847	27.273	275	329
WP_004479538.1	lcl|NZ_JQRP01000037.1_cds_WP_004495316.1_1371	27.459	244	329
WP_004479538.1	lcl|NZ_JQRP01000095.1_cds_WP_004494996.1_2646	23.333	330	329
WP_004479538.1	lcl|NZ_JQRP01000052.1_cds_WP_004503611.1_1845	33.103	145	329
WP_282974014.1	lcl|NZ_JQRP01000082.1_cds_WP_061235142.1_2447	88.015	267	267
WP_282974014.1	lcl|NZ_JQRP01000076.1_cds_WP_061235122.1_2352	26.178	191	267
WP_282974014.1	lcl|NZ_JQRP01000052.1_cds_WP_002620407.1_1874	28.421	190	267
