WP_004462903.1	lcl|NZ_AHQS01000642.1_cds_WP_000340715.1_916	95.402	87	106
WP_004472299.1	lcl|NZ_AHQS01000642.1_cds_WP_000410266.1_917	91.935	310	319
WP_004472299.1	lcl|NZ_AHQS01000473.1_cds_WP_000744700.1_1969	25.382	327	319
WP_004472299.1	lcl|NZ_AHQS01000642.1_cds_WP_000646248.1_920	26.515	264	319
WP_004472299.1	lcl|NZ_AHQS01000325.1_cds_WP_000723082.1_2635	23.368	291	319
WP_004472299.1	lcl|NZ_AHQS01000536.1_cds_WP_002123515.1_1403	22.481	258	319
WP_004472299.1	lcl|NZ_AHQS01000036.1_cds_WP_001067557.1_4135	24.012	329	319
WP_004479563.1	lcl|NZ_AHQS01000642.1_cds_WP_000604524.1_918	83.562	365	365
WP_004472170.1	lcl|NZ_AHQS01000642.1_cds_WP_000884059.1_919	94.595	185	185
WP_004472170.1	lcl|NZ_AHQS01000027.1_cds_WP_000351733.1_4211	39.286	140	185
WP_004479538.1	lcl|NZ_AHQS01000642.1_cds_WP_000646248.1_920	93.706	286	329
WP_004479538.1	lcl|NZ_AHQS01000473.1_cds_WP_000744700.1_1969	31.429	315	329
WP_004479538.1	lcl|NZ_AHQS01000325.1_cds_WP_000723082.1_2635	29.552	335	329
WP_004479538.1	lcl|NZ_AHQS01000536.1_cds_WP_002123515.1_1403	30.945	307	329
WP_004479538.1	lcl|NZ_AHQS01000296.1_cds_WP_000649923.1_3069	29.721	323	329
WP_004479538.1	lcl|NZ_AHQS01000650.1_cds_WP_000709511.1_889	29.429	333	329
WP_004479538.1	lcl|NZ_AHQS01000036.1_cds_LEP2GSC076_RS29385_4132	90.909	44	329
WP_004479538.1	lcl|NZ_AHQS01000036.1_cds_WP_001067557.1_4135	29.316	307	329
WP_004479538.1	lcl|NZ_AHQS01000107.1_cds_WP_000688698.1_3688	28.720	289	329
WP_004479538.1	lcl|NZ_AHQS01000348.1_cds_WP_000475901.1_2517	27.132	258	329
WP_004479538.1	lcl|NZ_AHQS01000642.1_cds_WP_000410266.1_917	27.138	269	329
WP_004479538.1	lcl|NZ_AHQS01000309.1_cds_WP_001074785.1_2850	29.779	272	329
WP_004479538.1	lcl|NZ_AHQS01000593.1_cds_WP_001003557.1_1141	25.984	254	329
WP_004479538.1	lcl|NZ_AHQS01000117.1_cds_WP_000378097.1_3624	26.163	172	329
WP_282974014.1	lcl|NZ_AHQS01000036.1_cds_WP_000774264.1_4133	88.764	267	267
WP_282974014.1	lcl|NZ_AHQS01000325.1_cds_WP_000842260.1_2636	28.421	190	267
WP_282974014.1	lcl|NZ_AHQS01000484.1_cds_WP_000667727.1_1815	31.818	110	267
WP_282974014.1	lcl|NZ_AHQS01000867.1_cds_WP_000805357.1_205	37.647	85	267
WP_004472307.1	lcl|NZ_AHQS01000036.1_cds_WP_000612798.1_4134	88.189	508	509
WP_004472307.1	lcl|NZ_AHQS01000504.1_cds_WP_000291584.1_1640	27.134	328	509
WP_004472307.1	lcl|NZ_AHQS01000504.1_cds_WP_000364507.1_1639	28.889	90	509
WP_004472307.1	lcl|NZ_AHQS01000036.1_cds_WP_000612798.1_4134	88.189	508	509
WP_004472307.1	lcl|NZ_AHQS01000504.1_cds_WP_000291584.1_1640	27.134	328	509
WP_004472307.1	lcl|NZ_AHQS01000504.1_cds_WP_000364507.1_1639	28.889	90	509
WP_004479660.1	lcl|NZ_AHQS01000036.1_cds_WP_001067557.1_4135	92.424	330	330
WP_004479660.1	lcl|NZ_AHQS01000642.1_cds_WP_000646248.1_920	31.395	258	330
WP_004479660.1	lcl|NZ_AHQS01000536.1_cds_WP_002123515.1_1403	25.830	271	330
WP_004479660.1	lcl|NZ_AHQS01000473.1_cds_WP_000744700.1_1969	27.215	316	330
WP_004479660.1	lcl|NZ_AHQS01000325.1_cds_WP_000723082.1_2635	25.816	337	330
