WP_004462903.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000340715.1_506	95.402	87	106
WP_004472299.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000410273.1_507	92.581	310	319
WP_004472299.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000646250.1_510	26.667	270	319
WP_004472299.1	lcl|NZ_JAGGCC010000005.1_cds_WP_000744700.1_831	25.382	327	319
WP_004472299.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000093099.1_527	53.968	63	319
WP_004472299.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000600889.1_536	23.118	186	319
WP_004472299.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000723090.1_589	23.368	291	319
WP_004472299.1	lcl|NZ_JAGGCC010000053.1_cds_WP_001984071.1_3430	21.678	286	319
WP_004472299.1	lcl|NZ_JAGGCC010000003.1_cds_WP_001067557.1_513	24.012	329	319
WP_004479563.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000604524.1_508	83.562	365	365
WP_004472170.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000884059.1_509	94.595	185	185
WP_004472170.1	lcl|NZ_JAGGCC010000027.1_cds_WP_000351733.1_2588	39.286	140	185
WP_004479538.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000646250.1_510	93.293	328	329
WP_004479538.1	lcl|NZ_JAGGCC010000005.1_cds_WP_000744700.1_831	31.429	315	329
WP_004479538.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000600889.1_536	31.629	313	329
WP_004479538.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000723090.1_589	29.552	335	329
WP_004479538.1	lcl|NZ_JAGGCC010000053.1_cds_WP_001984071.1_3430	30.945	307	329
WP_004479538.1	lcl|NZ_JAGGCC010000008.1_cds_WP_000649925.1_1218	29.721	323	329
WP_004479538.1	lcl|NZ_JAGGCC010000067.1_cds_WP_000709511.1_3641	29.429	333	329
WP_004479538.1	lcl|NZ_JAGGCC010000003.1_cds_WP_001067557.1_513	29.316	307	329
WP_004479538.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000601375.1_563	25.632	277	329
WP_004479538.1	lcl|NZ_JAGGCC010000051.1_cds_WP_000688695.1_3394	28.720	289	329
WP_004479538.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000475904.1_572	27.536	276	329
WP_004479538.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000410273.1_507	27.509	269	329
WP_004479538.1	lcl|NZ_JAGGCC010000013.1_cds_WP_001074785.1_1689	29.779	272	329
WP_004479538.1	lcl|NZ_JAGGCC010000017.1_cds_WP_001003555.1_2006	25.984	254	329
WP_004479538.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000487322.1_561	27.469	324	329
WP_282974014.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000774262.1_511	88.764	267	267
WP_282974014.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000859505.1_560	26.442	208	267
WP_282974014.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000800438.1_541	26.178	191	267
WP_282974014.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000842260.1_590	28.421	190	267
WP_282974014.1	lcl|NZ_JAGGCC010000024.1_cds_WP_000667727.1_2431	31.818	110	267
WP_282974014.1	lcl|NZ_JAGGCC010000023.1_cds_WP_000805357.1_2362	37.647	85	267
WP_004472307.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000612797.1_512	88.386	508	509
WP_004472307.1	lcl|NZ_JAGGCC010000018.1_cds_WP_000291591.1_2069	27.134	328	509
WP_004472307.1	lcl|NZ_JAGGCC010000018.1_cds_WP_000364507.1_2068	28.889	90	509
WP_004472307.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000612797.1_512	88.386	508	509
WP_004472307.1	lcl|NZ_JAGGCC010000018.1_cds_WP_000291591.1_2069	27.134	328	509
WP_004472307.1	lcl|NZ_JAGGCC010000018.1_cds_WP_000364507.1_2068	28.889	90	509
WP_004479660.1	lcl|NZ_JAGGCC010000003.1_cds_WP_001067557.1_513	92.424	330	330
WP_004479660.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000646250.1_510	30.739	257	330
WP_004479660.1	lcl|NZ_JAGGCC010000053.1_cds_WP_001984071.1_3430	25.461	271	330
WP_004479660.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000600889.1_536	27.068	266	330
WP_004479660.1	lcl|NZ_JAGGCC010000005.1_cds_WP_000744700.1_831	27.215	316	330
WP_004479660.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000723090.1_589	25.816	337	330
WP_004479660.1	lcl|NZ_JAGGCC010000017.1_cds_WP_001003555.1_2006	27.572	243	330
WP_004479660.1	lcl|NZ_JAGGCC010000008.1_cds_WP_000649925.1_1218	30.078	256	330
WP_004479660.1	lcl|NZ_JAGGCC010000051.1_cds_WP_000688695.1_3394	26.957	230	330
WP_004479660.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000601375.1_563	26.182	275	330
WP_004479660.1	lcl|NZ_JAGGCC010000004.1_cds_WP_000457972.1_778	26.562	128	330
WP_004479660.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000487322.1_561	26.148	283	330
WP_004479660.1	lcl|NZ_JAGGCC010000067.1_cds_WP_000709511.1_3641	30.464	151	330
WP_004472322.1	lcl|NZ_JAGGCC010000003.1_cds_WP_001198107.1_514	93.169	366	366
WP_004472322.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000608295.1_515	39.178	365	366
WP_004472322.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000575178.1_583	32.571	350	366
WP_004472322.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000346036.1_544	28.267	375	366
WP_004472322.1	lcl|NZ_JAGGCC010000051.1_cds_WP_001281953.1_3408	27.177	379	366
WP_004472322.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000582222.1_525	32.464	345	366
WP_004472322.1	lcl|NZ_JAGGCC010000002.1_cds_WP_000538752.1_319	29.412	357	366
WP_004472322.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000947844.1_537	25.507	345	366
WP_004472322.1	lcl|NZ_JAGGCC010000011.1_cds_WP_001982414.1_1534	31.053	190	366
WP_004472364.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000608295.1_515	90.736	367	367
WP_004472364.1	lcl|NZ_JAGGCC010000003.1_cds_WP_001198107.1_514	39.452	365	367
WP_004472364.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000575178.1_583	36.986	365	367
WP_004472364.1	lcl|NZ_JAGGCC010000002.1_cds_WP_000538752.1_319	32.075	371	367
WP_004472364.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000582222.1_525	40.171	234	367
WP_004472364.1	lcl|NZ_JAGGCC010000051.1_cds_WP_001281953.1_3408	29.894	378	367
WP_004472364.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000346036.1_544	24.533	375	367
WP_004472364.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000947844.1_537	25.970	335	367
WP_004472364.1	lcl|NZ_JAGGCC010000011.1_cds_WP_001982414.1_1534	25.138	362	367
WP_004479653.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000689743.1_516	85.846	544	544
WP_004479653.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000689743.1_516	85.846	544	544
WP_004470185.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000342713.1_517	90.566	265	265
WP_004470185.1	lcl|NZ_JAGGCC010000032.1_cds_WP_001002663.1_2816	43.210	243	265
WP_020783869.1	lcl|NZ_JAGGCC010000003.1_cds_WP_001246618.1_518	89.032	310	310
WP_020783869.1	lcl|NZ_JAGGCC010000038.1_cds_WP_000501205.1_3045	35.526	304	310
WP_020783869.1	lcl|NZ_JAGGCC010000037.1_cds_WP_001183723.1_2984	26.159	302	310
WP_020783869.1	lcl|NZ_JAGGCC010000012.1_cds_WP_000279894.1_1605	26.316	133	310
WP_020783869.1	lcl|NZ_JAGGCC010000003.1_cds_WP_001246618.1_518	89.032	310	310
WP_020783869.1	lcl|NZ_JAGGCC010000038.1_cds_WP_000501205.1_3045	35.526	304	310
WP_020783869.1	lcl|NZ_JAGGCC010000037.1_cds_WP_001183723.1_2984	26.159	302	310
WP_020783869.1	lcl|NZ_JAGGCC010000012.1_cds_WP_000279894.1_1605	26.316	133	310
WP_032912997.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000479982.1_519	89.394	264	264
WP_004470135.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000715958.1_520	91.473	129	130
WP_032912999.1	lcl|NZ_JAGGCC010000003.1_cds_WP_001088866.1_521	83.448	145	145
WP_004470037.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000517242.1_522	90.045	221	221
WP_004470037.1	lcl|NZ_JAGGCC010000005.1_cds_WP_001082180.1_860	24.359	78	221
WP_004470037.1	lcl|NZ_JAGGCC010000029.1_cds_WP_001069834.1_2659	27.723	101	221
WP_004470188.1	lcl|NZ_JAGGCC010000003.1_cds_WP_000611594.1_523	78.286	175	177
WP_004470188.1	lcl|NZ_JAGGCC010000005.1_cds_WP_001206947.1_867	31.818	132	177
WP_282974009.1	lcl|NZ_JAGGCC010000003.1_cds_WP_001015422.1_524	83.960	399	408
