WP_004462903.1	lcl|NZ_RQFF01000016.1_cds_WP_135633099.1_3511	64.103	78	106
WP_004472299.1	lcl|NZ_RQFF01000016.1_cds_WP_135633097.1_3510	78.135	311	319
WP_004472299.1	lcl|NZ_RQFF01000030.1_cds_WP_135634167.1_250	24.233	326	319
WP_004472299.1	lcl|NZ_RQFF01000030.1_cds_WP_135634215.1_277	27.532	316	319
WP_004472299.1	lcl|NZ_RQFF01000013.1_cds_WP_135632088.1_1003	24.916	297	319
WP_004472299.1	lcl|NZ_RQFF01000030.1_cds_WP_135635229.1_860	24.149	323	319
WP_004472170.1	lcl|NZ_RQFF01000013.1_cds_WP_135632379.1_1379	31.361	169	185
WP_004479538.1	lcl|NZ_RQFF01000030.1_cds_WP_135634167.1_250	30.255	314	329
WP_004479538.1	lcl|NZ_RQFF01000013.1_cds_WP_135632088.1_1003	27.628	333	329
WP_004479538.1	lcl|NZ_RQFF01000030.1_cds_WP_135635229.1_860	30.573	314	329
WP_004479538.1	lcl|NZ_RQFF01000010.1_cds_WP_135631984.1_3126	27.273	341	329
WP_004479538.1	lcl|NZ_RQFF01000030.1_cds_WP_135634855.1_661	27.246	334	329
WP_004479538.1	lcl|NZ_RQFF01000030.1_cds_WP_135634215.1_277	26.367	311	329
WP_004479538.1	lcl|NZ_RQFF01000016.1_cds_WP_135633059.1_3491	27.037	270	329
WP_004479538.1	lcl|NZ_RQFF01000016.1_cds_WP_135633097.1_3510	26.332	319	329
WP_004479538.1	lcl|NZ_RQFF01000016.1_cds_WP_135633039.1_3480	24.679	312	329
WP_004479538.1	lcl|NZ_RQFF01000016.1_cds_WP_135633031.1_3476	27.823	248	329
WP_004479538.1	lcl|NZ_RQFF01000016.1_cds_WP_135633067.1_3495	27.132	258	329
WP_004479538.1	lcl|NZ_RQFF01000013.1_cds_WP_135632104.1_1019	25.746	268	329
WP_004479538.1	lcl|NZ_RQFF01000010.1_cds_WP_208742289.1_3115	24.028	283	329
WP_004479538.1	lcl|NZ_RQFF01000026.1_cds_WP_135633413.1_3436	26.966	178	329
WP_004479538.1	lcl|NZ_RQFF01000030.1_cds_WP_135634057.1_181	28.279	244	329
WP_004479538.1	lcl|NZ_RQFF01000016.1_cds_WP_208742317.1_3483	29.560	159	329
WP_282974014.1	lcl|NZ_RQFF01000016.1_cds_WP_135633041.1_3481	25.311	241	267
WP_282974014.1	lcl|NZ_RQFF01000013.1_cds_WP_135632129.1_1080	24.806	258	267
WP_282974014.1	lcl|NZ_RQFF01000030.1_cds_WP_135634702.1_568	39.560	91	267
WP_282974014.1	lcl|NZ_RQFF01000013.1_cds_WP_135632089.1_1004	25.381	197	267
WP_282974014.1	lcl|NZ_RQFF01000030.1_cds_WP_135635001.1_747	27.041	196	267
WP_282974014.1	lcl|NZ_RQFF01000010.1_cds_WP_135631983.1_3127	28.571	196	267
WP_004472307.1	lcl|NZ_RQFF01000013.1_cds_WP_135632948.1_1357	23.373	338	509
WP_004472307.1	lcl|NZ_RQFF01000013.1_cds_WP_135632361.1_1356	27.907	86	509
WP_004472307.1	lcl|NZ_RQFF01000013.1_cds_WP_135632948.1_1357	23.373	338	509
WP_004472307.1	lcl|NZ_RQFF01000013.1_cds_WP_135632361.1_1356	27.907	86	509
WP_004479660.1	lcl|NZ_RQFF01000030.1_cds_WP_135635229.1_860	25.899	278	330
WP_004479660.1	lcl|NZ_RQFF01000030.1_cds_WP_135634167.1_250	28.102	274	330
WP_004479660.1	lcl|NZ_RQFF01000030.1_cds_WP_135634215.1_277	25.758	330	330
WP_004479660.1	lcl|NZ_RQFF01000016.1_cds_WP_135633059.1_3491	25.769	260	330
WP_004479660.1	lcl|NZ_RQFF01000030.1_cds_WP_135634873.1_674	31.818	110	330
WP_004479660.1	lcl|NZ_RQFF01000030.1_cds_WP_135634057.1_181	26.087	207	330
WP_004479660.1	lcl|NZ_RQFF01000013.1_cds_WP_135632088.1_1003	22.256	328	330
WP_004479660.1	lcl|NZ_RQFF01000016.1_cds_WP_135633039.1_3480	28.676	136	330
WP_004479660.1	lcl|NZ_RQFF01000026.1_cds_WP_135633413.1_3436	28.030	132	330
WP_004479660.1	lcl|NZ_RQFF01000010.1_cds_WP_135631984.1_3126	23.385	325	330
WP_004479660.1	lcl|NZ_RQFF01000030.1_cds_WP_135634855.1_661	28.477	151	330
