WP_004462903.1	lcl|NZ_NPDX01000001.1_cds_WP_100743203.1_1793	60.256	78	106
WP_004472299.1	lcl|NZ_NPDX01000001.1_cds_WP_100743202.1_1792	80.952	315	319
WP_004472299.1	lcl|NZ_NPDX01000002.1_cds_WP_100743861.1_2074	28.481	316	319
WP_004472299.1	lcl|NZ_NPDX01000002.1_cds_WP_100743885.1_2102	25.312	320	319
WP_004472299.1	lcl|NZ_NPDX01000001.1_cds_WP_100743198.1_1788	23.188	276	319
WP_004472299.1	lcl|NZ_NPDX01000001.1_cds_WP_100741717.1_137	23.839	323	319
WP_004472299.1	lcl|NZ_NPDX01000006.1_cds_WP_100745004.1_3408	25.731	171	319
WP_004472170.1	lcl|NZ_NPDX01000001.1_cds_WP_100743185.1_1773	32.051	156	185
WP_004472170.1	lcl|NZ_NPDX01000001.1_cds_WP_100742837.1_1367	33.594	128	185
WP_004479538.1	lcl|NZ_NPDX01000001.1_cds_WP_100743198.1_1788	30.284	317	329
WP_004479538.1	lcl|NZ_NPDX01000002.1_cds_WP_100743885.1_2102	29.936	314	329
WP_004479538.1	lcl|NZ_NPDX01000001.1_cds_WP_100741717.1_137	29.677	310	329
WP_004479538.1	lcl|NZ_NPDX01000006.1_cds_WP_100745004.1_3408	27.273	341	329
WP_004479538.1	lcl|NZ_NPDX01000002.1_cds_WP_100743861.1_2074	26.688	311	329
WP_004479538.1	lcl|NZ_NPDX01000005.1_cds_WP_100743544.1_3131	26.154	325	329
WP_004479538.1	lcl|NZ_NPDX01000001.1_cds_WP_100743175.1_1763	26.199	271	329
WP_004479538.1	lcl|NZ_NPDX01000002.1_cds_WP_100743929.1_2155	29.339	242	329
WP_004479538.1	lcl|NZ_NPDX01000006.1_cds_WP_207762310.1_3419	24.028	283	329
WP_004479538.1	lcl|NZ_NPDX01000001.1_cds_WP_100743137.1_1725	25.185	270	329
WP_004479538.1	lcl|NZ_NPDX01000007.1_cds_WP_100744172.1_3542	23.372	261	329
WP_004479538.1	lcl|NZ_NPDX01000005.1_cds_WP_100743582.1_3085	23.420	269	329
WP_282974014.1	lcl|NZ_NPDX01000001.1_cds_WP_100743194.1_1783	28.796	191	267
WP_282974014.1	lcl|NZ_NPDX01000001.1_cds_WP_100743096.1_1664	24.806	258	267
WP_282974014.1	lcl|NZ_NPDX01000001.1_cds_WP_100743187.1_1776	28.042	189	267
WP_282974014.1	lcl|NZ_NPDX01000005.1_cds_WP_100743606.1_3059	35.088	114	267
WP_282974014.1	lcl|NZ_NPDX01000001.1_cds_WP_100787832.1_28	26.590	173	267
WP_282974014.1	lcl|NZ_NPDX01000006.1_cds_WP_100745005.1_3407	28.571	196	267
WP_004472307.1	lcl|NZ_NPDX01000001.1_cds_WP_100742856.1_1389	22.941	340	509
WP_004472307.1	lcl|NZ_NPDX01000001.1_cds_WP_100742856.1_1389	22.941	340	509
WP_004479660.1	lcl|NZ_NPDX01000001.1_cds_WP_100743198.1_1788	29.348	276	330
WP_004479660.1	lcl|NZ_NPDX01000001.1_cds_WP_100741717.1_137	25.899	278	330
WP_004479660.1	lcl|NZ_NPDX01000002.1_cds_WP_100743885.1_2102	27.899	276	330
WP_004479660.1	lcl|NZ_NPDX01000002.1_cds_WP_100743861.1_2074	26.364	330	330
WP_004479660.1	lcl|NZ_NPDX01000005.1_cds_WP_100743582.1_3085	25.781	256	330
WP_004479660.1	lcl|NZ_NPDX01000005.1_cds_WP_100743532.1_3142	34.234	111	330
WP_004479660.1	lcl|NZ_NPDX01000001.1_cds_WP_100743175.1_1763	25.194	258	330
WP_004479660.1	lcl|NZ_NPDX01000002.1_cds_WP_100743929.1_2155	27.536	207	330
WP_004479660.1	lcl|NZ_NPDX01000007.1_cds_WP_100744172.1_3542	29.412	153	330
WP_004479660.1	lcl|NZ_NPDX01000006.1_cds_WP_100745004.1_3408	23.242	327	330
WP_004479660.1	lcl|NZ_NPDX01000005.1_cds_WP_100743544.1_3131	28.477	151	330
WP_004472322.1	lcl|NZ_NPDX01000001.1_cds_WP_100743164.1_1752	35.072	345	366
WP_004472322.1	lcl|NZ_NPDX01000005.1_cds_WP_100743633.1_3022	27.559	381	366
WP_004472322.1	lcl|NZ_NPDX01000001.1_cds_WP_100742328.1_807	28.612	353	366
WP_004472322.1	lcl|NZ_NPDX01000001.1_cds_WP_100743197.1_1787	26.536	358	366
WP_004472322.1	lcl|NZ_NPDX01000001.1_cds_WP_100743177.1_1765	26.966	178	366
WP_004472364.1	lcl|NZ_NPDX01000001.1_cds_WP_100743164.1_1752	31.667	360	367
WP_004472364.1	lcl|NZ_NPDX01000001.1_cds_WP_100742328.1_807	29.619	341	367
WP_004472364.1	lcl|NZ_NPDX01000005.1_cds_WP_100743633.1_3022	27.778	378	367
WP_004472364.1	lcl|NZ_NPDX01000001.1_cds_WP_100743197.1_1787	27.463	335	367
WP_004472364.1	lcl|NZ_NPDX01000001.1_cds_WP_100742016.1_463	25.070	359	367
