WP_004462903.1	lcl|NZ_RQFD01000015.1_cds_WP_135594790.1_2675	62.821	78	106
WP_004472299.1	lcl|NZ_RQFD01000015.1_cds_WP_135754333.1_2674	80.968	310	319
WP_004472299.1	lcl|NZ_RQFD01000003.1_cds_WP_135753425.1_911	23.926	326	319
WP_004472299.1	lcl|NZ_RQFD01000015.1_cds_WP_135754283.1_2622	23.214	280	319
WP_004472299.1	lcl|NZ_RQFD01000015.1_cds_WP_135754281.1_2620	22.549	306	319
WP_004472299.1	lcl|NZ_RQFD01000008.1_cds_WP_135753584.1_2831	24.062	320	319
WP_004472299.1	lcl|NZ_RQFD01000010.1_cds_WP_135753811.1_3270	25.146	171	319
WP_004472170.1	lcl|NZ_RQFD01000015.1_cds_WP_135754301.1_2642	32.124	193	185
WP_004472170.1	lcl|NZ_RQFD01000015.1_cds_WP_135754091.1_2231	34.286	140	185
WP_004479538.1	lcl|NZ_RQFD01000015.1_cds_WP_135754283.1_2622	32.226	301	329
WP_004479538.1	lcl|NZ_RQFD01000015.1_cds_WP_135754281.1_2620	32.450	302	329
WP_004479538.1	lcl|NZ_RQFD01000003.1_cds_WP_135753425.1_911	29.936	314	329
WP_004479538.1	lcl|NZ_RQFD01000008.1_cds_WP_135753584.1_2831	29.355	310	329
WP_004479538.1	lcl|NZ_RQFD01000010.1_cds_WP_135753811.1_3270	27.566	341	329
WP_004479538.1	lcl|NZ_RQFD01000008.1_cds_WP_135753675.1_3012	27.844	334	329
WP_004479538.1	lcl|NZ_RQFD01000003.1_cds_WP_135740016.1_938	29.845	258	329
WP_004479538.1	lcl|NZ_RQFD01000015.1_cds_WP_135754333.1_2674	27.987	318	329
WP_004479538.1	lcl|NZ_RQFD01000015.1_cds_WP_135754289.1_2629	21.887	265	329
WP_004479538.1	lcl|NZ_RQFD01000013.1_cds_WP_135753867.1_3317	25.197	254	329
WP_004479538.1	lcl|NZ_RQFD01000015.1_cds_WP_135754291.1_2632	33.548	155	329
WP_004479538.1	lcl|NZ_RQFD01000015.1_cds_WP_135754280.1_2618	27.138	269	329
WP_004479538.1	lcl|NZ_RQFD01000010.1_cds_WP_208730825.1_3259	24.382	283	329
WP_004479538.1	lcl|NZ_RQFD01000003.1_cds_WP_135753398.1_859	28.400	250	329
WP_004479538.1	lcl|NZ_RQFD01000008.1_cds_WP_135753702.1_3055	22.015	268	329
WP_004479538.1	lcl|NZ_RQFD01000015.1_cds_WP_135754253.1_2589	25.461	271	329
WP_004479538.1	lcl|NZ_RQFD01000003.1_cds_WP_135753234.1_570	24.719	178	329
WP_282974014.1	lcl|NZ_RQFD01000015.1_cds_WP_135754282.1_2621	26.033	242	267
WP_282974014.1	lcl|NZ_RQFD01000015.1_cds_WP_135754290.1_2630	27.184	206	267
WP_282974014.1	lcl|NZ_RQFD01000015.1_cds_WP_135754241.1_2528	24.419	258	267
WP_282974014.1	lcl|NZ_RQFD01000008.1_cds_WP_135753645.1_2946	28.161	174	267
