WP_004462903.1	lcl|NZ_MVIS01000037.1_cds_WP_004753574.1_2278	93.103	87	106
WP_004472299.1	lcl|NZ_MVIS01000037.1_cds_WP_004761722.1_2277	92.581	310	319
WP_004472299.1	lcl|NZ_MVIS01000006.1_cds_WP_004753565.1_3059	25.688	327	319
WP_004472299.1	lcl|NZ_MVIS01000037.1_cds_WP_004755430.1_2274	25.316	316	319
WP_004472299.1	lcl|NZ_MVIS01000069.1_cds_WP_004755262.1_3191	22.867	293	319
WP_004479563.1	lcl|NZ_MVIS01000037.1_cds_WP_004777161.1_2276	83.288	365	365
WP_004472170.1	lcl|NZ_MVIS01000037.1_cds_WP_004753627.1_2275	94.595	185	185
WP_004472170.1	lcl|NZ_MVIS01000002.1_cds_WP_004752075.1_1051	40.000	140	185
WP_004479538.1	lcl|NZ_MVIS01000037.1_cds_WP_004755430.1_2274	93.293	328	329
WP_004479538.1	lcl|NZ_MVIS01000006.1_cds_WP_004753565.1_3059	30.794	315	329
WP_004479538.1	lcl|NZ_MVIS01000069.1_cds_WP_004755262.1_3191	29.851	335	329
WP_004479538.1	lcl|NZ_MVIS01000012.1_cds_WP_004751543.1_432	32.039	309	329
WP_004479538.1	lcl|NZ_MVIS01000031.1_cds_WP_004755135.1_2004	30.368	326	329
WP_004479538.1	lcl|NZ_MVIS01000012.1_cds_WP_004751412.1_443	29.730	333	329
WP_004479538.1	lcl|NZ_MVIS01000037.1_cds_WP_004755319.1_2271	29.642	307	329
WP_004479538.1	lcl|NZ_MVIS01000005.1_cds_WP_004754991.1_2814	27.353	340	329
WP_004479538.1	lcl|NZ_MVIS01000037.1_cds_WP_004761722.1_2277	26.493	268	329
WP_004479538.1	lcl|NZ_MVIS01000060.1_cds_WP_002733698.1_3098	26.642	274	329
WP_004479538.1	lcl|NZ_MVIS01000002.1_cds_WP_004751780.1_1141	29.259	270	329
WP_004479538.1	lcl|NZ_MVIS01000040.1_cds_WP_004755140.1_2489	28.333	180	329
WP_004479538.1	lcl|NZ_MVIS01000033.1_cds_WP_004750263.1_2134	25.769	260	329
WP_004479538.1	lcl|NZ_MVIS01000009.1_cds_WP_004760438.1_3568	27.572	243	329
WP_004479538.1	lcl|NZ_MVIS01000055.1_cds_WP_004777131.1_2930	25.000	172	329
WP_282974014.1	lcl|NZ_MVIS01000037.1_cds_WP_004754505.1_2273	89.888	267	267
WP_282974014.1	lcl|NZ_MVIS01000069.1_cds_WP_004754191.1_3192	27.513	189	267
WP_282974014.1	lcl|NZ_MVIS01000023.1_cds_WP_004760150.1_1469	25.397	252	267
WP_282974014.1	lcl|NZ_MVIS01000011.1_cds_WP_004758210.1_362	37.647	85	267
WP_004472307.1	lcl|NZ_MVIS01000037.1_cds_WP_025180402.1_2272	87.992	508	509
WP_004472307.1	lcl|NZ_MVIS01000002.1_cds_WP_004751764.1_1213	26.786	336	509
WP_004472307.1	lcl|NZ_MVIS01000002.1_cds_WP_004752264.1_1212	28.889	90	509
WP_004472307.1	lcl|NZ_MVIS01000034.1_cds_WP_004753706.1_2150	29.752	121	509
WP_004472307.1	lcl|NZ_MVIS01000037.1_cds_WP_025180402.1_2272	87.992	508	509
WP_004472307.1	lcl|NZ_MVIS01000002.1_cds_WP_004751764.1_1213	26.786	336	509
WP_004472307.1	lcl|NZ_MVIS01000002.1_cds_WP_004752264.1_1212	28.889	90	509
WP_004472307.1	lcl|NZ_MVIS01000034.1_cds_WP_004753706.1_2150	29.752	121	509
WP_004479660.1	lcl|NZ_MVIS01000037.1_cds_WP_004755319.1_2271	93.030	330	330
WP_004479660.1	lcl|NZ_MVIS01000012.1_cds_WP_004751543.1_432	25.830	271	330
WP_004479660.1	lcl|NZ_MVIS01000037.1_cds_WP_004755430.1_2274	28.477	302	330
WP_004479660.1	lcl|NZ_MVIS01000006.1_cds_WP_004753565.1_3059	27.174	276	330
WP_004479660.1	lcl|NZ_MVIS01000069.1_cds_WP_004755262.1_3191	26.923	338	330
WP_004479660.1	lcl|NZ_MVIS01000040.1_cds_WP_004755140.1_2489	26.749	243	330
WP_004479660.1	lcl|NZ_MVIS01000031.1_cds_WP_004755135.1_2004	29.804	255	330
WP_004479660.1	lcl|NZ_MVIS01000005.1_cds_WP_004754991.1_2814	26.872	227	330
WP_004479660.1	lcl|NZ_MVIS01000033.1_cds_WP_004750263.1_2134	27.344	128	330
WP_004479660.1	lcl|NZ_MVIS01000012.1_cds_WP_004751412.1_443	30.464	151	330
WP_004472322.1	lcl|NZ_MVIS01000037.1_cds_WP_004754883.1_2270	92.623	366	366
WP_004472322.1	lcl|NZ_MVIS01000037.1_cds_WP_004753525.1_2269	39.178	365	366
WP_004472322.1	lcl|NZ_MVIS01000060.1_cds_WP_004753906.1_3109	32.353	340	366
WP_004472322.1	lcl|NZ_MVIS01000023.1_cds_WP_004754030.1_1475	27.704	379	366
WP_004472322.1	lcl|NZ_MVIS01000055.1_cds_WP_004754985.1_2929	30.890	382	366
WP_004472322.1	lcl|NZ_MVIS01000003.1_cds_WP_004759165.1_1889	29.692	357	366
WP_004472322.1	lcl|NZ_MVIS01000003.1_cds_WP_004771239.1_1815	31.579	190	366
WP_004472364.1	lcl|NZ_MVIS01000037.1_cds_WP_004753525.1_2269	89.101	367	367
WP_004472364.1	lcl|NZ_MVIS01000037.1_cds_WP_004754883.1_2270	39.891	366	367
WP_004472364.1	lcl|NZ_MVIS01000060.1_cds_WP_004753906.1_3109	37.982	337	367
WP_004472364.1	lcl|NZ_MVIS01000055.1_cds_WP_004754985.1_2929	31.956	363	367
WP_004472364.1	lcl|NZ_MVIS01000003.1_cds_WP_004759165.1_1889	32.075	371	367
WP_004472364.1	lcl|NZ_MVIS01000023.1_cds_WP_004754030.1_1475	30.079	379	367
WP_004472364.1	lcl|NZ_MVIS01000003.1_cds_WP_004771239.1_1815	25.414	362	367
WP_004479653.1	lcl|NZ_MVIS01000037.1_cds_WP_004755296.1_2268	87.132	544	544
WP_004479653.1	lcl|NZ_MVIS01000037.1_cds_WP_004755296.1_2268	87.132	544	544
WP_004470185.1	lcl|NZ_MVIS01000037.1_cds_WP_002740998.1_2267	90.189	265	265
WP_004470185.1	lcl|NZ_MVIS01000056.1_cds_WP_004755702.1_2945	42.915	247	265
WP_020783869.1	lcl|NZ_MVIS01000037.1_cds_WP_004777170.1_2266	90.968	310	310
WP_020783869.1	lcl|NZ_MVIS01000016.1_cds_WP_004751322.1_778	35.855	304	310
WP_020783869.1	lcl|NZ_MVIS01000044.1_cds_WP_004754016.1_2580	27.303	304	310
WP_020783869.1	lcl|NZ_MVIS01000002.1_cds_WP_004752420.1_1118	23.664	262	310
WP_020783869.1	lcl|NZ_MVIS01000037.1_cds_WP_004777170.1_2266	90.968	310	310
WP_020783869.1	lcl|NZ_MVIS01000016.1_cds_WP_004751322.1_778	35.855	304	310
WP_020783869.1	lcl|NZ_MVIS01000044.1_cds_WP_004754016.1_2580	27.303	304	310
WP_020783869.1	lcl|NZ_MVIS01000002.1_cds_WP_004752420.1_1118	23.664	262	310
WP_032912997.1	lcl|NZ_MVIS01000037.1_cds_WP_004754589.1_2265	91.288	264	264
