WP_004462903.1	lcl|NZ_JAJSDI010000482.1_cds_WP_000340715.1_2535	95.402	87	106
WP_004472299.1	lcl|NZ_JAJSDI010000482.1_cds_WP_000410273.1_2534	92.581	310	319
WP_004472299.1	lcl|NZ_JAJSDI010000157.1_cds_WP_000646255.1_582	27.037	270	319
WP_004472299.1	lcl|NZ_JAJSDI010000013.1_cds_WP_000744695.1_416	25.382	327	319
WP_004472299.1	lcl|NZ_JAJSDI010000377.1_cds_WP_000649929.1_2075	28.485	330	319
WP_004472299.1	lcl|NZ_JAJSDI010000188.1_cds_WP_000600891.1_849	23.118	186	319
WP_004472299.1	lcl|NZ_JAJSDI010000362.1_cds_WP_000723081.1_2014	23.368	291	319
WP_004472299.1	lcl|NZ_JAJSDI010000157.1_cds_WP_001067557.1_579	24.012	329	319
WP_004472299.1	lcl|NZ_JAJSDI010000104.1_cds_WP_002064390.1_48	22.093	258	319
WP_004479563.1	lcl|NZ_JAJSDI010000157.1_cds_WP_240831015.1_584	83.268	257	365
WP_004479563.1	lcl|NZ_JAJSDI010000482.1_cds_WP_240831159.1_2533	86.022	93	365
WP_004472170.1	lcl|NZ_JAJSDI010000157.1_cds_WP_000884059.1_583	94.595	185	185
WP_004472170.1	lcl|NZ_JAJSDI010000005.1_cds_WP_000351733.1_2941	39.286	140	185
WP_004479538.1	lcl|NZ_JAJSDI010000157.1_cds_WP_000646255.1_582	92.988	328	329
WP_004479538.1	lcl|NZ_JAJSDI010000013.1_cds_WP_000744695.1_416	31.429	315	329
WP_004479538.1	lcl|NZ_JAJSDI010000188.1_cds_WP_000600891.1_849	31.949	313	329
WP_004479538.1	lcl|NZ_JAJSDI010000362.1_cds_WP_000723081.1_2014	29.552	335	329
WP_004479538.1	lcl|NZ_JAJSDI010000104.1_cds_WP_002064390.1_48	30.619	307	329
WP_004479538.1	lcl|NZ_JAJSDI010000377.1_cds_WP_000649929.1_2075	29.721	323	329
WP_004479538.1	lcl|NZ_JAJSDI010000397.1_cds_WP_000709511.1_2161	29.429	333	329
WP_004479538.1	lcl|NZ_JAJSDI010000157.1_cds_WP_001067557.1_579	29.316	307	329
WP_004479538.1	lcl|NZ_JAJSDI010000161.1_cds_WP_000601375.1_619	25.632	277	329
WP_004479538.1	lcl|NZ_JAJSDI010000695.1_cds_WP_000688698.1_3204	28.720	289	329
WP_004479538.1	lcl|NZ_JAJSDI010000513.1_cds_WP_240831184.1_2670	27.132	258	329
