WP_004462903.1	lcl|NZ_AFKS01000270.1_cds_WP_000340715.1_1263	95.402	87	106
WP_004472299.1	lcl|NZ_AFKS01000118.1_cds_WP_000630261.1_2737	92.803	264	319
WP_004472299.1	lcl|NZ_AFKS01000270.1_cds_WP_141567334.1_1262	90.385	52	319
WP_004472299.1	lcl|NZ_AFKS01000118.1_cds_WP_000646250.1_2734	26.667	270	319
WP_004472299.1	lcl|NZ_AFKS01000196.1_cds_WP_000744700.1_1785	25.382	327	319
WP_004472299.1	lcl|NZ_AFKS01000118.1_cds_WP_000093099.1_2717	53.968	63	319
WP_004472299.1	lcl|NZ_AFKS01000118.1_cds_WP_000600889.1_2708	23.118	186	319
WP_004472299.1	lcl|NZ_AFKS01000061.1_cds_WP_000723090.1_3420	23.368	291	319
WP_004472299.1	lcl|NZ_AFKS01000116.1_cds_WP_001984071.1_2754	21.678	286	319
WP_004472299.1	lcl|NZ_AFKS01000118.1_cds_WP_001067557.1_2731	24.012	329	319
WP_004479563.1	lcl|NZ_AFKS01000118.1_cds_WP_000604524.1_2736	83.562	365	365
WP_004472170.1	lcl|NZ_AFKS01000118.1_cds_WP_000884059.1_2735	94.595	185	185
WP_004472170.1	lcl|NZ_AFKS01000115.1_cds_WP_000351733.1_2796	39.286	140	185
WP_004479538.1	lcl|NZ_AFKS01000118.1_cds_WP_000646250.1_2734	93.293	328	329
WP_004479538.1	lcl|NZ_AFKS01000196.1_cds_WP_000744700.1_1785	31.429	315	329
WP_004479538.1	lcl|NZ_AFKS01000118.1_cds_WP_000600889.1_2708	31.629	313	329
WP_004479538.1	lcl|NZ_AFKS01000061.1_cds_WP_000723090.1_3420	29.552	335	329
WP_004479538.1	lcl|NZ_AFKS01000116.1_cds_WP_001984071.1_2754	30.945	307	329
WP_004479538.1	lcl|NZ_AFKS01000105.1_cds_WP_000649925.1_2971	29.721	323	329
WP_004479538.1	lcl|NZ_AFKS01000358.1_cds_WP_000709511.1_460	29.429	333	329
WP_004479538.1	lcl|NZ_AFKS01000118.1_cds_WP_001067557.1_2731	29.316	307	329
WP_004479538.1	lcl|NZ_AFKS01000118.1_cds_WP_000601375.1_2681	25.632	277	329
WP_004479538.1	lcl|NZ_AFKS01000116.1_cds_WP_000688695.1_2774	28.720	289	329
WP_004479538.1	lcl|NZ_AFKS01000010.1_cds_WP_000475904.1_3824	27.536	276	329
WP_004479538.1	lcl|NZ_AFKS01000118.1_cds_WP_000630261.1_2737	27.309	249	329
WP_004479538.1	lcl|NZ_AFKS01000151.1_cds_WP_001074785.1_2226	29.779	272	329
WP_004479538.1	lcl|NZ_AFKS01000387.1_cds_WP_001003555.1_328	25.984	254	329
WP_004479538.1	lcl|NZ_AFKS01000118.1_cds_WP_000487322.1_2683	27.469	324	329
WP_282974014.1	lcl|NZ_AFKS01000118.1_cds_WP_000774262.1_2733	88.764	267	267
WP_282974014.1	lcl|NZ_AFKS01000118.1_cds_WP_000859505.1_2684	26.442	208	267
WP_282974014.1	lcl|NZ_AFKS01000118.1_cds_WP_000800438.1_2703	26.178	191	267
WP_282974014.1	lcl|NZ_AFKS01000250.1_cds_WP_000667727.1_1309	31.818	110	267
WP_282974014.1	lcl|NZ_AFKS01000096.1_cds_WP_000805357.1_3264	37.647	85	267
WP_282974014.1	lcl|NZ_AFKS01000061.1_cds_WP_255297292.1_3421	48.387	31	267
WP_004472307.1	lcl|NZ_AFKS01000118.1_cds_WP_000612797.1_2732	88.386	508	509
WP_004472307.1	lcl|NZ_AFKS01000109.1_cds_WP_000291591.1_2884	27.134	328	509
WP_004472307.1	lcl|NZ_AFKS01000109.1_cds_WP_000364507.1_2885	28.889	90	509
WP_004472307.1	lcl|NZ_AFKS01000118.1_cds_WP_000612797.1_2732	88.386	508	509
WP_004472307.1	lcl|NZ_AFKS01000109.1_cds_WP_000291591.1_2884	27.134	328	509
WP_004472307.1	lcl|NZ_AFKS01000109.1_cds_WP_000364507.1_2885	28.889	90	509
WP_004479660.1	lcl|NZ_AFKS01000118.1_cds_WP_001067557.1_2731	92.424	330	330
WP_004479660.1	lcl|NZ_AFKS01000118.1_cds_WP_000646250.1_2734	30.739	257	330
WP_004479660.1	lcl|NZ_AFKS01000116.1_cds_WP_001984071.1_2754	25.461	271	330
WP_004479660.1	lcl|NZ_AFKS01000118.1_cds_WP_000600889.1_2708	27.068	266	330
WP_004479660.1	lcl|NZ_AFKS01000196.1_cds_WP_000744700.1_1785	27.215	316	330
WP_004479660.1	lcl|NZ_AFKS01000061.1_cds_WP_000723090.1_3420	25.816	337	330
WP_004479660.1	lcl|NZ_AFKS01000387.1_cds_WP_001003555.1_328	27.572	243	330
WP_004479660.1	lcl|NZ_AFKS01000105.1_cds_WP_000649925.1_2971	30.078	256	330
WP_004479660.1	lcl|NZ_AFKS01000116.1_cds_WP_000688695.1_2774	26.957	230	330
WP_004479660.1	lcl|NZ_AFKS01000118.1_cds_WP_000601375.1_2681	26.182	275	330
WP_004479660.1	lcl|NZ_AFKS01000113.1_cds_WP_000457972.1_2834	26.562	128	330
WP_004479660.1	lcl|NZ_AFKS01000118.1_cds_WP_000487322.1_2683	26.148	283	330
WP_004479660.1	lcl|NZ_AFKS01000358.1_cds_WP_000709511.1_460	30.464	151	330
WP_004472322.1	lcl|NZ_AFKS01000118.1_cds_WP_001198107.1_2730	93.169	366	366
