WP_004462903.1	lcl|NZ_AFKV01000478.1_cds_WP_000340715.1_291	95.402	87	106
WP_004472299.1	lcl|NZ_AFKV01000478.1_cds_WP_000410273.1_290	92.581	310	319
WP_004472299.1	lcl|NZ_AFKV01000478.1_cds_WP_000646250.1_287	26.667	270	319
WP_004472299.1	lcl|NZ_AFKV01000324.1_cds_WP_000744700.1_893	25.382	327	319
WP_004472299.1	lcl|NZ_AFKV01000478.1_cds_WP_000093099.1_270	53.968	63	319
WP_004472299.1	lcl|NZ_AFKV01000144.1_cds_WP_000600889.1_2667	23.118	186	319
WP_004472299.1	lcl|NZ_AFKV01000464.1_cds_WP_000329357.1_427	23.368	291	319
WP_004472299.1	lcl|NZ_AFKV01000201.1_cds_WP_001984071.1_1971	21.678	286	319
WP_004472299.1	lcl|NZ_AFKV01000478.1_cds_WP_001067557.1_284	24.012	329	319
WP_004479563.1	lcl|NZ_AFKV01000478.1_cds_WP_000604524.1_289	83.562	365	365
WP_004472170.1	lcl|NZ_AFKV01000478.1_cds_WP_000884059.1_288	94.595	185	185
WP_004472170.1	lcl|NZ_AFKV01000131.1_cds_WP_000351733.1_3004	39.286	140	185
WP_004479538.1	lcl|NZ_AFKV01000478.1_cds_WP_000646250.1_287	93.293	328	329
WP_004479538.1	lcl|NZ_AFKV01000324.1_cds_WP_000744700.1_893	31.429	315	329
WP_004479538.1	lcl|NZ_AFKV01000144.1_cds_WP_000600889.1_2667	31.629	313	329
WP_004479538.1	lcl|NZ_AFKV01000201.1_cds_WP_001984071.1_1971	30.945	307	329
WP_004479538.1	lcl|NZ_AFKV01000464.1_cds_WP_000329357.1_427	27.097	310	329
WP_004479538.1	lcl|NZ_AFKV01000153.1_cds_WP_000649925.1_2547	29.721	323	329
WP_004479538.1	lcl|NZ_AFKV01000481.1_cds_WP_000709511.1_247	29.429	333	329
WP_004479538.1	lcl|NZ_AFKV01000478.1_cds_WP_001067557.1_284	29.316	307	329
WP_004479538.1	lcl|NZ_AFKV01000144.1_cds_WP_000601375.1_2640	25.632	277	329
WP_004479538.1	lcl|NZ_AFKV01000156.1_cds_WP_000688695.1_2449	28.720	289	329
WP_004479538.1	lcl|NZ_AFKV01000025.1_cds_WP_000475904.1_3758	27.536	276	329
WP_004479538.1	lcl|NZ_AFKV01000478.1_cds_WP_000410273.1_290	27.509	269	329
WP_004479538.1	lcl|NZ_AFKV01000165.1_cds_WP_001074785.1_2345	29.779	272	329
WP_004479538.1	lcl|NZ_AFKV01000286.1_cds_WP_001003555.1_1255	25.984	254	329
WP_004479538.1	lcl|NZ_AFKV01000144.1_cds_WP_000487322.1_2642	27.469	324	329
WP_004479538.1	lcl|NZ_AFKV01000057.1_cds_WP_141567925.1_3535	58.621	29	329
WP_282974014.1	lcl|NZ_AFKV01000478.1_cds_WP_000774262.1_286	88.764	267	267
WP_282974014.1	lcl|NZ_AFKV01000144.1_cds_WP_000859505.1_2643	26.442	208	267
WP_282974014.1	lcl|NZ_AFKV01000144.1_cds_WP_000800438.1_2662	26.178	191	267
WP_282974014.1	lcl|NZ_AFKV01000464.1_cds_WP_000842260.1_428	28.421	190	267
WP_282974014.1	lcl|NZ_AFKV01000062.1_cds_WP_000667726.1_3514	31.818	110	267
WP_282974014.1	lcl|NZ_AFKV01000124.1_cds_WP_000805357.1_3211	37.647	85	267
WP_004472307.1	lcl|NZ_AFKV01000478.1_cds_WP_000612797.1_285	88.386	508	509
WP_004472307.1	lcl|NZ_AFKV01000213.1_cds_WP_000291591.1_1816	27.134	328	509
WP_004472307.1	lcl|NZ_AFKV01000213.1_cds_WP_000364507.1_1815	28.889	90	509
WP_004472307.1	lcl|NZ_AFKV01000478.1_cds_WP_000612797.1_285	88.386	508	509
WP_004472307.1	lcl|NZ_AFKV01000213.1_cds_WP_000291591.1_1816	27.134	328	509
WP_004472307.1	lcl|NZ_AFKV01000213.1_cds_WP_000364507.1_1815	28.889	90	509
WP_004479660.1	lcl|NZ_AFKV01000478.1_cds_WP_001067557.1_284	92.424	330	330
WP_004479660.1	lcl|NZ_AFKV01000478.1_cds_WP_000646250.1_287	30.739	257	330
WP_004479660.1	lcl|NZ_AFKV01000201.1_cds_WP_001984071.1_1971	25.461	271	330
WP_004479660.1	lcl|NZ_AFKV01000144.1_cds_WP_000600889.1_2667	27.068	266	330
WP_004479660.1	lcl|NZ_AFKV01000324.1_cds_WP_000744700.1_893	27.215	316	330
WP_004479660.1	lcl|NZ_AFKV01000286.1_cds_WP_001003555.1_1255	27.572	243	330
WP_004479660.1	lcl|NZ_AFKV01000153.1_cds_WP_000649925.1_2547	30.078	256	330
WP_004479660.1	lcl|NZ_AFKV01000156.1_cds_WP_000688695.1_2449	26.957	230	330
WP_004479660.1	lcl|NZ_AFKV01000144.1_cds_WP_000601375.1_2640	26.182	275	330
WP_004479660.1	lcl|NZ_AFKV01000508.1_cds_WP_000457973.1_74	26.562	128	330
WP_004479660.1	lcl|NZ_AFKV01000144.1_cds_WP_000487322.1_2642	26.148	283	330
WP_004479660.1	lcl|NZ_AFKV01000481.1_cds_WP_000709511.1_247	30.464	151	330
WP_004472322.1	lcl|NZ_AFKV01000478.1_cds_WP_001198107.1_283	93.169	366	366
WP_004472322.1	lcl|NZ_AFKV01000478.1_cds_LEP2GSC132_RS01000000123440_282	38.904	365	366
WP_004472322.1	lcl|NZ_AFKV01000144.1_cds_WP_000346037.1_2659	28.000	375	366
WP_004472322.1	lcl|NZ_AFKV01000374.1_cds_WP_001281953.1_581	27.177	379	366
WP_004472322.1	lcl|NZ_AFKV01000478.1_cds_WP_000582222.1_272	32.464	345	366
WP_004472322.1	lcl|NZ_AFKV01000281.1_cds_WP_000538752.1_1313	29.412	357	366
WP_004472322.1	lcl|NZ_AFKV01000057.1_cds_WP_000563550.1_3529	30.508	236	366
WP_004472322.1	lcl|NZ_AFKV01000144.1_cds_WP_000947844.1_2666	25.507	345	366
WP_004472322.1	lcl|NZ_AFKV01000025.1_cds_WP_000575173.1_3769	37.615	109	366
WP_004472322.1	lcl|NZ_AFKV01000217.1_cds_WP_001982414.1_1733	31.053	190	366
WP_004472364.1	lcl|NZ_AFKV01000478.1_cds_LEP2GSC132_RS01000000123440_282	90.463	367	367
WP_004472364.1	lcl|NZ_AFKV01000478.1_cds_WP_001198107.1_283	39.452	365	367
WP_004472364.1	lcl|NZ_AFKV01000281.1_cds_WP_000538752.1_1313	32.075	371	367
WP_004472364.1	lcl|NZ_AFKV01000057.1_cds_WP_000563550.1_3529	35.319	235	367
WP_004472364.1	lcl|NZ_AFKV01000478.1_cds_WP_000582222.1_272	40.171	234	367
WP_004472364.1	lcl|NZ_AFKV01000374.1_cds_WP_001281953.1_581	29.894	378	367
WP_004472364.1	lcl|NZ_AFKV01000144.1_cds_WP_000346037.1_2659	24.267	375	367
WP_004472364.1	lcl|NZ_AFKV01000144.1_cds_WP_000947844.1_2666	25.970	335	367
WP_004472364.1	lcl|NZ_AFKV01000025.1_cds_WP_000575173.1_3769	40.000	125	367
WP_004472364.1	lcl|NZ_AFKV01000217.1_cds_WP_001982414.1_1733	25.138	362	367
WP_004479653.1	lcl|NZ_AFKV01000478.1_cds_WP_000689743.1_281	85.846	544	544
WP_004479653.1	lcl|NZ_AFKV01000478.1_cds_WP_000689743.1_281	85.846	544	544
WP_004470185.1	lcl|NZ_AFKV01000478.1_cds_WP_000342713.1_280	90.566	265	265
WP_004470185.1	lcl|NZ_AFKV01000075.1_cds_WP_001002663.1_3462	43.210	243	265
WP_020783869.1	lcl|NZ_AFKV01000478.1_cds_WP_001246618.1_279	89.032	310	310
WP_020783869.1	lcl|NZ_AFKV01000175.1_cds_WP_000501205.1_2250	35.526	304	310
WP_020783869.1	lcl|NZ_AFKV01000469.1_cds_WP_001183723.1_395	26.159	302	310
WP_020783869.1	lcl|NZ_AFKV01000294.1_cds_WP_000279894.1_1191	26.316	133	310
WP_020783869.1	lcl|NZ_AFKV01000478.1_cds_WP_001246618.1_279	89.032	310	310
WP_020783869.1	lcl|NZ_AFKV01000175.1_cds_WP_000501205.1_2250	35.526	304	310
WP_020783869.1	lcl|NZ_AFKV01000469.1_cds_WP_001183723.1_395	26.159	302	310
WP_020783869.1	lcl|NZ_AFKV01000294.1_cds_WP_000279894.1_1191	26.316	133	310
WP_032912997.1	lcl|NZ_AFKV01000478.1_cds_WP_000479982.1_278	89.394	264	264
WP_004470135.1	lcl|NZ_AFKV01000478.1_cds_WP_000715958.1_277	91.473	129	130
WP_032912999.1	lcl|NZ_AFKV01000478.1_cds_WP_001088866.1_276	83.448	145	145
WP_004470037.1	lcl|NZ_AFKV01000478.1_cds_WP_000517242.1_275	90.045	221	221
WP_004470037.1	lcl|NZ_AFKV01000230.1_cds_WP_001082180.1_1567	24.359	78	221
WP_004470037.1	lcl|NZ_AFKV01000475.1_cds_WP_001069833.1_311	27.723	101	221
WP_004470188.1	lcl|NZ_AFKV01000478.1_cds_WP_000611594.1_274	78.286	175	177
WP_004470188.1	lcl|NZ_AFKV01000305.1_cds_WP_001206947.1_1096	31.818	132	177
WP_282974009.1	lcl|NZ_AFKV01000478.1_cds_WP_001015422.1_273	83.960	399	408
WP_282974009.1	lcl|NZ_AFKV01000517.1_cds_WP_000347681.1_39	25.714	210	408
WP_282974009.1	lcl|NZ_AFKV01000230.1_cds_WP_001082180.1_1567	28.144	167	408
WP_282974009.1	lcl|NZ_AFKV01000144.1_cds_WP_000661932.1_2646	27.007	137	408
WP_004479640.1	lcl|NZ_AFKV01000478.1_cds_WP_000582222.1_272	82.865	356	362
WP_004479640.1	lcl|NZ_AFKV01000374.1_cds_WP_001281953.1_581	30.591	389	362
WP_004479640.1	lcl|NZ_AFKV01000478.1_cds_LEP2GSC132_RS01000000123440_282	34.118	340	362
WP_004479640.1	lcl|NZ_AFKV01000144.1_cds_WP_000947844.1_2666	28.767	365	362
WP_004479640.1	lcl|NZ_AFKV01000478.1_cds_WP_001198107.1_283	30.747	348	362
WP_004479640.1	lcl|NZ_AFKV01000217.1_cds_WP_001982414.1_1733	23.269	361	362
WP_004479640.1	lcl|NZ_AFKV01000144.1_cds_WP_000346037.1_2659	28.287	251	362
WP_004479640.1	lcl|NZ_AFKV01000281.1_cds_WP_000538752.1_1313	28.175	252	362
WP_004479640.1	lcl|NZ_AFKV01000057.1_cds_WP_000563550.1_3529	28.261	184	362
WP_004479640.1	lcl|NZ_AFKV01000025.1_cds_WP_000575173.1_3769	32.432	111	362
WP_004479675.1	lcl|NZ_AFKV01000043.1_cds_WP_000007746.1_3608	61.333	225	229
WP_004479675.1	lcl|NZ_AFKV01000478.1_cds_WP_223809837.1_269	62.559	211	229
WP_004479675.1	lcl|NZ_AFKV01000144.1_cds_WP_000516588.1_2665	20.611	131	229
WP_004479675.1	lcl|NZ_AFKV01000017.1_cds_WP_000462634.1_3835	25.000	108	229
WP_050558826.1	lcl|NZ_AFKV01000478.1_cds_WP_000344487.1_271	47.826	69	71
WP_282974006.1	lcl|NZ_AFKV01000478.1_cds_WP_001106774.1_268	70.913	416	427
WP_004479537.1	lcl|NZ_AFKV01000478.1_cds_WP_001015422.1_273	34.541	414	409
WP_004479537.1	lcl|NZ_AFKV01000230.1_cds_WP_001082180.1_1567	26.829	123	409
WP_004479537.1	lcl|NZ_AFKV01000517.1_cds_WP_000347681.1_39	23.649	148	409
WP_004479635.1	lcl|NZ_AFKV01000478.1_cds_LEP2GSC132_RS01000000123440_282	38.843	363	367
WP_004479635.1	lcl|NZ_AFKV01000057.1_cds_WP_000563550.1_3529	40.084	237	367
WP_004479635.1	lcl|NZ_AFKV01000478.1_cds_WP_001198107.1_283	33.056	360	367
WP_004479635.1	lcl|NZ_AFKV01000281.1_cds_WP_000538752.1_1313	36.827	353	367
WP_004479635.1	lcl|NZ_AFKV01000374.1_cds_WP_001281953.1_581	27.704	379	367
