WP_004462903.1	lcl|NZ_JASEXI010000064.1_cds_WP_004462903.1_3423	100.000	87	106
WP_004472299.1	lcl|NZ_JASEXI010000064.1_cds_WP_061220368.1_3422	99.687	319	319
WP_004472299.1	lcl|NZ_JASEXI010000013.1_cds_WP_004461583.1_1517	25.309	324	319
WP_004472299.1	lcl|NZ_JASEXI010000064.1_cds_WP_004479538.1_3419	27.407	270	319
WP_004472299.1	lcl|NZ_JASEXI010000028.1_cds_WP_004476514.1_2538	22.867	293	319
WP_004472299.1	lcl|NZ_JASEXI010000023.1_cds_WP_061220221.1_1827	21.799	289	319
WP_004472299.1	lcl|NZ_JASEXI010000001.1_cds_WP_004490254.1_86	23.392	171	319
WP_004479563.1	lcl|NZ_JASEXI010000064.1_cds_WP_004479563.1_3421	99.726	365	365
WP_004472170.1	lcl|NZ_JASEXI010000064.1_cds_WP_016755108.1_3420	99.459	185	185
WP_004472170.1	lcl|NZ_JASEXI010000003.1_cds_WP_004460143.1_418	34.932	146	185
WP_004479538.1	lcl|NZ_JASEXI010000064.1_cds_WP_004479538.1_3419	100.000	329	329
WP_004479538.1	lcl|NZ_JASEXI010000013.1_cds_WP_004461583.1_1517	29.524	315	329
WP_004479538.1	lcl|NZ_JASEXI010000023.1_cds_WP_061220221.1_1827	32.154	311	329
WP_004479538.1	lcl|NZ_JASEXI010000028.1_cds_WP_004476514.1_2538	29.940	334	329
WP_004479538.1	lcl|NZ_JASEXI010000005.1_cds_WP_004487738.1_745	30.341	323	329
WP_004479538.1	lcl|NZ_JASEXI010000023.1_cds_WP_004461242.1_1830	28.485	330	329
WP_004479538.1	lcl|NZ_JASEXI010000001.1_cds_WP_004490254.1_86	26.190	336	329
WP_004479538.1	lcl|NZ_JASEXI010000064.1_cds_WP_020783865.1_3416	29.470	302	329
WP_004479538.1	lcl|NZ_JASEXI010000008.1_cds_WP_061219727.1_1101	25.588	340	329
WP_004479538.1	lcl|NZ_JASEXI010000064.1_cds_WP_061220368.1_3422	28.044	271	329
WP_004479538.1	lcl|NZ_JASEXI010000028.1_cds_WP_004472277.1_2520	26.667	240	329
WP_004479538.1	lcl|NZ_JASEXI010000007.1_cds_WP_004470510.1_976	27.174	276	329
WP_004479538.1	lcl|NZ_JASEXI010000008.1_cds_WP_004459320.1_1048	27.869	244	329
WP_004479538.1	lcl|NZ_JASEXI010000024.1_cds_WP_004489949.1_2302	23.565	331	329
WP_282974014.1	lcl|NZ_JASEXI010000064.1_cds_WP_061220367.1_3418	98.876	267	267
WP_282974014.1	lcl|NZ_JASEXI010000028.1_cds_WP_004476528.1_2539	28.947	190	267
WP_282974014.1	lcl|NZ_JASEXI010000001.1_cds_WP_004474348.1_56	29.612	206	267
WP_282974014.1	lcl|NZ_JASEXI010000057.1_cds_WP_081101751.1_1798	27.568	185	267
WP_282974014.1	lcl|NZ_JASEXI010000001.1_cds_WP_004490253.1_87	27.368	190	267
WP_004472307.1	lcl|NZ_JASEXI010000064.1_cds_WP_020783862.1_3417	99.411	509	509
WP_004472307.1	lcl|NZ_JASEXI010000029.1_cds_WP_061220117.1_2655	26.911	327	509
WP_004472307.1	lcl|NZ_JASEXI010000029.1_cds_WP_061220116.1_2654	30.000	90	509
WP_004472307.1	lcl|NZ_JASEXI010000064.1_cds_WP_020783862.1_3417	99.411	509	509
WP_004472307.1	lcl|NZ_JASEXI010000029.1_cds_WP_061220117.1_2655	26.911	327	509
WP_004472307.1	lcl|NZ_JASEXI010000029.1_cds_WP_061220116.1_2654	30.000	90	509
WP_004479660.1	lcl|NZ_JASEXI010000064.1_cds_WP_020783865.1_3416	99.697	330	330
WP_004479660.1	lcl|NZ_JASEXI010000064.1_cds_WP_004479538.1_3419	29.470	302	330
WP_004479660.1	lcl|NZ_JASEXI010000023.1_cds_WP_061220221.1_1827	26.007	273	330
WP_004479660.1	lcl|NZ_JASEXI010000013.1_cds_WP_004461583.1_1517	28.261	276	330
WP_004479660.1	lcl|NZ_JASEXI010000028.1_cds_WP_004476514.1_2538	27.673	318	330
WP_004479660.1	lcl|NZ_JASEXI010000008.1_cds_WP_061219727.1_1101	26.364	220	330
WP_004479660.1	lcl|NZ_JASEXI010000005.1_cds_WP_004487738.1_745	29.688	256	330
WP_004479660.1	lcl|NZ_JASEXI010000024.1_cds_WP_004489949.1_2302	24.280	243	330
WP_004479660.1	lcl|NZ_JASEXI010000072.1_cds_WP_020783617.1_3477	26.667	150	330
WP_004479660.1	lcl|NZ_JASEXI010000001.1_cds_WP_004490254.1_86	25.714	140	330
WP_004479660.1	lcl|NZ_JASEXI010000006.1_cds_WP_004478741.1_815	28.125	128	330
WP_004479660.1	lcl|NZ_JASEXI010000007.1_cds_WP_004470510.1_976	27.692	130	330
WP_004479660.1	lcl|NZ_JASEXI010000023.1_cds_WP_004461242.1_1830	30.464	151	330
WP_004472322.1	lcl|NZ_JASEXI010000064.1_cds_WP_004472322.1_3415	100.000	366	366
WP_004472322.1	lcl|NZ_JASEXI010000064.1_cds_WP_061220366.1_3414	39.178	365	366
WP_004472322.1	lcl|NZ_JASEXI010000028.1_cds_WP_004462146.1_2531	31.445	353	366
WP_004472322.1	lcl|NZ_JASEXI010000001.1_cds_WP_004466571.1_50	28.191	376	366
WP_004472322.1	lcl|NZ_JASEXI010000072.1_cds_WP_004470269.1_3478	30.890	382	366
WP_004472322.1	lcl|NZ_JASEXI010000026.1_cds_WP_004465893.1_2384	29.972	357	366
WP_004472322.1	lcl|NZ_JASEXI010000008.1_cds_WP_004460480.1_1100	29.730	185	366
WP_004472322.1	lcl|NZ_JASEXI010000064.1_cds_QMM44_RS17030_3412	55.556	27	366
WP_004472364.1	lcl|NZ_JASEXI010000064.1_cds_WP_061220366.1_3414	99.728	367	367
WP_004472364.1	lcl|NZ_JASEXI010000064.1_cds_WP_004472322.1_3415	39.452	365	367
WP_004472364.1	lcl|NZ_JASEXI010000028.1_cds_WP_004462146.1_2531	38.000	350	367
WP_004472364.1	lcl|NZ_JASEXI010000026.1_cds_WP_004465893.1_2384	34.121	381	367
WP_004472364.1	lcl|NZ_JASEXI010000072.1_cds_WP_004470269.1_3478	32.782	363	367
WP_004472364.1	lcl|NZ_JASEXI010000001.1_cds_WP_004466571.1_50	30.548	383	367
WP_004472364.1	lcl|NZ_JASEXI010000064.1_cds_QMM44_RS17030_3412	100.000	33	367
WP_004472364.1	lcl|NZ_JASEXI010000008.1_cds_WP_004460480.1_1100	25.691	362	367
WP_004472364.1	lcl|NZ_JASEXI010000003.1_cds_WP_032919800.1_453	32.990	97	367
WP_004479653.1	lcl|NZ_JASEXI010000067.1_cds_QMM44_RS17165_3439	100.000	391	544
WP_004479653.1	lcl|NZ_JASEXI010000064.1_cds_QMM44_RS17035_3413	100.000	131	544
WP_004479653.1	lcl|NZ_JASEXI010000067.1_cds_QMM44_RS17165_3439	100.000	391	544
WP_004479653.1	lcl|NZ_JASEXI010000064.1_cds_QMM44_RS17035_3413	100.000	131	544
WP_004470185.1	lcl|NZ_JASEXI010000067.1_cds_WP_004470185.1_3440	100.000	265	265
WP_004470185.1	lcl|NZ_JASEXI010000025.1_cds_WP_004457662.1_2317	41.700	247	265
WP_020783869.1	lcl|NZ_JASEXI010000067.1_cds_WP_061220365.1_3441	99.032	310	310
WP_020783869.1	lcl|NZ_JASEXI010000042.1_cds_WP_004463516.1_3055	35.932	295	310
WP_020783869.1	lcl|NZ_JASEXI010000014.1_cds_WP_004461490.1_1614	26.623	308	310
WP_020783869.1	lcl|NZ_JASEXI010000007.1_cds_WP_004490381.1_941	26.316	133	310
WP_020783869.1	lcl|NZ_JASEXI010000067.1_cds_WP_061220365.1_3441	99.032	310	310
WP_020783869.1	lcl|NZ_JASEXI010000042.1_cds_WP_004463516.1_3055	35.932	295	310
WP_020783869.1	lcl|NZ_JASEXI010000014.1_cds_WP_004461490.1_1614	26.623	308	310
WP_020783869.1	lcl|NZ_JASEXI010000007.1_cds_WP_004490381.1_941	26.316	133	310
WP_032912997.1	lcl|NZ_JASEXI010000067.1_cds_WP_061220364.1_3442	99.621	264	264
WP_004470135.1	lcl|NZ_JASEXI010000067.1_cds_WP_004470135.1_3443	100.000	130	130
WP_032912999.1	lcl|NZ_JASEXI010000067.1_cds_WP_032912999.1_3444	100.000	145	145
WP_004470037.1	lcl|NZ_JASEXI010000067.1_cds_WP_004470037.1_3445	100.000	221	221
WP_004470037.1	lcl|NZ_JASEXI010000010.1_cds_WP_032924366.1_1292	37.037	54	221
WP_004470037.1	lcl|NZ_JASEXI010000017.1_cds_WP_004462594.1_1918	26.733	101	221
WP_282974011.1	lcl|NZ_JASEXI010000067.1_cds_WP_235595063.1_3446	98.969	97	141
WP_282974011.1	lcl|NZ_JASEXI010000067.1_cds_WP_235595063.1_3446	88.889	36	141
WP_004470188.1	lcl|NZ_JASEXI010000067.1_cds_WP_004470188.1_3447	100.000	177	177
WP_004470188.1	lcl|NZ_JASEXI010000013.1_cds_WP_004471088.1_1483	31.818	132	177
WP_282974009.1	lcl|NZ_JASEXI010000067.1_cds_WP_282971113.1_3448	91.844	282	408
WP_282974009.1	lcl|NZ_JASEXI010000102.1_cds_QMM44_RS17870_3581	82.609	92	408
WP_282974009.1	lcl|NZ_JASEXI010000014.1_cds_WP_004485455.1_1603	25.333	225	408
