WP_004462903.1	lcl|NZ_MCLU01000071.1_cds_WP_000340715.1_3415	95.402	87	106
WP_004472299.1	lcl|NZ_MCLU01000071.1_cds_WP_000410273.1_3414	92.581	310	319
WP_004472299.1	lcl|NZ_MCLU01000071.1_cds_WP_000646255.1_3411	27.037	270	319
WP_004472299.1	lcl|NZ_MCLU01000013.1_cds_WP_000744695.1_655	25.382	327	319
WP_004472299.1	lcl|NZ_MCLU01000068.1_cds_WP_000649929.1_3295	28.485	330	319
WP_004472299.1	lcl|NZ_MCLU01000008.1_cds_WP_000600891.1_3610	23.118	186	319
WP_004472299.1	lcl|NZ_MCLU01000185.1_cds_WP_000723081.1_1286	23.368	291	319
WP_004472299.1	lcl|NZ_MCLU01000071.1_cds_WP_001067557.1_3408	24.012	329	319
WP_004472299.1	lcl|NZ_MCLU01000025.1_cds_WP_002064390.1_1872	22.093	258	319
WP_004479563.1	lcl|NZ_MCLU01000071.1_cds_WP_000604524.1_3413	83.562	365	365
WP_004472170.1	lcl|NZ_MCLU01000071.1_cds_WP_000884059.1_3412	94.595	185	185
WP_004472170.1	lcl|NZ_MCLU01000009.1_cds_WP_000351733.1_3798	39.286	140	185
WP_004479538.1	lcl|NZ_MCLU01000071.1_cds_WP_000646255.1_3411	92.988	328	329
WP_004479538.1	lcl|NZ_MCLU01000013.1_cds_WP_000744695.1_655	31.429	315	329
WP_004479538.1	lcl|NZ_MCLU01000008.1_cds_WP_000600891.1_3610	31.949	313	329
WP_004479538.1	lcl|NZ_MCLU01000185.1_cds_WP_000723081.1_1286	29.552	335	329
WP_004479538.1	lcl|NZ_MCLU01000025.1_cds_WP_002064390.1_1872	30.619	307	329
WP_004479538.1	lcl|NZ_MCLU01000068.1_cds_WP_000649929.1_3295	29.721	323	329
WP_004479538.1	lcl|NZ_MCLU01000025.1_cds_WP_000709511.1_1882	29.429	333	329
WP_004479538.1	lcl|NZ_MCLU01000071.1_cds_WP_001067557.1_3408	29.316	307	329
WP_004479538.1	lcl|NZ_MCLU01000008.1_cds_WP_000601375.1_3583	25.632	277	329
WP_004479538.1	lcl|NZ_MCLU01000095.1_cds_WP_000688698.1_3902	28.720	289	329
WP_004479538.1	lcl|NZ_MCLU01000008.1_cds_WP_000475897.1_3575	27.132	258	329
WP_004479538.1	lcl|NZ_MCLU01000071.1_cds_WP_000410273.1_3414	27.509	269	329
WP_004479538.1	lcl|NZ_MCLU01000030.1_cds_WP_001074779.1_2189	29.412	272	329
WP_004479538.1	lcl|NZ_MCLU01000008.1_cds_WP_000487319.1_3585	27.778	324	329
WP_004479538.1	lcl|NZ_MCLU01000034.1_cds_WP_001003563.1_2333	25.591	254	329
WP_282974014.1	lcl|NZ_MCLU01000071.1_cds_WP_000774259.1_3410	89.139	267	267
WP_282974014.1	lcl|NZ_MCLU01000008.1_cds_WP_000859505.1_3586	26.442	208	267
WP_282974014.1	lcl|NZ_MCLU01000008.1_cds_WP_000800439.1_3605	26.178	191	267
WP_282974014.1	lcl|NZ_MCLU01000185.1_cds_WP_000842260.1_1287	28.421	190	267
WP_282974014.1	lcl|NZ_MCLU01000037.1_cds_WP_000667727.1_2412	31.818	110	267
WP_282974014.1	lcl|NZ_MCLU01000011.1_cds_WP_000805357.1_286	37.647	85	267
WP_004472307.1	lcl|NZ_MCLU01000071.1_cds_WP_000612799.1_3409	88.386	508	509
WP_004472307.1	lcl|NZ_MCLU01000003.1_cds_WP_000291581.1_2106	27.576	330	509
