WP_004462903.1	lcl|NZ_JADDUX010000001.1_cds_WP_002725873.1_870	95.402	87	106
WP_004472299.1	lcl|NZ_JADDUX010000001.1_cds_WP_002733579.1_869	91.935	310	319
WP_004472299.1	lcl|NZ_JADDUX010000001.1_cds_WP_002733534.1_866	25.926	270	319
WP_004472299.1	lcl|NZ_JADDUX010000020.1_cds_WP_002722638.1_983	23.242	327	319
WP_004472299.1	lcl|NZ_JADDUX010000001.1_cds_WP_002740024.1_775	22.867	293	319
WP_004472299.1	lcl|NZ_JADDUX010000003.1_cds_IQA48_RS01675_2007	25.620	242	319
WP_004472299.1	lcl|NZ_JADDUX010000001.1_cds_WP_016749081.1_837	23.313	326	319
WP_004472299.1	lcl|NZ_JADDUX010000007.1_cds_WP_002743770.1_3189	23.392	171	319
WP_004479563.1	lcl|NZ_JADDUX010000001.1_cds_WP_026054882.1_868	89.315	365	365
WP_004472170.1	lcl|NZ_JADDUX010000001.1_cds_WP_002733646.1_867	94.595	185	185
WP_004472170.1	lcl|NZ_JADDUX010000005.1_cds_WP_002721790.1_2870	35.616	146	185
WP_004479538.1	lcl|NZ_JADDUX010000001.1_cds_WP_002733534.1_866	93.598	328	329
WP_004479538.1	lcl|NZ_JADDUX010000001.1_cds_WP_002740024.1_775	29.042	334	329
WP_004479538.1	lcl|NZ_JADDUX010000020.1_cds_WP_002722638.1_983	29.206	315	329
WP_004479538.1	lcl|NZ_JADDUX010000003.1_cds_IQA48_RS01675_2007	31.169	308	329
WP_004479538.1	lcl|NZ_JADDUX010000003.1_cds_WP_002728316.1_2010	28.182	330	329
WP_004479538.1	lcl|NZ_JADDUX010000069.1_cds_WP_002741146.1_2976	29.467	319	329
WP_004479538.1	lcl|NZ_JADDUX010000007.1_cds_WP_002743770.1_3189	26.100	341	329
WP_004479538.1	lcl|NZ_JADDUX010000001.1_cds_WP_002733638.1_829	27.855	359	329
WP_004479538.1	lcl|NZ_JADDUX010000001.1_cds_IQA48_RS00460_863	29.316	307	329
WP_004479538.1	lcl|NZ_JADDUX010000001.1_cds_WP_002733546.1_800	25.000	268	329
WP_004479538.1	lcl|NZ_JADDUX010000008.1_cds_WP_002732331.1_3316	25.000	340	329
WP_004479538.1	lcl|NZ_JADDUX010000001.1_cds_WP_002744551.1_835	29.630	270	329
WP_004479538.1	lcl|NZ_JADDUX010000001.1_cds_WP_002733698.1_792	26.642	274	329
WP_004479538.1	lcl|NZ_JADDUX010000001.1_cds_WP_002733579.1_869	26.908	249	329
WP_004479538.1	lcl|NZ_JADDUX010000001.1_cds_WP_016749081.1_837	24.765	319	329
WP_004479538.1	lcl|NZ_JADDUX010000056.1_cds_WP_002740236.1_2678	26.645	304	329
WP_004479538.1	lcl|NZ_JADDUX010000006.1_cds_WP_002739935.1_3078	27.869	244	329
WP_004479538.1	lcl|NZ_JADDUX010000006.1_cds_WP_002721725.1_2991	24.036	337	329
WP_004479538.1	lcl|NZ_JADDUX010000001.1_cds_WP_002733757.1_802	30.337	178	329
WP_282974014.1	lcl|NZ_JADDUX010000001.1_cds_WP_002733627.1_865	89.888	267	267
WP_282974014.1	lcl|NZ_JADDUX010000001.1_cds_WP_002727921.1_774	28.042	189	267
WP_282974014.1	lcl|NZ_JADDUX010000001.1_cds_WP_002740926.1_824	25.131	191	267
WP_282974014.1	lcl|NZ_JADDUX010000001.1_cds_WP_002738295.1_803	26.316	209	267
WP_282974014.1	lcl|NZ_JADDUX010000004.1_cds_WP_002766579.1_2526	27.568	185	267
WP_282974014.1	lcl|NZ_JADDUX010000026.1_cds_WP_002729040.1_1331	32.258	93	267
WP_282974014.1	lcl|NZ_JADDUX010000007.1_cds_IQA48_RS04765_3190	25.926	189	267
WP_004472307.1	lcl|NZ_JADDUX010000001.1_cds_WP_002740779.1_864	87.992	508	509
WP_004472307.1	lcl|NZ_JADDUX010000010.1_cds_WP_002728536.1_39	27.551	294	509
WP_004472307.1	lcl|NZ_JADDUX010000010.1_cds_WP_002728534.1_40	28.889	90	509
WP_004472307.1	lcl|NZ_JADDUX010000001.1_cds_WP_002740779.1_864	87.992	508	509
WP_004472307.1	lcl|NZ_JADDUX010000010.1_cds_WP_002728536.1_39	27.551	294	509
WP_004472307.1	lcl|NZ_JADDUX010000010.1_cds_WP_002728534.1_40	28.889	90	509
WP_004479660.1	lcl|NZ_JADDUX010000001.1_cds_IQA48_RS00460_863	92.424	330	330
WP_004479660.1	lcl|NZ_JADDUX010000003.1_cds_IQA48_RS01675_2007	27.306	271	330
WP_004479660.1	lcl|NZ_JADDUX010000001.1_cds_WP_002733534.1_866	30.164	305	330
WP_004479660.1	lcl|NZ_JADDUX010000001.1_cds_WP_002744551.1_835	27.397	292	330
WP_004479660.1	lcl|NZ_JADDUX010000020.1_cds_WP_002722638.1_983	27.174	276	330
WP_004479660.1	lcl|NZ_JADDUX010000001.1_cds_WP_002740024.1_775	27.129	317	330
WP_004479660.1	lcl|NZ_JADDUX010000008.1_cds_WP_002732331.1_3316	26.638	229	330
WP_004479660.1	lcl|NZ_JADDUX010000069.1_cds_WP_002741146.1_2976	29.225	284	330
WP_004479660.1	lcl|NZ_JADDUX010000006.1_cds_WP_002721725.1_2991	23.372	261	330
WP_004479660.1	lcl|NZ_JADDUX010000001.1_cds_WP_002733546.1_800	25.279	269	330
WP_004479660.1	lcl|NZ_JADDUX010000035.1_cds_WP_002739707.1_1861	28.125	128	330
WP_004479660.1	lcl|NZ_JADDUX010000006.1_cds_WP_002739935.1_3078	26.014	296	330
WP_004479660.1	lcl|NZ_JADDUX010000056.1_cds_WP_002740236.1_2678	25.514	243	330
WP_004479660.1	lcl|NZ_JADDUX010000001.1_cds_WP_002733638.1_829	24.211	285	330
WP_004479660.1	lcl|NZ_JADDUX010000003.1_cds_WP_002728316.1_2010	30.464	151	330
WP_004472322.1	lcl|NZ_JADDUX010000001.1_cds_WP_002740826.1_862	91.803	366	366
WP_004472322.1	lcl|NZ_JADDUX010000001.1_cds_WP_002740861.1_861	39.178	365	366
WP_004472322.1	lcl|NZ_JADDUX010000001.1_cds_WP_002733737.1_841	33.898	354	366
WP_004472322.1	lcl|NZ_JADDUX010000001.1_cds_WP_002740294.1_781	32.558	344	366
WP_004472322.1	lcl|NZ_JADDUX010000026.1_cds_WP_002728994.1_1337	28.042	378	366
WP_004472322.1	lcl|NZ_JADDUX010000003.1_cds_WP_002738884.1_2057	29.380	371	366
WP_004472322.1	lcl|NZ_JADDUX010000001.1_cds_WP_002733599.1_828	26.536	358	366
