WP_004462903.1	lcl|NZ_AKWS02000046.1_cds_WP_004462903.1_1491	100.000	87	106
WP_004472299.1	lcl|NZ_AKWS02000046.1_cds_WP_004477867.1_1490	100.000	310	319
WP_004472299.1	lcl|NZ_AKWS02000045.1_cds_WP_004461583.1_1766	25.309	324	319
WP_004472299.1	lcl|NZ_AKWS02000046.1_cds_WP_004490069.1_1475	23.022	278	319
WP_004472299.1	lcl|NZ_AKWS02000046.1_cds_WP_002178501.1_1452	23.457	324	319
WP_004472299.1	lcl|NZ_AKWS02000046.1_cds_WP_004476514.1_1399	22.867	293	319
WP_004472299.1	lcl|NZ_AKWS02000044.1_cds_WP_004461234.1_1885	22.145	289	319
WP_004472299.1	lcl|NZ_AKWS02000053.1_cds_WP_004490254.1_1086	23.392	171	319
WP_004472170.1	lcl|NZ_AKWS02000001.1_cds_WP_004460143.1_3787	34.932	146	185
WP_004479538.1	lcl|NZ_AKWS02000046.1_cds_WP_002178501.1_1452	33.631	336	329
WP_004479538.1	lcl|NZ_AKWS02000046.1_cds_WP_004462894.1_1486	31.579	342	329
WP_004479538.1	lcl|NZ_AKWS02000046.1_cds_WP_004490069.1_1475	30.769	299	329
WP_004479538.1	lcl|NZ_AKWS02000044.1_cds_WP_004461234.1_1885	32.476	311	329
WP_004479538.1	lcl|NZ_AKWS02000045.1_cds_WP_004461583.1_1766	29.524	315	329
WP_004479538.1	lcl|NZ_AKWS02000046.1_cds_WP_004476514.1_1399	29.940	334	329
WP_004479538.1	lcl|NZ_AKWS02000013.1_cds_WP_004472946.1_3149	30.031	323	329
WP_004479538.1	lcl|NZ_AKWS02000044.1_cds_WP_004467290.1_1888	28.261	322	329
WP_004479538.1	lcl|NZ_AKWS02000053.1_cds_WP_004490254.1_1086	26.190	336	329
WP_004479538.1	lcl|NZ_AKWS02000063.1_cds_WP_032920079.1_536	25.294	340	329
WP_004479538.1	lcl|NZ_AKWS02000046.1_cds_WP_004477867.1_1490	28.044	271	329
WP_004479538.1	lcl|NZ_AKWS02000046.1_cds_WP_004490122.1_1431	31.250	160	329
WP_004479538.1	lcl|NZ_AKWS02000058.1_cds_WP_004470510.1_882	27.174	276	329
WP_004479538.1	lcl|NZ_AKWS02000046.1_cds_WP_002178821.1_1465	25.306	245	329
WP_004479538.1	lcl|NZ_AKWS02000063.1_cds_WP_004472818.1_591	27.869	244	329
WP_004479538.1	lcl|NZ_AKWS02000045.1_cds_WP_004489949.1_1673	23.565	331	329
WP_282974014.1	lcl|NZ_AKWS02000046.1_cds_WP_004490115.1_1470	30.901	233	267
WP_282974014.1	lcl|NZ_AKWS02000046.1_cds_WP_004476528.1_1398	28.947	190	267
WP_282974014.1	lcl|NZ_AKWS02000035.1_cds_WP_004474348.1_2136	29.612	206	267
WP_282974014.1	lcl|NZ_AKWS02000044.1_cds_WP_016754360.1_1856	27.568	185	267
WP_282974014.1	lcl|NZ_AKWS02000046.1_cds_WP_000869621.1_1432	21.912	251	267
WP_282974014.1	lcl|NZ_AKWS02000053.1_cds_WP_004490253.1_1087	27.368	190	267
WP_004472307.1	lcl|NZ_AKWS02000021.1_cds_WP_004463881.1_2910	26.911	327	509
WP_004472307.1	lcl|NZ_AKWS02000021.1_cds_WP_004460640.1_2909	30.000	90	509
WP_004472307.1	lcl|NZ_AKWS02000021.1_cds_WP_004463881.1_2910	26.911	327	509
WP_004472307.1	lcl|NZ_AKWS02000021.1_cds_WP_004460640.1_2909	30.000	90	509
WP_004479660.1	lcl|NZ_AKWS02000044.1_cds_WP_004461234.1_1885	26.374	273	330
WP_004479660.1	lcl|NZ_AKWS02000046.1_cds_WP_002178501.1_1452	28.571	252	330
WP_004479660.1	lcl|NZ_AKWS02000045.1_cds_WP_004461583.1_1766	28.261	276	330
WP_004479660.1	lcl|NZ_AKWS02000046.1_cds_WP_004490069.1_1475	23.792	269	330
WP_004479660.1	lcl|NZ_AKWS02000046.1_cds_WP_004476514.1_1399	27.673	318	330
WP_004479660.1	lcl|NZ_AKWS02000063.1_cds_WP_032920079.1_536	26.126	222	330
WP_004479660.1	lcl|NZ_AKWS02000046.1_cds_WP_002178821.1_1465	25.993	277	330
WP_004479660.1	lcl|NZ_AKWS02000046.1_cds_WP_004462894.1_1486	27.586	232	330
WP_004479660.1	lcl|NZ_AKWS02000013.1_cds_WP_004472946.1_3149	29.688	256	330
WP_004479660.1	lcl|NZ_AKWS02000045.1_cds_WP_004489949.1_1673	24.280	243	330
WP_004479660.1	lcl|NZ_AKWS02000053.1_cds_WP_004490254.1_1086	25.714	140	330
