WP_004462903.1	lcl|NZ_AOGZ02000008.1_cds_WP_040506276.1_3173	61.972	71	106
WP_004472299.1	lcl|NZ_AOGZ02000008.1_cds_WP_015680127.1_3174	78.165	316	319
WP_004472299.1	lcl|NZ_AOGZ02000014.1_cds_WP_015681154.1_2333	28.254	315	319
WP_004472299.1	lcl|NZ_AOGZ02000014.1_cds_WP_002988752.1_2359	24.233	326	319
WP_004472299.1	lcl|NZ_AOGZ02000016.1_cds_WP_015682959.1_330	25.731	171	319
WP_004472170.1	lcl|NZ_AOGZ02000014.1_cds_WP_015682453.1_529	32.812	128	185
WP_004479538.1	lcl|NZ_AOGZ02000014.1_cds_WP_002988752.1_2359	29.936	314	329
WP_004479538.1	lcl|NZ_AOGZ02000014.1_cds_WP_015681993.1_1791	29.126	309	329
WP_004479538.1	lcl|NZ_AOGZ02000016.1_cds_WP_015682959.1_330	27.273	341	329
WP_004479538.1	lcl|NZ_AOGZ02000014.1_cds_WP_015681103.1_1961	27.545	334	329
WP_004479538.1	lcl|NZ_AOGZ02000014.1_cds_WP_015681154.1_2333	27.796	313	329
WP_004479538.1	lcl|NZ_AOGZ02000008.1_cds_WP_015680175.1_3193	27.778	270	329
WP_004479538.1	lcl|NZ_AOGZ02000008.1_cds_WP_015680127.1_3174	25.949	316	329
WP_004479538.1	lcl|NZ_AOGZ02000014.1_cds_WP_015681799.1_2020	27.778	252	329
WP_004479538.1	lcl|NZ_AOGZ02000008.1_cds_WP_015679926.1_3206	27.536	276	329
WP_004479538.1	lcl|NZ_AOGZ02000008.1_cds_WP_015680095.1_3215	23.228	254	329
WP_004479538.1	lcl|NZ_AOGZ02000008.1_cds_WP_015679965.1_3203	24.111	253	329
WP_004479538.1	lcl|NZ_AOGZ02000014.1_cds_WP_015682510.1_2412	28.689	244	329
WP_004479538.1	lcl|NZ_AOGZ02000014.1_cds_WP_015682335.1_2696	27.072	181	329
WP_004479538.1	lcl|NZ_AOGZ02000016.1_cds_WP_198012817.1_319	26.214	206	329
WP_004479538.1	lcl|NZ_AOGZ02000008.1_cds_WP_015680113.1_3246	24.254	268	329
WP_004479538.1	lcl|NZ_AOGZ02000008.1_cds_WP_198012763.1_3201	32.432	111	329
WP_004479538.1	lcl|NZ_AOGZ02000014.1_cds_WP_015682752.1_2012	20.677	266	329
WP_282974014.1	lcl|NZ_AOGZ02000008.1_cds_WP_015679908.1_3307	24.031	258	267
WP_282974014.1	lcl|NZ_AOGZ02000008.1_cds_WP_015679951.1_3210	23.445	209	267
WP_282974014.1	lcl|NZ_AOGZ02000014.1_cds_WP_084597410.1_1897	26.705	176	267
WP_282974014.1	lcl|NZ_AOGZ02000014.1_cds_WP_015682227.1_2049	34.831	89	267
WP_282974014.1	lcl|NZ_AOGZ02000016.1_cds_WP_015683043.1_331	29.082	196	267
WP_004472307.1	lcl|NZ_AOGZ02000014.1_cds_WP_015680896.1_507	22.647	340	509
WP_004472307.1	lcl|NZ_AOGZ02000014.1_cds_WP_015681983.1_506	26.415	106	509
WP_004472307.1	lcl|NZ_AOGZ02000014.1_cds_WP_015680896.1_507	22.647	340	509
