WP_004462903.1	lcl|NZ_RQFX01000189.1_cds_WP_035983633.1_812	62.821	78	106
WP_004472299.1	lcl|NZ_RQFX01000189.1_cds_WP_135748742.1_809	78.594	313	319
WP_004472299.1	lcl|NZ_RQFX01000192.1_cds_WP_135748927.1_667	24.233	326	319
WP_004472299.1	lcl|NZ_RQFX01000192.1_cds_WP_135748906.1_640	28.165	316	319
WP_004472299.1	lcl|NZ_RQFX01000189.1_cds_WP_135748743.1_810	22.605	261	319
WP_004472299.1	lcl|NZ_RQFX01000129.1_cds_WP_135748100.1_1418	23.839	323	319
WP_004472299.1	lcl|NZ_RQFX01000254.1_cds_WP_135749866.1_2639	24.561	171	319
WP_004472170.1	lcl|NZ_RQFX01000230.1_cds_WP_135749621.1_465	31.361	169	185
WP_004479538.1	lcl|NZ_RQFX01000192.1_cds_WP_135748927.1_667	30.255	314	329
WP_004479538.1	lcl|NZ_RQFX01000129.1_cds_WP_135748100.1_1418	30.351	313	329
WP_004479538.1	lcl|NZ_RQFX01000189.1_cds_WP_135748743.1_810	27.410	332	329
WP_004479538.1	lcl|NZ_RQFX01000254.1_cds_WP_135749866.1_2639	27.381	336	329
WP_004479538.1	lcl|NZ_RQFX01000208.1_cds_WP_135696004.1_3312	26.154	325	329
WP_004479538.1	lcl|NZ_RQFX01000192.1_cds_WP_135748906.1_640	25.962	312	329
WP_004479538.1	lcl|NZ_RQFX01000222.1_cds_WP_135749550.1_3161	29.020	255	329
WP_004479538.1	lcl|NZ_RQFX01000189.1_cds_WP_135748742.1_809	24.528	318	329
WP_004479538.1	lcl|NZ_RQFX01000098.1_cds_WP_135747765.1_3484	30.992	242	329
WP_004479538.1	lcl|NZ_RQFX01000242.1_cds_WP_135749799.1_973	27.869	183	329
WP_004479538.1	lcl|NZ_RQFX01000254.1_cds_WP_208727372.1_2628	24.028	283	329
WP_004479538.1	lcl|NZ_RQFX01000120.1_cds_WP_135747942.1_796	25.188	266	329
WP_004479538.1	lcl|NZ_RQFX01000189.1_cds_WP_135748741.1_808	25.103	243	329
WP_004479538.1	lcl|NZ_RQFX01000073.1_cds_WP_135747429.1_3730	21.887	265	329
WP_004479538.1	lcl|NZ_RQFX01000204.1_cds_WP_135749044.1_3060	23.200	250	329
WP_282974014.1	lcl|NZ_RQFX01000120.1_cds_WP_135693628.1_735	24.806	258	267
WP_282974014.1	lcl|NZ_RQFX01000206.1_cds_WP_135749127.1_2766	31.148	122	267
