WP_004462903.1	lcl|NZ_AFKW01000216.1_cds_WP_000340715.1_1112	95.402	87	106
WP_004472299.1	lcl|NZ_AFKW01000216.1_cds_WP_000410273.1_1111	92.581	310	319
WP_004472299.1	lcl|NZ_AFKW01000216.1_cds_WP_000646250.1_1108	26.667	270	319
WP_004472299.1	lcl|NZ_AFKW01000063.1_cds_WP_000744700.1_2881	25.382	327	319
WP_004472299.1	lcl|NZ_AFKW01000216.1_cds_WP_000093099.1_1091	53.968	63	319
WP_004472299.1	lcl|NZ_AFKW01000216.1_cds_WP_000600889.1_1082	23.118	186	319
WP_004472299.1	lcl|NZ_AFKW01000041.1_cds_WP_000723090.1_3532	23.368	291	319
WP_004472299.1	lcl|NZ_AFKW01000280.1_cds_WP_001984071.1_529	21.678	286	319
WP_004472299.1	lcl|NZ_AFKW01000216.1_cds_WP_001067557.1_1105	24.012	329	319
WP_004479563.1	lcl|NZ_AFKW01000216.1_cds_WP_000604524.1_1110	83.562	365	365
WP_004472170.1	lcl|NZ_AFKW01000216.1_cds_WP_000884059.1_1109	94.595	185	185
WP_004472170.1	lcl|NZ_AFKW01000071.1_cds_WP_000351733.1_2685	39.286	140	185
WP_004479538.1	lcl|NZ_AFKW01000216.1_cds_WP_000646250.1_1108	93.293	328	329
WP_004479538.1	lcl|NZ_AFKW01000063.1_cds_WP_000744700.1_2881	31.429	315	329
WP_004479538.1	lcl|NZ_AFKW01000216.1_cds_WP_000600889.1_1082	31.629	313	329
WP_004479538.1	lcl|NZ_AFKW01000041.1_cds_WP_000723090.1_3532	29.552	335	329
WP_004479538.1	lcl|NZ_AFKW01000280.1_cds_WP_001984071.1_529	30.945	307	329
WP_004479538.1	lcl|NZ_AFKW01000048.1_cds_WP_000649925.1_3312	29.721	323	329
WP_004479538.1	lcl|NZ_AFKW01000059.1_cds_WP_000709511.1_2965	29.429	333	329
WP_004479538.1	lcl|NZ_AFKW01000216.1_cds_WP_001067557.1_1105	29.316	307	329
WP_004479538.1	lcl|NZ_AFKW01000009.1_cds_WP_000601375.1_3685	25.632	277	329
WP_004479538.1	lcl|NZ_AFKW01000093.1_cds_WP_000688695.1_2263	28.720	289	329
WP_004479538.1	lcl|NZ_AFKW01000041.1_cds_WP_000475904.1_3515	27.536	276	329
WP_004479538.1	lcl|NZ_AFKW01000216.1_cds_WP_000410273.1_1111	27.509	269	329
WP_004479538.1	lcl|NZ_AFKW01000131.1_cds_WP_001074785.1_1758	29.779	272	329
WP_004479538.1	lcl|NZ_AFKW01000161.1_cds_WP_001003555.1_1459	25.984	254	329
WP_004479538.1	lcl|NZ_AFKW01000009.1_cds_WP_000487322.1_3683	27.469	324	329
WP_282974014.1	lcl|NZ_AFKW01000216.1_cds_WP_000774262.1_1107	88.764	267	267
WP_282974014.1	lcl|NZ_AFKW01000009.1_cds_WP_000859505.1_3682	26.442	208	267
WP_282974014.1	lcl|NZ_AFKW01000216.1_cds_WP_000800438.1_1077	26.178	191	267
WP_282974014.1	lcl|NZ_AFKW01000041.1_cds_WP_000842260.1_3533	28.421	190	267
WP_282974014.1	lcl|NZ_AFKW01000262.1_cds_WP_000667727.1_661	31.818	110	267
WP_282974014.1	lcl|NZ_AFKW01000057.1_cds_WP_000805357.1_3047	37.647	85	267
WP_004472307.1	lcl|NZ_AFKW01000216.1_cds_WP_000612797.1_1106	88.386	508	509
WP_004472307.1	lcl|NZ_AFKW01000136.1_cds_WP_000291591.1_1694	27.134	328	509
WP_004472307.1	lcl|NZ_AFKW01000136.1_cds_WP_000364507.1_1695	28.889	90	509
WP_004472307.1	lcl|NZ_AFKW01000216.1_cds_WP_000612797.1_1106	88.386	508	509
WP_004472307.1	lcl|NZ_AFKW01000136.1_cds_WP_000291591.1_1694	27.134	328	509
WP_004472307.1	lcl|NZ_AFKW01000136.1_cds_WP_000364507.1_1695	28.889	90	509
WP_004479660.1	lcl|NZ_AFKW01000216.1_cds_WP_001067557.1_1105	92.424	330	330
WP_004479660.1	lcl|NZ_AFKW01000216.1_cds_WP_000646250.1_1108	30.739	257	330
WP_004479660.1	lcl|NZ_AFKW01000280.1_cds_WP_001984071.1_529	25.461	271	330
WP_004479660.1	lcl|NZ_AFKW01000216.1_cds_WP_000600889.1_1082	27.068	266	330
WP_004479660.1	lcl|NZ_AFKW01000063.1_cds_WP_000744700.1_2881	27.215	316	330
WP_004479660.1	lcl|NZ_AFKW01000041.1_cds_WP_000723090.1_3532	25.816	337	330
WP_004479660.1	lcl|NZ_AFKW01000161.1_cds_WP_001003555.1_1459	27.572	243	330
WP_004479660.1	lcl|NZ_AFKW01000048.1_cds_WP_000649925.1_3312	30.078	256	330
WP_004479660.1	lcl|NZ_AFKW01000093.1_cds_WP_000688695.1_2263	26.957	230	330
WP_004479660.1	lcl|NZ_AFKW01000009.1_cds_WP_000601375.1_3685	26.182	275	330
