WP_004462903.1	lcl|NZ_JASEXA010000054.1_cds_WP_004462903.1_3143	100.000	87	106
WP_004472299.1	lcl|NZ_JASEXA010000054.1_cds_WP_282969326.1_3144	99.369	317	319
WP_004472299.1	lcl|NZ_JASEXA010000030.1_cds_WP_004461583.1_2583	25.309	324	319
WP_004472299.1	lcl|NZ_JASEXA010000077.1_cds_WP_282969373.1_3443	23.022	278	319
WP_004472299.1	lcl|NZ_JASEXA010000048.1_cds_WP_004481568.1_3001	23.413	252	319
WP_004472299.1	lcl|NZ_JASEXA010000023.1_cds_WP_004461234.1_2180	22.145	289	319
WP_004472299.1	lcl|NZ_JASEXA010000024.1_cds_WP_004468319.1_2229	23.392	171	319
WP_004472170.1	lcl|NZ_JASEXA010000006.1_cds_WP_004460143.1_708	34.932	146	185
WP_004479538.1	lcl|NZ_JASEXA010000096.1_cds_WP_004462894.1_3578	31.579	342	329
WP_004479538.1	lcl|NZ_JASEXA010000023.1_cds_WP_004461234.1_2180	32.476	311	329
WP_004479538.1	lcl|NZ_JASEXA010000030.1_cds_WP_004461583.1_2583	29.524	315	329
WP_004479538.1	lcl|NZ_JASEXA010000077.1_cds_WP_282969373.1_3443	30.435	299	329
WP_004479538.1	lcl|NZ_JASEXA010000048.1_cds_WP_004481568.1_3001	29.641	334	329
WP_004479538.1	lcl|NZ_JASEXA010000001.1_cds_WP_282968917.1_78	30.341	323	329
WP_004479538.1	lcl|NZ_JASEXA010000023.1_cds_WP_004461242.1_2183	28.485	330	329
WP_004479538.1	lcl|NZ_JASEXA010000024.1_cds_WP_004468319.1_2229	26.190	336	329
WP_004479538.1	lcl|NZ_JASEXA010000070.1_cds_WP_008394668.1_3379	24.828	290	329
WP_004479538.1	lcl|NZ_JASEXA010000011.1_cds_WP_282969019.1_1174	25.588	340	329
WP_004479538.1	lcl|NZ_JASEXA010000054.1_cds_WP_282969326.1_3144	28.044	271	329
WP_004479538.1	lcl|NZ_JASEXA010000084.1_cds_WP_004479697.1_3508	26.250	240	329
WP_004479538.1	lcl|NZ_JASEXA010000087.1_cds_WP_004470510.1_3533	27.174	276	329
WP_004479538.1	lcl|NZ_JASEXA010000011.1_cds_WP_004472818.1_1227	27.869	244	329
WP_004479538.1	lcl|NZ_JASEXA010000070.1_cds_WP_004479573.1_3381	35.200	125	329
WP_004479538.1	lcl|NZ_JASEXA010000062.1_cds_WP_004476349.1_3291	23.867	331	329
WP_282974014.1	lcl|NZ_JASEXA010000077.1_cds_WP_004491544.1_3448	25.258	194	267
WP_282974014.1	lcl|NZ_JASEXA010000048.1_cds_WP_004476528.1_3002	28.947	190	267
WP_282974014.1	lcl|NZ_JASEXA010000070.1_cds_WP_004477718.1_3382	26.794	209	267
WP_282974014.1	lcl|NZ_JASEXA010000055.1_cds_WP_004477560.1_3155	29.612	206	267
WP_282974014.1	lcl|NZ_JASEXA010000028.1_cds_WP_016754360.1_1887	27.568	185	267
WP_282974014.1	lcl|NZ_JASEXA010000024.1_cds_WP_004477855.1_2230	27.368	190	267
WP_004472307.1	lcl|NZ_JASEXA010000027.1_cds_WP_004483518.1_2428	26.606	327	509
WP_004472307.1	lcl|NZ_JASEXA010000027.1_cds_WP_004460640.1_2429	30.000	90	509
WP_004472307.1	lcl|NZ_JASEXA010000027.1_cds_WP_004483518.1_2428	26.606	327	509
WP_004472307.1	lcl|NZ_JASEXA010000027.1_cds_WP_004460640.1_2429	30.000	90	509
WP_004479660.1	lcl|NZ_JASEXA010000023.1_cds_WP_004461234.1_2180	26.374	273	330
WP_004479660.1	lcl|NZ_JASEXA010000030.1_cds_WP_004461583.1_2583	28.261	276	330
WP_004479660.1	lcl|NZ_JASEXA010000077.1_cds_WP_282969373.1_3443	23.792	269	330
WP_004479660.1	lcl|NZ_JASEXA010000048.1_cds_WP_004481568.1_3001	27.673	318	330
WP_004479660.1	lcl|NZ_JASEXA010000011.1_cds_WP_282969019.1_1174	26.364	220	330
WP_004479660.1	lcl|NZ_JASEXA010000096.1_cds_WP_004462894.1_3578	27.586	232	330
WP_004479660.1	lcl|NZ_JASEXA010000062.1_cds_WP_004476349.1_3291	24.691	243	330
WP_004479660.1	lcl|NZ_JASEXA010000001.1_cds_WP_282968917.1_78	29.688	256	330
WP_004479660.1	lcl|NZ_JASEXA010000024.1_cds_WP_004468319.1_2229	25.180	139	330
WP_004479660.1	lcl|NZ_JASEXA010000004.1_cds_WP_004467770.1_425	28.125	128	330
WP_004479660.1	lcl|NZ_JASEXA010000087.1_cds_WP_004470510.1_3533	27.692	130	330
WP_004479660.1	lcl|NZ_JASEXA010000070.1_cds_WP_008394668.1_3379	22.989	261	330
WP_004479660.1	lcl|NZ_JASEXA010000023.1_cds_WP_004461242.1_2183	30.464	151	330
WP_004472322.1	lcl|NZ_JASEXA010000076.1_cds_WP_004462146.1_3436	31.445	353	366
WP_004472322.1	lcl|NZ_JASEXA010000055.1_cds_WP_004466571.1_3148	28.191	376	366
WP_004472322.1	lcl|NZ_JASEXA010000103.1_cds_WP_004483440.1_3609	30.939	362	366
WP_004472322.1	lcl|NZ_JASEXA010000012.1_cds_WP_004465893.1_1267	29.972	357	366
WP_004472322.1	lcl|NZ_JASEXA010000077.1_cds_WP_004462128.1_3444	25.140	358	366
WP_004472322.1	lcl|NZ_JASEXA010000011.1_cds_WP_004460480.1_1175	29.730	185	366
WP_004472364.1	lcl|NZ_JASEXA010000076.1_cds_WP_004462146.1_3436	38.000	350	367
