WP_004462903.1	lcl|NZ_AOWH01000008.1_cds_WP_000340715.1_121	95.402	87	106
WP_004472299.1	lcl|NZ_AOWH01000008.1_cds_WP_000410273.1_120	92.581	310	319
WP_004472299.1	lcl|NZ_AOWH01000008.1_cds_WP_000646250.1_117	26.667	270	319
WP_004472299.1	lcl|NZ_AOWH01000145.1_cds_WP_000744700.1_3412	25.382	327	319
WP_004472299.1	lcl|NZ_AOWH01000008.1_cds_WP_000093099.1_100	53.968	63	319
WP_004472299.1	lcl|NZ_AOWH01000008.1_cds_WP_000600889.1_91	23.118	186	319
WP_004472299.1	lcl|NZ_AOWH01000047.1_cds_WP_000723090.1_845	23.368	291	319
WP_004472299.1	lcl|NZ_AOWH01000074.1_cds_WP_001984071.1_1560	21.678	286	319
WP_004472299.1	lcl|NZ_AOWH01000008.1_cds_WP_001067557.1_114	24.012	329	319
WP_004479563.1	lcl|NZ_AOWH01000008.1_cds_WP_000604524.1_119	83.562	365	365
WP_004472170.1	lcl|NZ_AOWH01000008.1_cds_WP_000884059.1_118	94.595	185	185
WP_004472170.1	lcl|NZ_AOWH01000062.1_cds_WP_000351733.1_1212	39.286	140	185
WP_004479538.1	lcl|NZ_AOWH01000008.1_cds_WP_000646250.1_117	93.293	328	329
WP_004479538.1	lcl|NZ_AOWH01000145.1_cds_WP_000744700.1_3412	31.429	315	329
WP_004479538.1	lcl|NZ_AOWH01000008.1_cds_WP_000600889.1_91	31.629	313	329
WP_004479538.1	lcl|NZ_AOWH01000047.1_cds_WP_000723090.1_845	29.552	335	329
WP_004479538.1	lcl|NZ_AOWH01000074.1_cds_WP_001984071.1_1560	30.945	307	329
WP_004479538.1	lcl|NZ_AOWH01000091.1_cds_WP_000649925.1_1783	29.721	323	329
WP_004479538.1	lcl|NZ_AOWH01000031.1_cds_WP_000709511.1_572	29.429	333	329
WP_004479538.1	lcl|NZ_AOWH01000008.1_cds_WP_001067557.1_114	29.316	307	329
WP_004479538.1	lcl|NZ_AOWH01000008.1_cds_WP_000601375.1_64	25.632	277	329
WP_004479538.1	lcl|NZ_AOWH01000074.1_cds_WP_000688695.1_1540	28.720	289	329
WP_004479538.1	lcl|NZ_AOWH01000008.1_cds_WP_000475904.1_55	27.536	276	329
WP_004479538.1	lcl|NZ_AOWH01000008.1_cds_WP_000410273.1_120	27.509	269	329
WP_004479538.1	lcl|NZ_AOWH01000065.1_cds_WP_001074785.1_1297	29.779	272	329
WP_004479538.1	lcl|NZ_AOWH01000032.1_cds_WP_001003555.1_616	25.984	254	329
WP_004479538.1	lcl|NZ_AOWH01000008.1_cds_WP_000487322.1_66	27.469	324	329
WP_282974014.1	lcl|NZ_AOWH01000008.1_cds_WP_000774262.1_116	88.764	267	267
WP_282974014.1	lcl|NZ_AOWH01000008.1_cds_WP_000859505.1_67	26.442	208	267
WP_282974014.1	lcl|NZ_AOWH01000008.1_cds_WP_000800438.1_86	26.178	191	267
WP_282974014.1	lcl|NZ_AOWH01000047.1_cds_WP_000842260.1_844	28.421	190	267
WP_282974014.1	lcl|NZ_AOWH01000047.1_cds_WP_000667727.1_891	31.818	110	267
WP_282974014.1	lcl|NZ_AOWH01000029.1_cds_WP_000805357.1_528	37.647	85	267
WP_004472307.1	lcl|NZ_AOWH01000008.1_cds_WP_000612797.1_115	88.386	508	509
WP_004472307.1	lcl|NZ_AOWH01000065.1_cds_WP_000291591.1_1373	27.134	328	509
WP_004472307.1	lcl|NZ_AOWH01000065.1_cds_WP_000364507.1_1372	28.889	90	509
WP_004472307.1	lcl|NZ_AOWH01000008.1_cds_WP_000612797.1_115	88.386	508	509
WP_004472307.1	lcl|NZ_AOWH01000065.1_cds_WP_000291591.1_1373	27.134	328	509
WP_004472307.1	lcl|NZ_AOWH01000065.1_cds_WP_000364507.1_1372	28.889	90	509
WP_004479660.1	lcl|NZ_AOWH01000008.1_cds_WP_001067557.1_114	92.424	330	330
WP_004479660.1	lcl|NZ_AOWH01000008.1_cds_WP_000646250.1_117	30.739	257	330
WP_004479660.1	lcl|NZ_AOWH01000074.1_cds_WP_001984071.1_1560	25.461	271	330
WP_004479660.1	lcl|NZ_AOWH01000008.1_cds_WP_000600889.1_91	27.068	266	330
WP_004479660.1	lcl|NZ_AOWH01000145.1_cds_WP_000744700.1_3412	27.215	316	330
WP_004479660.1	lcl|NZ_AOWH01000047.1_cds_WP_000723090.1_845	25.816	337	330
WP_004479660.1	lcl|NZ_AOWH01000032.1_cds_WP_001003555.1_616	27.572	243	330
WP_004479660.1	lcl|NZ_AOWH01000091.1_cds_WP_000649925.1_1783	30.078	256	330
WP_004479660.1	lcl|NZ_AOWH01000074.1_cds_WP_000688695.1_1540	26.957	230	330
WP_004479660.1	lcl|NZ_AOWH01000008.1_cds_WP_000601375.1_64	26.182	275	330
WP_004479660.1	lcl|NZ_AOWH01000139.1_cds_WP_000457972.1_3070	26.562	128	330
WP_004479660.1	lcl|NZ_AOWH01000008.1_cds_WP_000487322.1_66	26.148	283	330
WP_004479660.1	lcl|NZ_AOWH01000031.1_cds_WP_000709511.1_572	30.464	151	330
WP_004472322.1	lcl|NZ_AOWH01000008.1_cds_WP_001198107.1_113	93.169	366	366
WP_004472322.1	lcl|NZ_AOWH01000008.1_cds_WP_000608295.1_112	39.178	365	366
WP_004472322.1	lcl|NZ_AOWH01000008.1_cds_WP_000575178.1_44	32.571	350	366
WP_004472322.1	lcl|NZ_AOWH01000008.1_cds_WP_000346036.1_83	28.267	375	366
WP_004472322.1	lcl|NZ_AOWH01000071.1_cds_WP_001281953.1_1523	27.177	379	366
WP_004472322.1	lcl|NZ_AOWH01000008.1_cds_WP_000582222.1_102	32.464	345	366
WP_004472322.1	lcl|NZ_AOWH01000121.1_cds_WP_000538752.1_2563	29.412	357	366
WP_004472322.1	lcl|NZ_AOWH01000008.1_cds_WP_000947844.1_90	25.507	345	366
WP_004472322.1	lcl|NZ_AOWH01000105.1_cds_WP_001982414.1_2148	31.053	190	366
WP_004472364.1	lcl|NZ_AOWH01000008.1_cds_WP_000608295.1_112	90.736	367	367
WP_004472364.1	lcl|NZ_AOWH01000008.1_cds_WP_001198107.1_113	39.452	365	367
WP_004472364.1	lcl|NZ_AOWH01000008.1_cds_WP_000575178.1_44	36.986	365	367
WP_004472364.1	lcl|NZ_AOWH01000121.1_cds_WP_000538752.1_2563	32.075	371	367
WP_004472364.1	lcl|NZ_AOWH01000008.1_cds_WP_000582222.1_102	40.171	234	367
WP_004472364.1	lcl|NZ_AOWH01000071.1_cds_WP_001281953.1_1523	29.894	378	367
WP_004472364.1	lcl|NZ_AOWH01000008.1_cds_WP_000346036.1_83	24.533	375	367
WP_004472364.1	lcl|NZ_AOWH01000008.1_cds_WP_000947844.1_90	25.970	335	367
WP_004472364.1	lcl|NZ_AOWH01000105.1_cds_WP_001982414.1_2148	25.138	362	367
WP_004479653.1	lcl|NZ_AOWH01000008.1_cds_WP_000689743.1_111	85.846	544	544
WP_004479653.1	lcl|NZ_AOWH01000008.1_cds_WP_000689743.1_111	85.846	544	544
