WP_004462903.1	lcl|NZ_AFKJ01000105.1_cds_WP_000340715.1_1470	95.402	87	106
WP_004472299.1	lcl|NZ_AFKJ01000105.1_cds_WP_000410273.1_1471	92.581	310	319
WP_004472299.1	lcl|NZ_AFKJ01000105.1_cds_WP_000646250.1_1474	26.667	270	319
WP_004472299.1	lcl|NZ_AFKJ01000020.1_cds_WP_000744700.1_2946	25.382	327	319
WP_004472299.1	lcl|NZ_AFKJ01000105.1_cds_WP_000093099.1_1491	53.968	63	319
WP_004472299.1	lcl|NZ_AFKJ01000105.1_cds_WP_000600889.1_1500	23.118	186	319
WP_004472299.1	lcl|NZ_AFKJ01000105.1_cds_WP_000723090.1_1553	23.368	291	319
WP_004472299.1	lcl|NZ_AFKJ01000122.1_cds_WP_001984071.1_1048	21.678	286	319
WP_004472299.1	lcl|NZ_AFKJ01000105.1_cds_WP_001067557.1_1477	24.012	329	319
WP_004479563.1	lcl|NZ_AFKJ01000105.1_cds_WP_000604524.1_1472	83.562	365	365
WP_004472170.1	lcl|NZ_AFKJ01000105.1_cds_WP_000884059.1_1473	94.595	185	185
WP_004472170.1	lcl|NZ_AFKJ01000118.1_cds_WP_000351733.1_1173	39.286	140	185
WP_004479538.1	lcl|NZ_AFKJ01000105.1_cds_WP_000646250.1_1474	93.293	328	329
WP_004479538.1	lcl|NZ_AFKJ01000020.1_cds_WP_000744700.1_2946	31.429	315	329
WP_004479538.1	lcl|NZ_AFKJ01000105.1_cds_WP_000600889.1_1500	31.629	313	329
WP_004479538.1	lcl|NZ_AFKJ01000105.1_cds_WP_000723090.1_1553	29.552	335	329
WP_004479538.1	lcl|NZ_AFKJ01000122.1_cds_WP_001984071.1_1048	30.945	307	329
WP_004479538.1	lcl|NZ_AFKJ01000012.1_cds_WP_000649925.1_3495	29.721	323	329
WP_004479538.1	lcl|NZ_AFKJ01000233.1_cds_WP_000709511.1_80	29.429	333	329
WP_004479538.1	lcl|NZ_AFKJ01000105.1_cds_WP_001067557.1_1477	29.316	307	329
WP_004479538.1	lcl|NZ_AFKJ01000105.1_cds_WP_000601375.1_1527	25.632	277	329
