WP_004462903.1	lcl|NZ_JAMQPW010000002.1_cds_WP_135746496.1_2638	61.538	78	106
WP_004472299.1	lcl|NZ_JAMQPW010000002.1_cds_WP_135746495.1_2637	80.192	313	319
WP_004472299.1	lcl|NZ_JAMQPW010000001.1_cds_WP_265394842.1_390	27.619	315	319
WP_004472299.1	lcl|NZ_JAMQPW010000001.1_cds_WP_135745407.1_363	24.540	326	319
WP_004472299.1	lcl|NZ_JAMQPW010000001.1_cds_WP_135744912.1_942	23.529	323	319
WP_004472299.1	lcl|NZ_JAMQPW010000002.1_cds_WP_265396304.1_2572	25.253	198	319
WP_004472299.1	lcl|NZ_JAMQPW010000005.1_cds_WP_135743732.1_3594	25.731	171	319
WP_004479563.1	lcl|NZ_JAMQPW010000002.1_cds_WP_238753116.1_2635	54.696	362	365
WP_004472170.1	lcl|NZ_JAMQPW010000001.1_cds_WP_135744205.1_2139	32.484	157	185
WP_004479538.1	lcl|NZ_JAMQPW010000001.1_cds_WP_135745407.1_363	30.255	314	329
WP_004479538.1	lcl|NZ_JAMQPW010000002.1_cds_WP_322113261.1_2594	31.329	316	329
WP_004479538.1	lcl|NZ_JAMQPW010000002.1_cds_WP_265396304.1_2572	27.011	348	329
WP_004479538.1	lcl|NZ_JAMQPW010000001.1_cds_WP_135744912.1_942	29.221	308	329
WP_004479538.1	lcl|NZ_JAMQPW010000005.1_cds_WP_135743732.1_3594	27.859	341	329
WP_004479538.1	lcl|NZ_JAMQPW010000001.1_cds_WP_265394917.1_768	27.844	334	329
WP_004479538.1	lcl|NZ_JAMQPW010000001.1_cds_WP_265394842.1_390	26.837	313	329
WP_004479538.1	lcl|NZ_JAMQPW010000002.1_cds_WP_238753148.1_2617	25.402	311	329
WP_004479538.1	lcl|NZ_JAMQPW010000002.1_cds_WP_265396280.1_2605	26.937	271	329
WP_004479538.1	lcl|NZ_JAMQPW010000002.1_cds_WP_135746495.1_2637	25.786	318	329
WP_004479538.1	lcl|NZ_JAMQPW010000002.1_cds_WP_238753183.1_2587	27.092	251	329
WP_004479538.1	lcl|NZ_JAMQPW010000001.1_cds_WP_238734906.1_702	28.175	252	329
WP_004479538.1	lcl|NZ_JAMQPW010000001.1_cds_WP_135745455.1_309	29.388	245	329
WP_004479538.1	lcl|NZ_JAMQPW010000002.1_cds_WP_238753226.1_2550	25.373	268	329
WP_004479538.1	lcl|NZ_JAMQPW010000002.1_cds_WP_135746455.1_2597	29.677	155	329
WP_004479538.1	lcl|NZ_JAMQPW010000005.1_cds_WP_208739683.1_3605	24.028	283	329
WP_004479538.1	lcl|NZ_JAMQPW010000002.1_cds_WP_135746444.1_2586	19.841	252	329
WP_004479538.1	lcl|NZ_JAMQPW010000001.1_cds_WP_265394720.1_34	25.843	178	329
WP_004479538.1	lcl|NZ_JAMQPW010000001.1_cds_WP_238734886.1_710	22.744	277	329
WP_282974014.1	lcl|NZ_JAMQPW010000002.1_cds_WP_265396277.1_2610	28.426	197	267
WP_282974014.1	lcl|NZ_JAMQPW010000002.1_cds_WP_135746453.1_2595	26.271	236	267
WP_282974014.1	lcl|NZ_JAMQPW010000002.1_cds_WP_135746379.1_2489	24.806	258	267
