WP_004462903.1	lcl|NZ_RQGG01000051.1_cds_WP_135621270.1_2757	64.865	74	106
WP_004472299.1	lcl|NZ_RQGG01000051.1_cds_WP_135621271.1_2758	80.255	314	319
WP_004472299.1	lcl|NZ_RQGG01000032.1_cds_WP_135619893.1_376	24.847	326	319
WP_004472299.1	lcl|NZ_RQGG01000010.1_cds_WP_135617801.1_1700	25.146	171	319
WP_004472299.1	lcl|NZ_RQGG01000018.1_cds_WP_135618875.1_2183	22.910	323	319
WP_004472170.1	lcl|NZ_RQGG01000041.1_cds_WP_135620318.1_3411	31.013	158	185
WP_004472170.1	lcl|NZ_RQGG01000013.1_cds_WP_135618386.1_775	32.164	171	185
WP_004479538.1	lcl|NZ_RQGG01000032.1_cds_WP_135619893.1_376	29.936	314	329
WP_004479538.1	lcl|NZ_RQGG01000018.1_cds_WP_135618875.1_2183	29.677	310	329
WP_004479538.1	lcl|NZ_RQGG01000010.1_cds_WP_135617801.1_1700	27.566	341	329
WP_004479538.1	lcl|NZ_RQGG01000032.1_cds_WP_135619919.1_404	28.664	307	329
WP_004479538.1	lcl|NZ_RQGG01000046.1_cds_WP_135620749.1_3017	28.144	334	329
WP_004479538.1	lcl|NZ_RQGG01000051.1_cds_WP_135621271.1_2758	26.730	318	329
WP_004479538.1	lcl|NZ_RQGG01000010.1_cds_WP_208652317.1_1689	24.031	258	329
WP_004479538.1	lcl|NZ_RQGG01000005.1_cds_WP_135617286.1_2975	25.373	268	329
WP_004479538.1	lcl|NZ_RQGG01000032.1_cds_WP_135619590.1_34	25.140	179	329
WP_282974014.1	lcl|NZ_RQGG01000005.1_cds_WP_135617254.1_2914	25.097	259	267
WP_282974014.1	lcl|NZ_RQGG01000041.1_cds_WP_135620316.1_3408	30.159	189	267
WP_282974014.1	lcl|NZ_RQGG01000018.1_cds_WP_135618669.1_2067	27.320	194	267
WP_282974014.1	lcl|NZ_RQGG01000010.1_cds_WP_135617802.1_1701	29.032	186	267
WP_004472307.1	lcl|NZ_RQGG01000013.1_cds_WP_135618365.1_753	24.260	338	509
WP_004472307.1	lcl|NZ_RQGG01000013.1_cds_WP_135618364.1_752	35.088	57	509
WP_004472307.1	lcl|NZ_RQGG01000013.1_cds_WP_135618365.1_753	24.260	338	509
WP_004472307.1	lcl|NZ_RQGG01000013.1_cds_WP_135618364.1_752	35.088	57	509
WP_004479660.1	lcl|NZ_RQGG01000018.1_cds_WP_135618875.1_2183	24.460	278	330
WP_004479660.1	lcl|NZ_RQGG01000032.1_cds_WP_135619893.1_376	27.899	276	330
WP_004479660.1	lcl|NZ_RQGG01000032.1_cds_WP_135619919.1_404	26.364	330	330
WP_004479660.1	lcl|NZ_RQGG01000046.1_cds_WP_135620727.1_3005	34.234	111	330
WP_004479660.1	lcl|NZ_RQGG01000032.1_cds_WP_135619590.1_34	26.244	221	330
WP_004479660.1	lcl|NZ_RQGG01000010.1_cds_WP_135617801.1_1700	22.772	303	330
WP_004479660.1	lcl|NZ_RQGG01000046.1_cds_WP_135620749.1_3017	27.815	151	330
WP_004472322.1	lcl|NZ_RQGG01000036.1_cds_WP_135620250.1_1489	29.319	382	366
WP_004472322.1	lcl|NZ_RQGG01000050.1_cds_WP_135621051.1_2320	29.745	353	366
WP_004472322.1	lcl|NZ_RQGG01000007.1_cds_WP_135617416.1_1217	38.356	73	366
WP_004472364.1	lcl|NZ_RQGG01000050.1_cds_WP_135621051.1_2320	29.651	344	367
WP_004472364.1	lcl|NZ_RQGG01000036.1_cds_WP_135620250.1_1489	28.346	381	367
WP_004472364.1	lcl|NZ_RQGG01000007.1_cds_WP_135617416.1_1217	25.905	359	367
WP_004470185.1	lcl|NZ_RQGG01000007.1_cds_WP_135617370.1_1163	40.741	243	265
WP_020783869.1	lcl|NZ_RQGG01000032.1_cds_WP_135619673.1_130	35.161	310	310
WP_020783869.1	lcl|NZ_RQGG01000015.1_cds_WP_135618536.1_3070	27.331	311	310
WP_020783869.1	lcl|NZ_RQGG01000032.1_cds_WP_135619673.1_130	35.161	310	310
WP_020783869.1	lcl|NZ_RQGG01000015.1_cds_WP_135618536.1_3070	27.331	311	310
WP_004470037.1	lcl|NZ_RQGG01000041.1_cds_WP_135620324.1_3417	30.556	108	221
WP_004470188.1	lcl|NZ_RQGG01000036.1_cds_WP_135620167.1_1551	33.582	134	177
WP_282974009.1	lcl|NZ_RQGG01000041.1_cds_WP_135620319.1_3412	25.098	255	408
WP_282974009.1	lcl|NZ_RQGG01000043.1_cds_WP_135620624.1_1114	23.721	215	408
WP_004479640.1	lcl|NZ_RQGG01000036.1_cds_WP_135620250.1_1489	26.735	389	362
WP_004479640.1	lcl|NZ_RQGG01000007.1_cds_WP_135617416.1_1217	23.836	365	362
WP_004479640.1	lcl|NZ_RQGG01000050.1_cds_WP_135621051.1_2320	28.462	260	362
WP_004479675.1	lcl|NZ_RQGG01000023.1_cds_WP_135619209.1_3308	26.126	111	229
WP_004479675.1	lcl|NZ_RQGG01000036.1_cds_WP_135620111.1_1493	27.642	123	229
WP_004479537.1	lcl|NZ_RQGG01000006.1_cds_WP_135617322.1_3196	28.000	125	409
WP_004479635.1	lcl|NZ_RQGG01000050.1_cds_WP_135621051.1_2320	31.742	356	367
WP_004479635.1	lcl|NZ_RQGG01000036.1_cds_WP_135620250.1_1489	30.548	347	367
WP_004479635.1	lcl|NZ_RQGG01000007.1_cds_WP_135617416.1_1217	23.563	348	367
WP_282973999.1	lcl|NZ_RQGG01000032.1_cds_WP_135619893.1_376	30.466	279	313
WP_282973999.1	lcl|NZ_RQGG01000032.1_cds_WP_135619919.1_404	27.237	257	313
WP_282973999.1	lcl|NZ_RQGG01000018.1_cds_WP_135618875.1_2183	23.492	315	313
WP_282973999.1	lcl|NZ_RQGG01000010.1_cds_WP_135617801.1_1700	22.321	336	313
WP_282973999.1	lcl|NZ_RQGG01000051.1_cds_WP_135621271.1_2758	23.364	321	313
WP_282973999.1	lcl|NZ_RQGG01000010.1_cds_WP_208652317.1_1689	24.590	183	313
WP_004472325.1	lcl|NZ_RQGG01000010.1_cds_WP_135617801.1_1700	24.535	269	311
WP_004472325.1	lcl|NZ_RQGG01000018.1_cds_WP_135618875.1_2183	28.495	186	311
WP_004472325.1	lcl|NZ_RQGG01000032.1_cds_WP_135619919.1_404	26.217	267	311
WP_004472325.1	lcl|NZ_RQGG01000032.1_cds_WP_135619893.1_376	23.420	269	311
WP_004472325.1	lcl|NZ_RQGG01000005.1_cds_WP_135617286.1_2975	27.333	150	311
WP_004472325.1	lcl|NZ_RQGG01000010.1_cds_WP_208652317.1_1689	24.359	234	311
WP_004479548.1	lcl|NZ_RQGG01000036.1_cds_WP_135620092.1_1470	33.143	525	595
WP_004479548.1	lcl|NZ_RQGG01000007.1_cds_WP_135617533.1_1361	32.422	512	595
WP_004479548.1	lcl|NZ_RQGG01000036.1_cds_WP_135620150.1_1533	32.164	513	595
WP_004479548.1	lcl|NZ_RQGG01000018.1_cds_WP_135618887.1_2189	39.167	240	595
WP_004479548.1	lcl|NZ_RQGG01000018.1_cds_WP_135618891.1_2191	41.026	234	595
WP_004479548.1	lcl|NZ_RQGG01000041.1_cds_WP_341867152.1_3406	27.652	528	595
WP_004479548.1	lcl|NZ_RQGG01000028.1_cds_WP_135619262.1_1854	31.349	252	595
WP_004479548.1	lcl|NZ_RQGG01000009.1_cds_WP_135617693.1_2448	28.448	232	595
WP_004479548.1	lcl|NZ_RQGG01000019.1_cds_WP_135619121.1_2872	24.893	233	595
WP_004479548.1	lcl|NZ_RQGG01000013.1_cds_WP_244245410.1_774	29.787	235	595
WP_004479548.1	lcl|NZ_RQGG01000009.1_cds_WP_135617626.1_2371	32.287	223	595
WP_004479548.1	lcl|NZ_RQGG01000004.1_cds_WP_135617221.1_3355	36.250	80	595
WP_004479548.1	lcl|NZ_RQGG01000029.1_cds_WP_135619498.1_2580	27.329	161	595
WP_004479548.1	lcl|NZ_RQGG01000018.1_cds_WP_135618717.1_2094	24.257	202	595
WP_004479548.1	lcl|NZ_RQGG01000015.1_cds_WP_135618586.1_3105	33.803	71	595
WP_004479548.1	lcl|NZ_RQGG01000009.1_cds_WP_135617636.1_2383	27.128	188	595
WP_004479548.1	lcl|NZ_RQGG01000009.1_cds_WP_135617694.1_2449	25.625	160	595
WP_004479548.1	lcl|NZ_RQGG01000005.1_cds_WP_135617238.1_2897	32.000	75	595
WP_004479548.1	lcl|NZ_RQGG01000013.1_cds_WP_135618021.1_524	31.250	176	595
WP_004479548.1	lcl|NZ_RQGG01000013.1_cds_WP_039927891.1_747	25.764	229	595
WP_004479548.1	lcl|NZ_RQGG01000005.1_cds_WP_135617263.1_2923	30.290	241	595
WP_004479548.1	lcl|NZ_RQGG01000018.1_cds_WP_135618844.1_2161	24.380	242	595
WP_004479548.1	lcl|NZ_RQGG01000018.1_cds_WP_135618735.1_2103	34.375	64	595
WP_004479548.1	lcl|NZ_RQGG01000003.1_cds_WP_135617163.1_3127	25.238	210	595
WP_004479548.1	lcl|NZ_RQGG01000007.1_cds_WP_135617463.1_1275	31.522	92	595
WP_004479548.1	lcl|NZ_RQGG01000032.1_cds_WP_135619730.1_195	32.530	166	595
WP_004479548.1	lcl|NZ_RQGG01000007.1_cds_WP_135617431.1_1235	44.444	45	595
WP_004479548.1	lcl|NZ_RQGG01000036.1_cds_WP_135620092.1_1470	33.143	525	595
WP_004479548.1	lcl|NZ_RQGG01000007.1_cds_WP_135617533.1_1361	32.422	512	595
WP_004479548.1	lcl|NZ_RQGG01000036.1_cds_WP_135620150.1_1533	32.164	513	595
WP_004479548.1	lcl|NZ_RQGG01000018.1_cds_WP_135618887.1_2189	39.167	240	595
WP_004479548.1	lcl|NZ_RQGG01000018.1_cds_WP_135618891.1_2191	41.026	234	595
WP_004479548.1	lcl|NZ_RQGG01000041.1_cds_WP_341867152.1_3406	27.652	528	595
WP_004479548.1	lcl|NZ_RQGG01000028.1_cds_WP_135619262.1_1854	31.349	252	595
WP_004479548.1	lcl|NZ_RQGG01000009.1_cds_WP_135617693.1_2448	28.448	232	595
WP_004479548.1	lcl|NZ_RQGG01000019.1_cds_WP_135619121.1_2872	24.893	233	595
WP_004479548.1	lcl|NZ_RQGG01000013.1_cds_WP_244245410.1_774	29.787	235	595
WP_004479548.1	lcl|NZ_RQGG01000009.1_cds_WP_135617626.1_2371	32.287	223	595
WP_004479548.1	lcl|NZ_RQGG01000004.1_cds_WP_135617221.1_3355	36.250	80	595
WP_004479548.1	lcl|NZ_RQGG01000029.1_cds_WP_135619498.1_2580	27.329	161	595
WP_004479548.1	lcl|NZ_RQGG01000018.1_cds_WP_135618717.1_2094	24.257	202	595
WP_004479548.1	lcl|NZ_RQGG01000015.1_cds_WP_135618586.1_3105	33.803	71	595
WP_004479548.1	lcl|NZ_RQGG01000009.1_cds_WP_135617636.1_2383	27.128	188	595
WP_004479548.1	lcl|NZ_RQGG01000009.1_cds_WP_135617694.1_2449	25.625	160	595
WP_004479548.1	lcl|NZ_RQGG01000005.1_cds_WP_135617238.1_2897	32.000	75	595
WP_004479548.1	lcl|NZ_RQGG01000013.1_cds_WP_135618021.1_524	31.250	176	595
WP_004479548.1	lcl|NZ_RQGG01000013.1_cds_WP_039927891.1_747	25.764	229	595
WP_004479548.1	lcl|NZ_RQGG01000005.1_cds_WP_135617263.1_2923	30.290	241	595
WP_004479548.1	lcl|NZ_RQGG01000018.1_cds_WP_135618844.1_2161	24.380	242	595
WP_004479548.1	lcl|NZ_RQGG01000018.1_cds_WP_135618735.1_2103	34.375	64	595
WP_004479548.1	lcl|NZ_RQGG01000003.1_cds_WP_135617163.1_3127	25.238	210	595
WP_004479548.1	lcl|NZ_RQGG01000007.1_cds_WP_135617463.1_1275	31.522	92	595
WP_004479548.1	lcl|NZ_RQGG01000032.1_cds_WP_135619730.1_195	32.530	166	595
WP_004479548.1	lcl|NZ_RQGG01000007.1_cds_WP_135617431.1_1235	44.444	45	595
WP_004479686.1	lcl|NZ_RQGG01000032.1_cds_WP_135619919.1_404	30.333	300	330
WP_004479686.1	lcl|NZ_RQGG01000032.1_cds_WP_135619893.1_376	31.154	260	330
WP_004479686.1	lcl|NZ_RQGG01000018.1_cds_WP_135618875.1_2183	29.430	316	330
WP_004479686.1	lcl|NZ_RQGG01000046.1_cds_WP_135620749.1_3017	27.439	328	330
WP_004479686.1	lcl|NZ_RQGG01000010.1_cds_WP_135617801.1_1700	26.821	302	330
WP_004479686.1	lcl|NZ_RQGG01000044.1_cds_WP_135620689.1_3491	28.521	284	330
WP_004479686.1	lcl|NZ_RQGG01000051.1_cds_WP_135621271.1_2758	24.476	286	330
WP_004479686.1	lcl|NZ_RQGG01000010.1_cds_WP_208652317.1_1689	24.265	272	330
WP_282973995.1	lcl|NZ_RQGG01000036.1_cds_WP_135620250.1_1489	28.460	383	387
WP_282973995.1	lcl|NZ_RQGG01000050.1_cds_WP_135621051.1_2320	26.603	312	387
WP_282973995.1	lcl|NZ_RQGG01000007.1_cds_WP_135617416.1_1217	25.658	304	387
WP_046690007.1	lcl|NZ_RQGG01000023.1_cds_WP_135619209.1_3308	26.042	96	207
WP_046690007.1	lcl|NZ_RQGG01000023.1_cds_WP_135619209.1_3308	32.075	53	207
WP_282973992.1	lcl|NZ_RQGG01000041.1_cds_WP_167481420.1_3410	39.275	331	344
WP_282973992.1	lcl|NZ_RQGG01000007.1_cds_WP_135617559.1_1388	34.959	246	344
WP_269026269.1	lcl|NZ_RQGG01000041.1_cds_WP_135620316.1_3408	26.250	240	351
WP_269026269.1	lcl|NZ_RQGG01000041.1_cds_WP_135620317.1_3409	28.986	138	351
WP_269026269.1	lcl|NZ_RQGG01000036.1_cds_WP_135620201.1_1593	27.350	117	351
WP_269026269.1	lcl|NZ_RQGG01000036.1_cds_WP_135620077.1_1454	29.412	68	351
WP_269026269.1	lcl|NZ_RQGG01000005.1_cds_WP_135617254.1_2914	22.481	258	351
WP_269026269.1	lcl|NZ_RQGG01000041.1_cds_WP_135620316.1_3408	26.250	240	351
WP_269026269.1	lcl|NZ_RQGG01000041.1_cds_WP_135620317.1_3409	28.986	138	351
WP_269026269.1	lcl|NZ_RQGG01000036.1_cds_WP_135620201.1_1593	27.350	117	351
WP_269026269.1	lcl|NZ_RQGG01000036.1_cds_WP_135620077.1_1454	29.412	68	351
WP_269026269.1	lcl|NZ_RQGG01000005.1_cds_WP_135617254.1_2914	22.481	258	351
WP_282973988.1	lcl|NZ_RQGG01000041.1_cds_WP_135620321.1_3414	32.911	237	237
WP_282973988.1	lcl|NZ_RQGG01000046.1_cds_WP_135620696.1_2983	40.000	55	237
WP_282973985.1	lcl|NZ_RQGG01000013.1_cds_WP_135618344.1_739	28.906	128	265
WP_004472231.1	lcl|NZ_RQGG01000041.1_cds_WP_167481420.1_3410	50.485	618	753
WP_004472231.1	lcl|NZ_RQGG01000007.1_cds_WP_135617559.1_1388	34.256	289	753
WP_004472231.1	lcl|NZ_RQGG01000041.1_cds_WP_167481420.1_3410	50.485	618	753
