WP_004462903.1	lcl|NZ_RQFT01000015.1_cds_WP_135594790.1_3449	62.821	78	106
WP_004472299.1	lcl|NZ_RQFT01000015.1_cds_WP_135771956.1_3450	80.968	310	319
WP_004472299.1	lcl|NZ_RQFT01000003.1_cds_WP_135753425.1_516	23.926	326	319
WP_004472299.1	lcl|NZ_RQFT01000015.1_cds_WP_135754283.1_3502	23.214	280	319
WP_004472299.1	lcl|NZ_RQFT01000015.1_cds_WP_135771987.1_3504	22.549	306	319
WP_004472299.1	lcl|NZ_RQFT01000017.1_cds_WP_135740844.1_3567	24.062	320	319
WP_004472299.1	lcl|NZ_RQFT01000001.1_cds_WP_135753811.1_3194	25.146	171	319
WP_004472170.1	lcl|NZ_RQFT01000015.1_cds_WP_135754301.1_3482	32.124	193	185
WP_004472170.1	lcl|NZ_RQFT01000011.1_cds_WP_135741918.1_1665	31.176	170	185
WP_004479538.1	lcl|NZ_RQFT01000015.1_cds_WP_135754283.1_3502	32.226	301	329
WP_004479538.1	lcl|NZ_RQFT01000015.1_cds_WP_135771987.1_3504	32.450	302	329
WP_004479538.1	lcl|NZ_RQFT01000003.1_cds_WP_135753425.1_516	29.936	314	329
WP_004479538.1	lcl|NZ_RQFT01000017.1_cds_WP_135740844.1_3567	29.355	310	329
WP_004479538.1	lcl|NZ_RQFT01000001.1_cds_WP_135753811.1_3194	27.566	341	329
WP_004479538.1	lcl|NZ_RQFT01000003.1_cds_WP_135770028.1_127	28.144	334	329
WP_004479538.1	lcl|NZ_RQFT01000003.1_cds_WP_135740016.1_489	29.845	258	329
WP_004479538.1	lcl|NZ_RQFT01000015.1_cds_WP_135771956.1_3450	27.673	318	329
WP_004479538.1	lcl|NZ_RQFT01000015.1_cds_WP_135771983.1_3495	21.887	265	329
WP_004479538.1	lcl|NZ_RQFT01000003.1_cds_WP_135770060.1_180	24.803	254	329
WP_004479538.1	lcl|NZ_RQFT01000015.1_cds_WP_135771982.1_3492	33.548	155	329
WP_004479538.1	lcl|NZ_RQFT01000015.1_cds_WP_135771988.1_3506	27.138	269	329
WP_004479538.1	lcl|NZ_RQFT01000001.1_cds_WP_208730825.1_3205	24.382	283	329
WP_004479538.1	lcl|NZ_RQFT01000003.1_cds_WP_135739943.1_568	28.400	250	329
WP_004479538.1	lcl|NZ_RQFT01000003.1_cds_WP_135770351.1_857	25.281	178	329
WP_004479538.1	lcl|NZ_RQFT01000003.1_cds_WP_135770054.1_172	21.642	268	329
WP_004479538.1	lcl|NZ_RQFT01000011.1_cds_WP_135771513.1_2023	25.461	271	329
WP_282974014.1	lcl|NZ_RQFT01000015.1_cds_WP_135754282.1_3503	26.033	242	267
