WP_004462903.1	lcl|NZ_JASEXH010000052.1_cds_WP_004462903.1_3228	100.000	87	106
WP_004472299.1	lcl|NZ_JASEXH010000052.1_cds_WP_004472299.1_3229	100.000	319	319
WP_004472299.1	lcl|NZ_JASEXH010000027.1_cds_WP_004461583.1_2456	25.309	324	319
WP_004472299.1	lcl|NZ_JASEXH010000052.1_cds_WP_004479538.1_3232	27.407	270	319
WP_004472299.1	lcl|NZ_JASEXH010000039.1_cds_WP_282965079.1_2943	22.867	293	319
WP_004472299.1	lcl|NZ_JASEXH010000001.1_cds_WP_004461234.1_43	22.145	289	319
WP_004472299.1	lcl|NZ_JASEXH010000042.1_cds_WP_004468319.1_3013	23.392	171	319
WP_004479563.1	lcl|NZ_JASEXH010000052.1_cds_WP_004479563.1_3230	99.726	365	365
WP_004472170.1	lcl|NZ_JASEXH010000052.1_cds_WP_016755108.1_3231	99.459	185	185
WP_004472170.1	lcl|NZ_JASEXH010000003.1_cds_WP_004460143.1_704	34.932	146	185
WP_004479538.1	lcl|NZ_JASEXH010000052.1_cds_WP_004479538.1_3232	100.000	329	329
WP_004479538.1	lcl|NZ_JASEXH010000001.1_cds_WP_004461234.1_43	32.476	311	329
WP_004479538.1	lcl|NZ_JASEXH010000027.1_cds_WP_004461583.1_2456	29.524	315	329
WP_004479538.1	lcl|NZ_JASEXH010000039.1_cds_WP_282965079.1_2943	29.940	334	329
WP_004479538.1	lcl|NZ_JASEXH010000005.1_cds_WP_004472946.1_978	30.031	323	329
WP_004479538.1	lcl|NZ_JASEXH010000001.1_cds_WP_004467290.1_46	28.261	322	329
WP_004479538.1	lcl|NZ_JASEXH010000042.1_cds_WP_004468319.1_3013	26.190	336	329
WP_004479538.1	lcl|NZ_JASEXH010000052.1_cds_WP_020783865.1_3235	29.470	302	329
WP_004479538.1	lcl|NZ_JASEXH010000008.1_cds_WP_061206120.1_1302	25.588	340	329
WP_004479538.1	lcl|NZ_JASEXH010000052.1_cds_WP_004472299.1_3229	28.044	271	329
WP_004479538.1	lcl|NZ_JASEXH010000066.1_cds_WP_004472277.1_3366	26.667	240	329
WP_004479538.1	lcl|NZ_JASEXH010000067.1_cds_WP_282965207.1_3373	26.812	276	329
WP_004479538.1	lcl|NZ_JASEXH010000031.1_cds_WP_004459320.1_2654	27.869	244	329
WP_004479538.1	lcl|NZ_JASEXH010000022.1_cds_WP_282964917.1_2246	23.565	331	329
WP_282974014.1	lcl|NZ_JASEXH010000052.1_cds_WP_061220367.1_3233	98.876	267	267
WP_282974014.1	lcl|NZ_JASEXH010000039.1_cds_WP_004462154.1_2942	28.421	190	267
WP_282974014.1	lcl|NZ_JASEXH010000037.1_cds_WP_004474348.1_2841	29.612	206	267
WP_282974014.1	lcl|NZ_JASEXH010000001.1_cds_WP_016754360.1_14	27.568	185	267
WP_282974014.1	lcl|NZ_JASEXH010000042.1_cds_WP_004466593.1_3014	27.368	190	267
WP_004472307.1	lcl|NZ_JASEXH010000052.1_cds_WP_020783862.1_3234	99.411	509	509
WP_004472307.1	lcl|NZ_JASEXH010000004.1_cds_WP_004463881.1_799	26.911	327	509
WP_004472307.1	lcl|NZ_JASEXH010000004.1_cds_WP_004460640.1_798	30.000	90	509
WP_004472307.1	lcl|NZ_JASEXH010000052.1_cds_WP_020783862.1_3234	99.411	509	509
WP_004472307.1	lcl|NZ_JASEXH010000004.1_cds_WP_004463881.1_799	26.911	327	509
WP_004472307.1	lcl|NZ_JASEXH010000004.1_cds_WP_004460640.1_798	30.000	90	509
WP_004479660.1	lcl|NZ_JASEXH010000052.1_cds_WP_020783865.1_3235	99.697	330	330
WP_004479660.1	lcl|NZ_JASEXH010000052.1_cds_WP_004479538.1_3232	29.470	302	330
WP_004479660.1	lcl|NZ_JASEXH010000001.1_cds_WP_004461234.1_43	26.374	273	330
