WP_004462903.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277374.1_2144	95.402	87	106
WP_004472299.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277376.1_2145	93.226	310	319
WP_004472299.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277414.1_2172	23.048	269	319
WP_004472299.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276342.1_817	25.076	327	319
WP_004472299.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277382.1_2148	25.478	314	319
WP_004472299.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277515.1_2237	23.208	293	319
WP_004472299.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240278799.1_1090	24.038	208	319
WP_004472299.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277390.1_2151	22.699	326	319
WP_004479563.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277378.1_2146	84.658	365	365
WP_004472170.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277380.1_2147	97.297	185	185
WP_004472170.1	lcl|NZ_JAKNBO010000003.1_cds_WP_240279211.1_466	40.000	140	185
WP_004479538.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277382.1_2148	92.683	328	329
WP_004479538.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276342.1_817	30.476	315	329
WP_004479538.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277515.1_2237	30.149	335	329
WP_004479538.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240278799.1_1090	31.715	309	329
WP_004479538.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277404.1_2163	29.878	328	329
WP_004479538.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276444.1_973	29.375	320	329
WP_004479538.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276492.1_1080	29.730	333	329
WP_004479538.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277390.1_2151	29.316	307	329
WP_004479538.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276512.1_1112	27.353	340	329
WP_004479538.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277376.1_2145	26.119	268	329
WP_004479538.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277483.1_2220	26.295	251	329
WP_004479538.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277414.1_2172	26.774	310	329
WP_004479538.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277685.1_2426	28.214	280	329
WP_004479538.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240278388.1_3149	28.279	244	329
WP_004479538.1	lcl|NZ_JAKNBO010000006.1_cds_WP_240279681.1_3725	24.419	258	329
WP_004479538.1	lcl|NZ_JAKNBO010000001.1_cds_WP_020980533.1_3573	24.465	327	329
WP_282974014.1	lcl|NZ_JAKNBO010000001.1_cds_WP_017214674.1_2149	89.888	267	267
WP_282974014.1	lcl|NZ_JAKNBO010000001.1_cds_WP_002178630.1_2238	28.571	189	267
WP_282974014.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276530.1_1133	32.283	127	267
WP_282974014.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240278461.1_3235	37.647	85	267
WP_004472307.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277384.1_2150	87.230	509	509
WP_004472307.1	lcl|NZ_JAKNBO010000001.1_cds_WP_004445115.1_2352	27.576	330	509
WP_004472307.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277607.1_2353	28.889	90	509
WP_004472307.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277384.1_2150	87.230	509	509
WP_004472307.1	lcl|NZ_JAKNBO010000001.1_cds_WP_004445115.1_2352	27.576	330	509
WP_004472307.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277607.1_2353	28.889	90	509
WP_004479660.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277390.1_2151	94.545	330	330
WP_004479660.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277382.1_2148	30.588	255	330
WP_004479660.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240278799.1_1090	25.830	271	330
WP_004479660.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277515.1_2237	26.126	333	330
WP_004479660.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276342.1_817	27.517	298	330
WP_004479660.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276444.1_973	29.804	255	330
WP_004479660.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277404.1_2163	28.251	223	330
WP_004479660.1	lcl|NZ_JAKNBO010000001.1_cds_WP_020980533.1_3573	26.749	243	330
WP_004479660.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276512.1_1112	25.000	224	330
WP_004479660.1	lcl|NZ_JAKNBO010000006.1_cds_WP_240279681.1_3725	26.562	128	330
WP_004479660.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240278388.1_3149	24.917	301	330
WP_004479660.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277685.1_2426	28.667	150	330
WP_004479660.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276492.1_1080	30.464	151	330
WP_004472322.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277510.1_2231	33.235	340	366
WP_004472322.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277434.1_2182	32.162	370	366
WP_004472322.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276520.1_1128	26.720	378	366
WP_004472322.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277425.1_2176	32.464	345	366
WP_004472322.1	lcl|NZ_JAKNBO010000001.1_cds_WP_053523307.1_3103	29.692	357	366
WP_004472322.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240278402.1_3167	31.579	190	366
WP_004472364.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277510.1_2231	37.536	349	367
WP_004472364.1	lcl|NZ_JAKNBO010000001.1_cds_WP_053523307.1_3103	32.804	378	367
WP_004472364.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277425.1_2176	35.503	338	367
WP_004472364.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277434.1_2182	31.733	375	367
WP_004472364.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240276520.1_1128	29.600	375	367
WP_004472364.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240278402.1_3167	24.862	362	367
WP_004479653.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277391.1_2152	36.636	535	544
WP_004479653.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277391.1_2152	36.636	535	544
WP_004470185.1	lcl|NZ_JAKNBO010000001.1_cds_WP_240277392.1_2153	67.803	264	265
WP_004470185.1	lcl|NZ_JAKNBO010000001.1_cds_WP_017215630.1_1673	41.700	247	265
