WP_004462903.1	lcl|NZ_AFLS02000007.1_cds_WP_000340715.1_3362	95.402	87	106
WP_004472299.1	lcl|NZ_AFLS02000007.1_cds_WP_000410273.1_3363	92.581	310	319
WP_004472299.1	lcl|NZ_AFLS02000007.1_cds_WP_000646253.1_3366	27.037	270	319
WP_004472299.1	lcl|NZ_AFLS02000038.1_cds_WP_000744700.1_206	25.382	327	319
WP_004472299.1	lcl|NZ_AFLS02000040.1_cds_WP_000723090.1_43	23.368	291	319
WP_004472299.1	lcl|NZ_AFLS02000037.1_cds_WP_002070346.1_461	21.678	286	319
WP_004472299.1	lcl|NZ_AFLS02000007.1_cds_WP_001067557.1_3369	24.012	329	319
WP_004479563.1	lcl|NZ_AFLS02000007.1_cds_WP_000604524.1_3364	83.562	365	365
WP_004472170.1	lcl|NZ_AFLS02000007.1_cds_WP_000884059.1_3365	94.595	185	185
WP_004472170.1	lcl|NZ_AFLS02000001.1_cds_WP_000351733.1_3729	39.286	140	185
WP_004479538.1	lcl|NZ_AFLS02000007.1_cds_WP_000646253.1_3366	93.598	328	329
WP_004479538.1	lcl|NZ_AFLS02000038.1_cds_WP_000744700.1_206	31.429	315	329
WP_004479538.1	lcl|NZ_AFLS02000040.1_cds_WP_000723090.1_43	29.552	335	329
WP_004479538.1	lcl|NZ_AFLS02000037.1_cds_WP_002070346.1_461	30.820	305	329
WP_004479538.1	lcl|NZ_AFLS02000038.1_cds_WP_000649925.1_365	29.721	323	329
WP_004479538.1	lcl|NZ_AFLS02000037.1_cds_WP_000709511.1_471	29.429	333	329
WP_004479538.1	lcl|NZ_AFLS02000007.1_cds_WP_001067557.1_3369	29.316	307	329
WP_004479538.1	lcl|NZ_AFLS02000037.1_cds_WP_000688699.1_441	28.720	289	329
WP_004479538.1	lcl|NZ_AFLS02000040.1_cds_WP_000475904.1_26	27.536	276	329
WP_004479538.1	lcl|NZ_AFLS02000007.1_cds_WP_000410273.1_3363	27.509	269	329
WP_004479538.1	lcl|NZ_AFLS02000018.1_cds_WP_001074785.1_2125	29.779	272	329
WP_004479538.1	lcl|NZ_AFLS02000029.1_cds_WP_001003557.1_897	25.984	254	329
WP_004479538.1	lcl|NZ_AFLS02000007.1_cds_WP_000378097.1_3386	26.163	172	329
WP_282974014.1	lcl|NZ_AFLS02000007.1_cds_WP_000774260.1_3367	89.139	267	267
WP_282974014.1	lcl|NZ_AFLS02000040.1_cds_WP_000842260.1_44	28.421	190	267
WP_282974014.1	lcl|NZ_AFLS02000006.1_cds_WP_000667727.1_3423	31.818	110	267
WP_282974014.1	lcl|NZ_AFLS02000021.1_cds_WP_000805357.1_1813	37.647	85	267
WP_004472307.1	lcl|NZ_AFLS02000007.1_cds_WP_000612794.1_3368	87.992	508	509
WP_004472307.1	lcl|NZ_AFLS02000018.1_cds_WP_000291588.1_2053	27.134	328	509
WP_004472307.1	lcl|NZ_AFLS02000018.1_cds_WP_000364507.1_2054	28.889	90	509
WP_004472307.1	lcl|NZ_AFLS02000007.1_cds_WP_000612794.1_3368	87.992	508	509
WP_004472307.1	lcl|NZ_AFLS02000018.1_cds_WP_000291588.1_2053	27.134	328	509
WP_004472307.1	lcl|NZ_AFLS02000018.1_cds_WP_000364507.1_2054	28.889	90	509
WP_004479660.1	lcl|NZ_AFLS02000007.1_cds_WP_001067557.1_3369	92.424	330	330
WP_004479660.1	lcl|NZ_AFLS02000007.1_cds_WP_000646253.1_3366	30.739	257	330
WP_004479660.1	lcl|NZ_AFLS02000037.1_cds_WP_002070346.1_461	25.461	271	330
WP_004479660.1	lcl|NZ_AFLS02000038.1_cds_WP_000744700.1_206	27.215	316	330
WP_004479660.1	lcl|NZ_AFLS02000040.1_cds_WP_000723090.1_43	25.816	337	330
WP_004479660.1	lcl|NZ_AFLS02000029.1_cds_WP_001003557.1_897	27.572	243	330
WP_004479660.1	lcl|NZ_AFLS02000038.1_cds_WP_000649925.1_365	30.078	256	330
WP_004479660.1	lcl|NZ_AFLS02000037.1_cds_WP_000688699.1_441	26.522	230	330
WP_004479660.1	lcl|NZ_AFLS02000022.1_cds_WP_000457972.1_1525	26.562	128	330
WP_004479660.1	lcl|NZ_AFLS02000037.1_cds_WP_000709511.1_471	30.464	151	330
WP_004472322.1	lcl|NZ_AFLS02000007.1_cds_WP_001198106.1_3370	93.169	366	366
WP_004472322.1	lcl|NZ_AFLS02000007.1_cds_WP_000608294.1_3371	38.904	365	366
WP_004472322.1	lcl|NZ_AFLS02000040.1_cds_WP_000575178.1_37	32.571	350	366
WP_004472322.1	lcl|NZ_AFLS02000037.1_cds_WP_001281956.1_425	27.177	379	366
WP_004472322.1	lcl|NZ_AFLS02000007.1_cds_WP_000172660.1_3387	30.628	382	366
WP_004472322.1	lcl|NZ_AFLS02000007.1_cds_WP_000582220.1_3381	32.464	345	366
WP_004472322.1	lcl|NZ_AFLS02000015.1_cds_WP_000538756.1_2391	29.412	357	366
WP_004472322.1	lcl|NZ_AFLS02000017.1_cds_WP_001982414.1_2314	31.053	190	366
WP_004472364.1	lcl|NZ_AFLS02000007.1_cds_WP_000608294.1_3371	90.463	367	367
WP_004472364.1	lcl|NZ_AFLS02000007.1_cds_WP_001198106.1_3370	39.452	365	367
WP_004472364.1	lcl|NZ_AFLS02000040.1_cds_WP_000575178.1_37	36.986	365	367
WP_004472364.1	lcl|NZ_AFLS02000007.1_cds_WP_000172660.1_3387	32.432	370	367
WP_004472364.1	lcl|NZ_AFLS02000015.1_cds_WP_000538756.1_2391	32.075	371	367
WP_004472364.1	lcl|NZ_AFLS02000007.1_cds_WP_000582220.1_3381	34.311	341	367
WP_004472364.1	lcl|NZ_AFLS02000037.1_cds_WP_001281956.1_425	29.894	378	367
WP_004472364.1	lcl|NZ_AFLS02000017.1_cds_WP_001982414.1_2314	25.138	362	367
WP_004479653.1	lcl|NZ_AFLS02000007.1_cds_WP_000689747.1_3372	85.662	544	544
WP_004479653.1	lcl|NZ_AFLS02000007.1_cds_WP_000689747.1_3372	85.662	544	544
WP_004470185.1	lcl|NZ_AFLS02000007.1_cds_WP_000342716.1_3373	90.943	265	265
WP_004470185.1	lcl|NZ_AFLS02000017.1_cds_WP_001002663.1_2335	43.210	243	265
WP_020783869.1	lcl|NZ_AFLS02000007.1_cds_WP_001246622.1_3374	90.323	310	310
WP_020783869.1	lcl|NZ_AFLS02000024.1_cds_WP_000501205.1_1341	35.526	304	310
WP_020783869.1	lcl|NZ_AFLS02000007.1_cds_WP_001183723.1_2895	26.159	302	310
WP_020783869.1	lcl|NZ_AFLS02000003.1_cds_WP_000279893.1_3571	26.316	133	310
WP_020783869.1	lcl|NZ_AFLS02000007.1_cds_WP_001246622.1_3374	90.323	310	310
WP_020783869.1	lcl|NZ_AFLS02000024.1_cds_WP_000501205.1_1341	35.526	304	310
