WP_004462903.1	lcl|NZ_JASEXM010000033.1_cds_WP_004462903.1_2181	100.000	87	106
WP_004472299.1	lcl|NZ_JASEXM010000033.1_cds_WP_004472299.1_2180	100.000	319	319
WP_004472299.1	lcl|NZ_JASEXM010000003.1_cds_WP_004461583.1_329	25.309	324	319
WP_004472299.1	lcl|NZ_JASEXM010000033.1_cds_WP_004479538.1_2177	27.407	270	319
WP_004472299.1	lcl|NZ_JASEXM010000250.1_cds_WP_282987555.1_3683	22.527	182	319
WP_004472299.1	lcl|NZ_JASEXM010000050.1_cds_WP_282987175.1_2778	22.867	293	319
WP_004472299.1	lcl|NZ_JASEXM010000007.1_cds_WP_004461234.1_752	22.145	289	319
WP_004472299.1	lcl|NZ_JASEXM010000008.1_cds_WP_004468319.1_873	23.392	171	319
WP_004479563.1	lcl|NZ_JASEXM010000033.1_cds_WP_004479563.1_2179	99.726	365	365
WP_004472170.1	lcl|NZ_JASEXM010000033.1_cds_WP_004472170.1_2178	100.000	185	185
WP_004472170.1	lcl|NZ_JASEXM010000001.1_cds_WP_004460143.1_105	34.932	146	185
WP_004479538.1	lcl|NZ_JASEXM010000033.1_cds_WP_004479538.1_2177	100.000	329	329
WP_004479538.1	lcl|NZ_JASEXM010000050.1_cds_WP_282987175.1_2778	30.240	334	329
WP_004479538.1	lcl|NZ_JASEXM010000007.1_cds_WP_004461234.1_752	32.476	311	329
WP_004479538.1	lcl|NZ_JASEXM010000003.1_cds_WP_004461583.1_329	29.524	315	329
WP_004479538.1	lcl|NZ_JASEXM010000250.1_cds_WP_282987555.1_3683	29.134	254	329
WP_004479538.1	lcl|NZ_JASEXM010000010.1_cds_WP_004487738.1_1110	30.341	323	329
WP_004479538.1	lcl|NZ_JASEXM010000007.1_cds_WP_004467290.1_749	28.261	322	329
WP_004479538.1	lcl|NZ_JASEXM010000008.1_cds_WP_004468319.1_873	26.190	336	329
WP_004479538.1	lcl|NZ_JASEXM010000033.1_cds_WP_020783865.1_2174	29.470	302	329
WP_004479538.1	lcl|NZ_JASEXM010000061.1_cds_WP_282987224.1_3007	25.588	340	329
WP_004479538.1	lcl|NZ_JASEXM010000033.1_cds_WP_004472299.1_2180	28.044	271	329
WP_004479538.1	lcl|NZ_JASEXM010000050.1_cds_WP_004472277.1_2796	26.667	240	329
WP_004479538.1	lcl|NZ_JASEXM010000116.1_cds_WP_004464543.1_3536	27.174	276	329
WP_004479538.1	lcl|NZ_JASEXM010000023.1_cds_WP_004459320.1_1801	27.869	244	329
WP_004479538.1	lcl|NZ_JASEXM010000073.1_cds_WP_004471043.1_3127	24.169	331	329
WP_004479538.1	lcl|NZ_JASEXM010000178.1_cds_WP_282987503.1_3788	32.110	109	329
WP_282974014.1	lcl|NZ_JASEXM010000033.1_cds_WP_004472235.1_2176	99.251	267	267
WP_282974014.1	lcl|NZ_JASEXM010000146.1_cds_WP_282965817.1_3689	30.387	181	267
WP_282974014.1	lcl|NZ_JASEXM010000050.1_cds_WP_004475142.1_2777	28.947	190	267
WP_282974014.1	lcl|NZ_JASEXM010000008.1_cds_WP_004466848.1_841	29.612	206	267
WP_282974014.1	lcl|NZ_JASEXM010000007.1_cds_WP_016754360.1_781	27.568	185	267
WP_282974014.1	lcl|NZ_JASEXM010000008.1_cds_WP_061206628.1_874	27.368	190	267
WP_004472307.1	lcl|NZ_JASEXM010000033.1_cds_WP_020783862.1_2175	99.411	509	509
WP_004472307.1	lcl|NZ_JASEXM010000021.1_cds_WP_282986962.1_1696	27.246	334	509
WP_004472307.1	lcl|NZ_JASEXM010000021.1_cds_WP_004460640.1_1697	30.000	90	509
WP_004472307.1	lcl|NZ_JASEXM010000033.1_cds_WP_020783862.1_2175	99.411	509	509
WP_004472307.1	lcl|NZ_JASEXM010000021.1_cds_WP_282986962.1_1696	27.246	334	509
WP_004472307.1	lcl|NZ_JASEXM010000021.1_cds_WP_004460640.1_1697	30.000	90	509
WP_004479660.1	lcl|NZ_JASEXM010000033.1_cds_WP_020783865.1_2174	99.697	330	330
WP_004479660.1	lcl|NZ_JASEXM010000033.1_cds_WP_004479538.1_2177	29.470	302	330
WP_004479660.1	lcl|NZ_JASEXM010000007.1_cds_WP_004461234.1_752	26.374	273	330
WP_004479660.1	lcl|NZ_JASEXM010000003.1_cds_WP_004461583.1_329	28.261	276	330
WP_004479660.1	lcl|NZ_JASEXM010000050.1_cds_WP_282987175.1_2778	27.673	318	330
WP_004479660.1	lcl|NZ_JASEXM010000250.1_cds_WP_282987555.1_3683	24.096	249	330
WP_004479660.1	lcl|NZ_JASEXM010000061.1_cds_WP_282987224.1_3007	26.364	220	330
WP_004479660.1	lcl|NZ_JASEXM010000073.1_cds_WP_004471043.1_3127	24.691	243	330
WP_004479660.1	lcl|NZ_JASEXM010000010.1_cds_WP_004487738.1_1110	29.688	256	330
WP_004479660.1	lcl|NZ_JASEXM010000142.1_cds_WP_282987448.1_3672	27.027	148	330
WP_004479660.1	lcl|NZ_JASEXM010000008.1_cds_WP_004468319.1_873	25.180	139	330
WP_004479660.1	lcl|NZ_JASEXM010000012.1_cds_WP_004467770.1_1244	28.125	128	330
WP_004479660.1	lcl|NZ_JASEXM010000116.1_cds_WP_004464543.1_3536	27.692	130	330
WP_004479660.1	lcl|NZ_JASEXM010000007.1_cds_WP_004467290.1_749	30.464	151	330
WP_004472322.1	lcl|NZ_JASEXM010000033.1_cds_WP_004472322.1_2173	100.000	366	366
WP_004472322.1	lcl|NZ_JASEXM010000033.1_cds_WP_004472364.1_2172	39.452	365	366
WP_004472322.1	lcl|NZ_JASEXM010000050.1_cds_WP_004462146.1_2785	31.445	353	366
WP_004472322.1	lcl|NZ_JASEXM010000008.1_cds_WP_004466571.1_834	28.191	376	366
WP_004472322.1	lcl|NZ_JASEXM010000142.1_cds_WP_282987447.1_3671	30.890	382	366
WP_004472322.1	lcl|NZ_JASEXM010000095.1_cds_WP_004480135.1_3401	29.972	357	366
WP_004472322.1	lcl|NZ_JASEXM010000179.1_cds_WP_061205814.1_3681	25.140	358	366
WP_004472322.1	lcl|NZ_JASEXM010000061.1_cds_WP_004460480.1_3008	29.730	185	366
WP_004472364.1	lcl|NZ_JASEXM010000033.1_cds_WP_004472364.1_2172	100.000	367	367
WP_004472364.1	lcl|NZ_JASEXM010000033.1_cds_WP_004472322.1_2173	39.452	365	367
WP_004472364.1	lcl|NZ_JASEXM010000050.1_cds_WP_004462146.1_2785	38.000	350	367
WP_004472364.1	lcl|NZ_JASEXM010000095.1_cds_WP_004480135.1_3401	34.121	381	367
WP_004472364.1	lcl|NZ_JASEXM010000142.1_cds_WP_282987447.1_3671	32.249	369	367
WP_004472364.1	lcl|NZ_JASEXM010000008.1_cds_WP_004466571.1_834	30.548	383	367
WP_004472364.1	lcl|NZ_JASEXM010000179.1_cds_WP_061205814.1_3681	28.955	335	367
WP_004472364.1	lcl|NZ_JASEXM010000061.1_cds_WP_004460480.1_3008	25.691	362	367
WP_004479653.1	lcl|NZ_JASEXM010000033.1_cds_WP_004472182.1_2171	99.816	544	544
WP_004479653.1	lcl|NZ_JASEXM010000033.1_cds_WP_004472182.1_2171	99.816	544	544
WP_004470185.1	lcl|NZ_JASEXM010000033.1_cds_WP_004470185.1_2170	100.000	265	265
WP_004470185.1	lcl|NZ_JASEXM010000067.1_cds_WP_004472620.1_2737	41.700	247	265
WP_020783869.1	lcl|NZ_JASEXM010000033.1_cds_WP_004485928.1_2169	99.677	310	310
WP_020783869.1	lcl|NZ_JASEXM010000045.1_cds_WP_004462784.1_2607	35.932	295	310
WP_020783869.1	lcl|NZ_JASEXM010000044.1_cds_WP_004466126.1_2576	26.623	308	310
WP_020783869.1	lcl|NZ_JASEXM010000038.1_cds_WP_004462208.1_2420	26.316	133	310
WP_020783869.1	lcl|NZ_JASEXM010000033.1_cds_WP_004485928.1_2169	99.677	310	310
WP_020783869.1	lcl|NZ_JASEXM010000045.1_cds_WP_004462784.1_2607	35.932	295	310
WP_020783869.1	lcl|NZ_JASEXM010000044.1_cds_WP_004466126.1_2576	26.623	308	310
WP_020783869.1	lcl|NZ_JASEXM010000038.1_cds_WP_004462208.1_2420	26.316	133	310
WP_032912997.1	lcl|NZ_JASEXM010000033.1_cds_WP_032912997.1_2168	100.000	264	264
WP_004470135.1	lcl|NZ_JASEXM010000033.1_cds_WP_004470135.1_2167	100.000	130	130
WP_032912999.1	lcl|NZ_JASEXM010000033.1_cds_WP_032912999.1_2166	100.000	145	145
WP_004470037.1	lcl|NZ_JASEXM010000033.1_cds_WP_004470037.1_2165	100.000	221	221
WP_004470037.1	lcl|NZ_JASEXM010000069.1_cds_WP_004459846.1_2699	37.037	54	221
WP_004470037.1	lcl|NZ_JASEXM010000041.1_cds_WP_004462594.1_2496	26.733	101	221
WP_282974011.1	lcl|NZ_JASEXM010000033.1_cds_WP_235595063.1_2164	98.969	97	141
