WP_004462903.1	lcl|NZ_JQGW01000100.1_cds_WP_020985020.1_3096	93.103	87	106
WP_004472299.1	lcl|NZ_JQGW01000100.1_cds_WP_010578412.1_3097	89.677	310	319
WP_004472299.1	lcl|NZ_JQGW01000100.1_cds_JF87_RS20785_3119	78.378	37	319
WP_004472299.1	lcl|NZ_JQGW01000100.1_cds_JF87_RS20785_3119	75.000	28	319
WP_004472299.1	lcl|NZ_JQGW01000037.1_cds_WP_078129059.1_1562	25.000	324	319
WP_004472299.1	lcl|NZ_JQGW01000100.1_cds_WP_078130235.1_3100	25.877	228	319
WP_004472299.1	lcl|NZ_JQGW01000050.1_cds_WP_078129368.1_1956	23.208	293	319
WP_004472299.1	lcl|NZ_JQGW01000015.1_cds_WP_078128341.1_683	24.521	261	319
WP_004472299.1	lcl|NZ_JQGW01000050.1_cds_WP_078129428.1_2022	23.077	273	319
WP_004472299.1	lcl|NZ_JQGW01000041.1_cds_WP_010576694.1_1642	22.807	171	319
WP_004479563.1	lcl|NZ_JQGW01000100.1_cds_WP_020984893.1_3098	90.959	365	365
WP_004472170.1	lcl|NZ_JQGW01000100.1_cds_WP_010578411.1_3099	96.216	185	185
WP_004472170.1	lcl|NZ_JQGW01000002.1_cds_WP_078127932.1_162	34.247	146	185
WP_004479538.1	lcl|NZ_JQGW01000100.1_cds_WP_078130235.1_3100	93.293	328	329
WP_004479538.1	lcl|NZ_JQGW01000050.1_cds_WP_078129368.1_1956	30.149	335	329
WP_004479538.1	lcl|NZ_JQGW01000037.1_cds_WP_078129059.1_1562	29.841	315	329
WP_004479538.1	lcl|NZ_JQGW01000015.1_cds_WP_078128341.1_683	31.190	311	329
WP_004479538.1	lcl|NZ_JQGW01000083.1_cds_WP_078130001.1_2798	29.154	319	329
WP_004479538.1	lcl|NZ_JQGW01000050.1_cds_WP_078129421.1_2014	28.895	353	329
WP_004479538.1	lcl|NZ_JQGW01000041.1_cds_WP_010576694.1_1642	26.866	335	329
WP_004479538.1	lcl|NZ_JQGW01000015.1_cds_WP_039940969.1_686	28.261	322	329
WP_004479538.1	lcl|NZ_JQGW01000100.1_cds_WP_078130248.1_3103	29.967	307	329
WP_004479538.1	lcl|NZ_JQGW01000050.1_cds_WP_078129391.1_1983	24.627	268	329
WP_004479538.1	lcl|NZ_JQGW01000050.1_cds_WP_176087484.1_2020	29.259	270	329
WP_004479538.1	lcl|NZ_JQGW01000017.1_cds_WP_078128406.1_760	26.176	340	329
WP_004479538.1	lcl|NZ_JQGW01000050.1_cds_WP_078129428.1_2022	25.641	312	329
WP_004479538.1	lcl|NZ_JQGW01000100.1_cds_WP_010578412.1_3097	27.381	252	329
WP_004479538.1	lcl|NZ_JQGW01000050.1_cds_WP_078129435.1_1974	25.833	240	329
WP_004479538.1	lcl|NZ_JQGW01000042.1_cds_WP_078129206.1_1742	26.545	275	329
WP_004479538.1	lcl|NZ_JQGW01000022.1_cds_WP_078128548.1_947	27.869	244	329
WP_004479538.1	lcl|NZ_JQGW01000084.1_cds_WP_078130049.1_2863	23.708	329	329
WP_004479538.1	lcl|NZ_JQGW01000050.1_cds_WP_078129393.1_1985	29.310	174	329
WP_282974014.1	lcl|NZ_JQGW01000100.1_cds_WP_078130236.1_3101	88.764	267	267
WP_282974014.1	lcl|NZ_JQGW01000050.1_cds_WP_078129436.1_2006	25.328	229	267
WP_282974014.1	lcl|NZ_JQGW01000050.1_cds_WP_004505513.1_1955	28.421	190	267
WP_282974014.1	lcl|NZ_JQGW01000050.1_cds_WP_078129394.1_1986	26.316	209	267
WP_282974014.1	lcl|NZ_JQGW01000036.1_cds_WP_078129035.1_1542	27.919	197	267
WP_282974014.1	lcl|NZ_JQGW01000066.1_cds_WP_078123690.1_2376	27.568	185	267
WP_282974014.1	lcl|NZ_JQGW01000041.1_cds_WP_176087471.1_1641	27.895	190	267
WP_004472307.1	lcl|NZ_JQGW01000100.1_cds_WP_020984935.1_3102	89.391	509	509
WP_004472307.1	lcl|NZ_JQGW01000058.1_cds_WP_010579017.1_2177	27.302	315	509
WP_004472307.1	lcl|NZ_JQGW01000058.1_cds_WP_078129531.1_2176	28.889	90	509
WP_004472307.1	lcl|NZ_JQGW01000100.1_cds_WP_020984935.1_3102	89.391	509	509
WP_004472307.1	lcl|NZ_JQGW01000058.1_cds_WP_010579017.1_2177	27.302	315	509
WP_004472307.1	lcl|NZ_JQGW01000058.1_cds_WP_078129531.1_2176	28.889	90	509
WP_004479660.1	lcl|NZ_JQGW01000100.1_cds_WP_078130248.1_3103	94.242	330	330
WP_004479660.1	lcl|NZ_JQGW01000100.1_cds_WP_078130235.1_3100	30.980	255	330
WP_004479660.1	lcl|NZ_JQGW01000015.1_cds_WP_078128341.1_683	27.473	273	330
WP_004479660.1	lcl|NZ_JQGW01000037.1_cds_WP_078129059.1_1562	27.536	276	330
WP_004479660.1	lcl|NZ_JQGW01000050.1_cds_WP_078129368.1_1956	25.633	316	330
WP_004479660.1	lcl|NZ_JQGW01000017.1_cds_WP_078128406.1_760	26.457	223	330
WP_004479660.1	lcl|NZ_JQGW01000084.1_cds_WP_078130049.1_2863	24.138	261	330
WP_004479660.1	lcl|NZ_JQGW01000083.1_cds_WP_078130001.1_2798	31.048	248	330
WP_004479660.1	lcl|NZ_JQGW01000041.1_cds_WP_010576694.1_1642	26.056	142	330
WP_004479660.1	lcl|NZ_JQGW01000050.1_cds_WP_078129391.1_1983	26.277	274	330
WP_004479660.1	lcl|NZ_JQGW01000024.1_cds_WP_078128694.1_1115	28.125	128	330
WP_004479660.1	lcl|NZ_JQGW01000022.1_cds_WP_078128548.1_947	25.581	301	330
WP_004479660.1	lcl|NZ_JQGW01000042.1_cds_WP_078129206.1_1742	25.410	244	330
WP_004479660.1	lcl|NZ_JQGW01000050.1_cds_WP_078129421.1_2014	24.490	294	330
WP_004479660.1	lcl|NZ_JQGW01000100.1_cds_WP_010578412.1_3097	23.636	330	330
WP_004479660.1	lcl|NZ_JQGW01000015.1_cds_WP_039940969.1_686	30.464	151	330
WP_004472322.1	lcl|NZ_JQGW01000100.1_cds_WP_078130237.1_3104	92.623	366	366
WP_004472322.1	lcl|NZ_JQGW01000100.1_cds_WP_078130238.1_3105	39.452	365	366
WP_004472322.1	lcl|NZ_JQGW01000050.1_cds_WP_078129431.1_2026	35.028	354	366
WP_004472322.1	lcl|NZ_JQGW01000050.1_cds_WP_078129374.1_1962	33.721	344	366
WP_004472322.1	lcl|NZ_JQGW01000050.1_cds_WP_078129411.1_2003	29.521	376	366
WP_004472322.1	lcl|NZ_JQGW01000036.1_cds_WP_078129030.1_1536	27.441	379	366
WP_004472322.1	lcl|NZ_JQGW01000031.1_cds_WP_078128878.1_1339	30.168	358	366
WP_004472322.1	lcl|NZ_JQGW01000100.1_cds_WP_078130245.1_3117	31.014	345	366
WP_004472322.1	lcl|NZ_JQGW01000050.1_cds_WP_078129420.1_2013	25.281	356	366
WP_004472322.1	lcl|NZ_JQGW01000017.1_cds_WP_078128405.1_759	29.189	185	366
WP_004472364.1	lcl|NZ_JQGW01000100.1_cds_WP_078130238.1_3105	90.463	367	367
WP_004472364.1	lcl|NZ_JQGW01000100.1_cds_WP_078130237.1_3104	39.946	368	367
WP_004472364.1	lcl|NZ_JQGW01000050.1_cds_WP_078129431.1_2026	39.368	348	367
WP_004472364.1	lcl|NZ_JQGW01000050.1_cds_WP_078129374.1_1962	37.330	367	367
WP_004472364.1	lcl|NZ_JQGW01000031.1_cds_WP_078128878.1_1339	35.356	379	367
WP_004472364.1	lcl|NZ_JQGW01000100.1_cds_WP_078130245.1_3117	37.838	259	367
WP_004472364.1	lcl|NZ_JQGW01000036.1_cds_WP_078129030.1_1536	31.117	376	367
