WP_004462903.1	lcl|NZ_JQQQ01000081.1_cds_WP_000340715.1_1951	95.402	87	106
WP_004472299.1	lcl|NZ_JQQQ01000081.1_cds_WP_000410273.1_1950	92.581	310	319
WP_004472299.1	lcl|NZ_JQQQ01000041.1_cds_WP_000744700.1_1229	25.382	327	319
WP_004472299.1	lcl|NZ_JQQQ01000081.1_cds_WP_061226680.1_1947	26.667	270	319
WP_004472299.1	lcl|NZ_JQQQ01000076.1_cds_WP_000723090.1_1859	23.368	291	319
WP_004472299.1	lcl|NZ_JQQQ01000027.1_cds_WP_002072074.1_869	22.481	258	319
WP_004472299.1	lcl|NZ_JQQQ01000081.1_cds_WP_001067557.1_1944	24.012	329	319
WP_004479563.1	lcl|NZ_JQQQ01000081.1_cds_WP_000604524.1_1949	83.562	365	365
WP_004472170.1	lcl|NZ_JQQQ01000081.1_cds_WP_000884059.1_1948	94.595	185	185
WP_004472170.1	lcl|NZ_JQQQ01000014.1_cds_WP_000351733.1_406	39.286	140	185
WP_004479538.1	lcl|NZ_JQQQ01000081.1_cds_WP_061226680.1_1947	94.207	328	329
WP_004479538.1	lcl|NZ_JQQQ01000041.1_cds_WP_000744700.1_1229	31.429	315	329
WP_004479538.1	lcl|NZ_JQQQ01000076.1_cds_WP_000723090.1_1859	29.552	335	329
WP_004479538.1	lcl|NZ_JQQQ01000027.1_cds_WP_002072074.1_869	30.619	307	329
WP_004479538.1	lcl|NZ_JQQQ01000053.1_cds_WP_000649924.1_1501	29.721	323	329
WP_004479538.1	lcl|NZ_JQQQ01000143.1_cds_WP_000709513.1_3053	29.429	333	329
WP_004479538.1	lcl|NZ_JQQQ01000081.1_cds_WP_001067557.1_1944	29.316	307	329
WP_004479538.1	lcl|NZ_JQQQ01000027.1_cds_WP_000688698.1_889	28.720	289	329
WP_004479538.1	lcl|NZ_JQQQ01000076.1_cds_WP_000475904.1_1842	27.536	276	329
WP_004479538.1	lcl|NZ_JQQQ01000081.1_cds_WP_000410273.1_1950	27.509	269	329
WP_004479538.1	lcl|NZ_JQQQ01000128.1_cds_WP_017858396.1_2789	29.779	272	329
WP_004479538.1	lcl|NZ_JQQQ01000102.1_cds_WP_002105505.1_2307	25.591	254	329
WP_004479538.1	lcl|NZ_JQQQ01000081.1_cds_WP_000378097.1_1927	26.163	172	329
WP_282974014.1	lcl|NZ_JQQQ01000081.1_cds_WP_000774260.1_1946	89.139	267	267
WP_282974014.1	lcl|NZ_JQQQ01000076.1_cds_WP_000842260.1_1860	28.421	190	267
WP_282974014.1	lcl|NZ_JQQQ01000141.1_cds_WP_000667727.1_3039	31.818	110	267
WP_282974014.1	lcl|NZ_JQQQ01000036.1_cds_WP_000805357.1_1105	37.647	85	267
WP_004472307.1	lcl|NZ_JQQQ01000081.1_cds_WP_000612794.1_1945	87.992	508	509
WP_004472307.1	lcl|NZ_JQQQ01000089.1_cds_WP_000291578.1_2056	27.134	328	509
WP_004472307.1	lcl|NZ_JQQQ01000089.1_cds_WP_000364507.1_2057	28.889	90	509
WP_004472307.1	lcl|NZ_JQQQ01000081.1_cds_WP_000612794.1_1945	87.992	508	509
WP_004472307.1	lcl|NZ_JQQQ01000089.1_cds_WP_000291578.1_2056	27.134	328	509
WP_004472307.1	lcl|NZ_JQQQ01000089.1_cds_WP_000364507.1_2057	28.889	90	509
WP_004479660.1	lcl|NZ_JQQQ01000081.1_cds_WP_001067557.1_1944	92.424	330	330
WP_004479660.1	lcl|NZ_JQQQ01000081.1_cds_WP_061226680.1_1947	29.605	304	330
WP_004479660.1	lcl|NZ_JQQQ01000027.1_cds_WP_002072074.1_869	25.830	271	330
WP_004479660.1	lcl|NZ_JQQQ01000041.1_cds_WP_000744700.1_1229	27.215	316	330
WP_004479660.1	lcl|NZ_JQQQ01000076.1_cds_WP_000723090.1_1859	25.816	337	330
WP_004479660.1	lcl|NZ_JQQQ01000102.1_cds_WP_002105505.1_2307	26.749	243	330
WP_004479660.1	lcl|NZ_JQQQ01000053.1_cds_WP_000649924.1_1501	30.078	256	330
WP_004479660.1	lcl|NZ_JQQQ01000027.1_cds_WP_000688698.1_889	26.087	230	330
WP_004479660.1	lcl|NZ_JQQQ01000033.1_cds_WP_000457972.1_993	26.562	128	330
WP_004479660.1	lcl|NZ_JQQQ01000143.1_cds_WP_000709513.1_3053	30.464	151	330
WP_004472322.1	lcl|NZ_JQQQ01000081.1_cds_WP_001198107.1_1943	93.169	366	366
WP_004472322.1	lcl|NZ_JQQQ01000081.1_cds_WP_000608292.1_1942	39.617	366	366
WP_004472322.1	lcl|NZ_JQQQ01000076.1_cds_WP_000575178.1_1853	32.571	350	366
WP_004472322.1	lcl|NZ_JQQQ01000027.1_cds_WP_001281953.1_905	27.177	379	366
WP_004472322.1	lcl|NZ_JQQQ01000081.1_cds_WP_061226678.1_1926	30.366	382	366
WP_004472322.1	lcl|NZ_JQQQ01000081.1_cds_WP_017857903.1_1932	32.948	346	366
WP_004472322.1	lcl|NZ_JQQQ01000187.1_cds_WP_000538755.1_3490	29.692	357	366
WP_004472322.1	lcl|NZ_JQQQ01000110.1_cds_WP_001982414.1_2452	31.053	190	366
WP_004472364.1	lcl|NZ_JQQQ01000081.1_cds_WP_000608292.1_1942	90.191	367	367
WP_004472364.1	lcl|NZ_JQQQ01000081.1_cds_WP_001198107.1_1943	39.452	365	367
WP_004472364.1	lcl|NZ_JQQQ01000076.1_cds_WP_000575178.1_1853	36.986	365	367
WP_004472364.1	lcl|NZ_JQQQ01000081.1_cds_WP_061226678.1_1926	32.162	370	367
WP_004472364.1	lcl|NZ_JQQQ01000187.1_cds_WP_000538755.1_3490	32.075	371	367
WP_004472364.1	lcl|NZ_JQQQ01000081.1_cds_WP_017857903.1_1932	34.311	341	367
WP_004472364.1	lcl|NZ_JQQQ01000027.1_cds_WP_001281953.1_905	29.894	378	367
WP_004472364.1	lcl|NZ_JQQQ01000110.1_cds_WP_001982414.1_2452	25.138	362	367
WP_004479653.1	lcl|NZ_JQQQ01000081.1_cds_WP_000689747.1_1941	85.662	544	544
WP_004479653.1	lcl|NZ_JQQQ01000081.1_cds_WP_000689747.1_1941	85.662	544	544
WP_004470185.1	lcl|NZ_JQQQ01000081.1_cds_WP_000342716.1_1940	90.943	265	265
WP_004470185.1	lcl|NZ_JQQQ01000050.1_cds_WP_001002662.1_1399	43.210	243	265
WP_020783869.1	lcl|NZ_JQQQ01000081.1_cds_WP_001246618.1_1939	89.032	310	310
WP_020783869.1	lcl|NZ_JQQQ01000137.1_cds_WP_000501205.1_2972	35.526	304	310
WP_020783869.1	lcl|NZ_JQQQ01000034.1_cds_WP_001183723.1_1028	26.159	302	310
WP_020783869.1	lcl|NZ_JQQQ01000065.1_cds_WP_000279894.1_1689	26.316	133	310
WP_020783869.1	lcl|NZ_JQQQ01000081.1_cds_WP_001246618.1_1939	89.032	310	310
WP_020783869.1	lcl|NZ_JQQQ01000137.1_cds_WP_000501205.1_2972	35.526	304	310
WP_020783869.1	lcl|NZ_JQQQ01000034.1_cds_WP_001183723.1_1028	26.159	302	310
WP_020783869.1	lcl|NZ_JQQQ01000065.1_cds_WP_000279894.1_1689	26.316	133	310
WP_032912997.1	lcl|NZ_JQQQ01000081.1_cds_WP_000479982.1_1938	89.394	264	264
WP_004470135.1	lcl|NZ_JQQQ01000081.1_cds_WP_000715958.1_1937	91.473	129	130
WP_032912999.1	lcl|NZ_JQQQ01000081.1_cds_WP_001088861.1_1936	84.828	145	145
WP_004470037.1	lcl|NZ_JQQQ01000081.1_cds_WP_061226679.1_1935	90.045	221	221
WP_004470037.1	lcl|NZ_JQQQ01000041.1_cds_WP_001082179.1_1200	24.359	78	221
WP_004470037.1	lcl|NZ_JQQQ01000058.1_cds_WP_001069832.1_1574	27.723	101	221
WP_004470188.1	lcl|NZ_JQQQ01000081.1_cds_WP_000611594.1_1934	78.286	175	177
WP_004470188.1	lcl|NZ_JQQQ01000011.1_cds_WP_001206947.1_315	31.818	132	177
WP_282974009.1	lcl|NZ_JQQQ01000081.1_cds_WP_017857902.1_1933	84.461	399	408
WP_282974009.1	lcl|NZ_JQQQ01000058.1_cds_WP_000347682.1_1575	25.481	208	408
WP_282974009.1	lcl|NZ_JQQQ01000041.1_cds_WP_001082179.1_1200	28.144	167	408
WP_004479640.1	lcl|NZ_JQQQ01000081.1_cds_WP_017857903.1_1932	82.303	356	362
WP_004479640.1	lcl|NZ_JQQQ01000081.1_cds_WP_000608292.1_1942	34.706	340	362
WP_004479640.1	lcl|NZ_JQQQ01000027.1_cds_WP_001281953.1_905	30.591	389	362
WP_004479640.1	lcl|NZ_JQQQ01000081.1_cds_WP_061226678.1_1926	28.346	381	362
WP_004479640.1	lcl|NZ_JQQQ01000081.1_cds_WP_001198107.1_1943	30.747	348	362
WP_004479640.1	lcl|NZ_JQQQ01000076.1_cds_WP_000575178.1_1853	30.795	302	362
WP_004479640.1	lcl|NZ_JQQQ01000110.1_cds_WP_001982414.1_2452	23.269	361	362
WP_004479640.1	lcl|NZ_JQQQ01000187.1_cds_WP_000538755.1_3490	28.175	252	362
WP_004479675.1	lcl|NZ_JQQQ01000056.1_cds_WP_000007746.1_1548	61.333	225	229
