WP_004462903.1	lcl|NZ_AKXF02000030.1_cds_WP_000340715.1_1060	95.402	87	106
WP_004472299.1	lcl|NZ_AKXF02000030.1_cds_WP_000712241.1_1061	91.935	310	319
WP_004472299.1	lcl|NZ_AKXF02000013.1_cds_WP_000744700.1_2836	25.382	327	319
WP_004472299.1	lcl|NZ_AKXF02000030.1_cds_WP_000646240.1_1064	26.667	270	319
WP_004472299.1	lcl|NZ_AKXF02000030.1_cds_WP_000723084.1_1131	23.711	291	319
WP_004472299.1	lcl|NZ_AKXF02000017.1_cds_WP_001984071.1_2263	21.678	286	319
WP_004472299.1	lcl|NZ_AKXF02000030.1_cds_WP_001067557.1_1067	24.012	329	319
WP_004479563.1	lcl|NZ_AKXF02000030.1_cds_WP_000604524.1_1062	83.562	365	365
WP_004472170.1	lcl|NZ_AKXF02000030.1_cds_WP_000884058.1_1063	94.595	185	185
WP_004472170.1	lcl|NZ_AKXF02000031.1_cds_WP_000351733.1_742	39.286	140	185
WP_004479538.1	lcl|NZ_AKXF02000030.1_cds_WP_000646240.1_1064	93.902	328	329
WP_004479538.1	lcl|NZ_AKXF02000013.1_cds_WP_000744700.1_2836	31.429	315	329
WP_004479538.1	lcl|NZ_AKXF02000030.1_cds_WP_000723084.1_1131	29.851	335	329
WP_004479538.1	lcl|NZ_AKXF02000017.1_cds_WP_001984071.1_2263	30.945	307	329
WP_004479538.1	lcl|NZ_AKXF02000012.1_cds_WP_000649924.1_2993	29.721	323	329
WP_004479538.1	lcl|NZ_AKXF02000017.1_cds_WP_000709512.1_2274	29.429	333	329
WP_004479538.1	lcl|NZ_AKXF02000030.1_cds_WP_001067557.1_1067	29.316	307	329
WP_004479538.1	lcl|NZ_AKXF02000017.1_cds_LEP1GSC012_RS0218260_2242	30.811	185	329
WP_004479538.1	lcl|NZ_AKXF02000017.1_cds_LEP1GSC012_RS0218260_2242	26.596	94	329
WP_004479538.1	lcl|NZ_AKXF02000030.1_cds_WP_000475906.1_1114	26.642	274	329
WP_004479538.1	lcl|NZ_AKXF02000030.1_cds_WP_000712241.1_1061	27.138	269	329
WP_004479538.1	lcl|NZ_AKXF02000016.1_cds_WP_001074785.1_2472	29.779	272	329
WP_004479538.1	lcl|NZ_AKXF02000017.1_cds_WP_001003551.1_2339	26.378	254	329
WP_004479538.1	lcl|NZ_AKXF02000030.1_cds_WP_000378096.1_1084	26.163	172	329
WP_282974014.1	lcl|NZ_AKXF02000030.1_cds_WP_000774257.1_1065	89.513	267	267
