WP_004462903.1	lcl|NZ_QHCU01000007.1_cds_WP_118966243.1_3729	100.000	87	106
WP_004472299.1	lcl|NZ_QHCU01000007.1_cds_WP_118966133.1_3730	87.342	316	319
WP_004472299.1	lcl|NZ_QHCU01000002.1_cds_WP_118954467.1_1312	23.547	327	319
WP_004472299.1	lcl|NZ_QHCU01000007.1_cds_WP_118966181.1_3785	21.557	334	319
WP_004472299.1	lcl|NZ_QHCU01000007.1_cds_WP_118966198.1_3804	22.680	291	319
WP_004472299.1	lcl|NZ_QHCU01000007.1_cds_WP_118966183.1_3787	22.481	258	319
WP_004472299.1	lcl|NZ_QHCU01000002.1_cds_WP_118964806.1_1609	22.086	326	319
WP_004472299.1	lcl|NZ_QHCU01000002.1_cds_WP_118957901.1_1799	24.561	171	319
WP_004472170.1	lcl|NZ_QHCU01000005.1_cds_WP_118956693.1_3085	37.671	146	185
WP_004472170.1	lcl|NZ_QHCU01000007.1_cds_WP_118966165.1_3767	36.158	177	185
WP_004472170.1	lcl|NZ_QHCU01000007.1_cds_WP_118966159.1_3758	32.374	139	185
WP_004479538.1	lcl|NZ_QHCU01000007.1_cds_WP_118966181.1_3785	30.530	321	329
WP_004479538.1	lcl|NZ_QHCU01000007.1_cds_WP_118966198.1_3804	31.045	335	329
WP_004479538.1	lcl|NZ_QHCU01000002.1_cds_WP_118954467.1_1312	30.476	315	329
WP_004479538.1	lcl|NZ_QHCU01000002.1_cds_WP_118964806.1_1609	29.773	309	329
WP_004479538.1	lcl|NZ_QHCU01000007.1_cds_WP_118966183.1_3787	30.945	307	329
WP_004479538.1	lcl|NZ_QHCU01000007.1_cds_WP_241548303.1_3779	26.894	264	329
WP_004479538.1	lcl|NZ_QHCU01000002.1_cds_WP_118957901.1_1799	26.488	336	329
WP_004479538.1	lcl|NZ_QHCU01000002.1_cds_WP_118964736.1_1468	29.938	324	329
WP_004479538.1	lcl|NZ_QHCU01000002.1_cds_WP_118964863.1_1724	28.882	322	329
WP_004479538.1	lcl|NZ_QHCU01000001.1_cds_WP_118964406.1_939	25.882	340	329
WP_004479538.1	lcl|NZ_QHCU01000001.1_cds_WP_118964479.1_1103	27.160	243	329
WP_004479538.1	lcl|NZ_QHCU01000007.1_cds_WP_118966133.1_3730	26.866	268	329
WP_004479538.1	lcl|NZ_QHCU01000004.1_cds_WP_118965541.1_2831	26.974	304	329
WP_004479538.1	lcl|NZ_QHCU01000002.1_cds_WP_118964606.1_1220	26.837	313	329
WP_004479538.1	lcl|NZ_QHCU01000006.1_cds_WP_118965922.1_3434	25.373	268	329
WP_004479538.1	lcl|NZ_QHCU01000007.1_cds_WP_118966185.1_3789	25.180	278	329
WP_004479538.1	lcl|NZ_QHCU01000002.1_cds_WP_118964890.1_1776	26.230	244	329
WP_004479538.1	lcl|NZ_QHCU01000007.1_cds_WP_118966174.1_3777	28.931	159	329
WP_282974014.1	lcl|NZ_QHCU01000007.1_cds_WP_118966182.1_3786	26.407	231	267
WP_282974014.1	lcl|NZ_QHCU01000007.1_cds_WP_118966173.1_3776	26.977	215	267
WP_282974014.1	lcl|NZ_QHCU01000007.1_cds_WP_118966199.1_3805	28.042	189	267
WP_282974014.1	lcl|NZ_QHCU01000007.1_cds_WP_118966157.1_3755	27.692	195	267
WP_282974014.1	lcl|NZ_QHCU01000001.1_cds_WP_118964309.1_753	36.667	90	267
WP_282974014.1	lcl|NZ_QHCU01000001.1_cds_WP_118964367.1_858	36.471	85	267
WP_282974014.1	lcl|NZ_QHCU01000002.1_cds_WP_118964903.1_1798	27.513	189	267
WP_004472307.1	lcl|NZ_QHCU01000005.1_cds_WP_118965804.1_3237	26.786	336	509
WP_004472307.1	lcl|NZ_QHCU01000005.1_cds_WP_118965804.1_3237	26.786	336	509
