WP_004462903.1	lcl|NZ_JQOW01000121.1_cds_WP_000340715.1_2786	95.402	87	106
WP_004472299.1	lcl|NZ_JQOW01000121.1_cds_WP_000410273.1_2785	92.581	310	319
WP_004472299.1	lcl|NZ_JQOW01000121.1_cds_WP_000646255.1_2782	27.037	270	319
WP_004472299.1	lcl|NZ_JQOW01000018.1_cds_WP_000744695.1_426	25.382	327	319
WP_004472299.1	lcl|NZ_JQOW01000085.1_cds_WP_000649929.1_2097	28.485	330	319
WP_004472299.1	lcl|NZ_JQOW01000058.1_cds_WP_000600891.1_1517	23.118	186	319
WP_004472299.1	lcl|NZ_JQOW01000058.1_cds_WP_000723081.1_1465	23.368	291	319
WP_004472299.1	lcl|NZ_JQOW01000121.1_cds_WP_001067557.1_2779	24.012	329	319
WP_004472299.1	lcl|NZ_JQOW01000021.1_cds_WP_002064390.1_514	22.093	258	319
WP_004479563.1	lcl|NZ_JQOW01000121.1_cds_WP_000604524.1_2784	83.562	365	365
WP_004472170.1	lcl|NZ_JQOW01000121.1_cds_WP_000884059.1_2783	94.595	185	185
WP_004472170.1	lcl|NZ_JQOW01000045.1_cds_WP_000351733.1_1221	39.286	140	185
WP_004479538.1	lcl|NZ_JQOW01000121.1_cds_WP_000646255.1_2782	92.988	328	329
WP_004479538.1	lcl|NZ_JQOW01000018.1_cds_WP_000744695.1_426	31.429	315	329
WP_004479538.1	lcl|NZ_JQOW01000058.1_cds_WP_000600891.1_1517	31.949	313	329
WP_004479538.1	lcl|NZ_JQOW01000058.1_cds_WP_000723081.1_1465	29.552	335	329
WP_004479538.1	lcl|NZ_JQOW01000021.1_cds_WP_002064390.1_514	30.619	307	329
WP_004479538.1	lcl|NZ_JQOW01000085.1_cds_WP_000649929.1_2097	29.721	323	329
WP_004479538.1	lcl|NZ_JQOW01000127.1_cds_WP_000709511.1_2865	29.429	333	329
WP_004479538.1	lcl|NZ_JQOW01000121.1_cds_WP_001067557.1_2779	29.316	307	329
WP_004479538.1	lcl|NZ_JQOW01000058.1_cds_WP_000601375.1_1490	25.632	277	329
WP_004479538.1	lcl|NZ_JQOW01000021.1_cds_WP_000688698.1_494	28.720	289	329
WP_004479538.1	lcl|NZ_JQOW01000058.1_cds_WP_000475897.1_1482	27.132	258	329
WP_004479538.1	lcl|NZ_JQOW01000121.1_cds_WP_000410273.1_2785	27.509	269	329
WP_004479538.1	lcl|NZ_JQOW01000037.1_cds_WP_001074779.1_975	29.412	272	329
WP_004479538.1	lcl|NZ_JQOW01000058.1_cds_WP_000487319.1_1492	27.778	324	329
WP_004479538.1	lcl|NZ_JQOW01000044.1_cds_WP_001003563.1_1217	25.591	254	329
WP_282974014.1	lcl|NZ_JQOW01000121.1_cds_WP_000774259.1_2781	89.139	267	267
WP_282974014.1	lcl|NZ_JQOW01000058.1_cds_WP_000859505.1_1493	26.442	208	267
WP_282974014.1	lcl|NZ_JQOW01000058.1_cds_WP_000800439.1_1512	26.178	191	267
WP_282974014.1	lcl|NZ_JQOW01000058.1_cds_WP_000842260.1_1464	28.421	190	267
WP_282974014.1	lcl|NZ_JQOW01000125.1_cds_WP_000667727.1_2806	31.818	110	267
WP_282974014.1	lcl|NZ_JQOW01000048.1_cds_WP_000805357.1_1278	37.647	85	267
WP_004472307.1	lcl|NZ_JQOW01000121.1_cds_WP_000612799.1_2780	88.386	508	509
WP_004472307.1	lcl|NZ_JQOW01000030.1_cds_WP_000291581.1_755	27.576	330	509
WP_004472307.1	lcl|NZ_JQOW01000030.1_cds_WP_000364504.1_754	28.889	90	509
WP_004472307.1	lcl|NZ_JQOW01000121.1_cds_WP_000612799.1_2780	88.386	508	509
WP_004472307.1	lcl|NZ_JQOW01000030.1_cds_WP_000291581.1_755	27.576	330	509
WP_004472307.1	lcl|NZ_JQOW01000030.1_cds_WP_000364504.1_754	28.889	90	509
WP_004479660.1	lcl|NZ_JQOW01000121.1_cds_WP_001067557.1_2779	92.424	330	330
WP_004479660.1	lcl|NZ_JQOW01000121.1_cds_WP_000646255.1_2782	31.128	257	330
WP_004479660.1	lcl|NZ_JQOW01000021.1_cds_WP_002064390.1_514	25.830	271	330
WP_004479660.1	lcl|NZ_JQOW01000058.1_cds_WP_000600891.1_1517	27.444	266	330
WP_004479660.1	lcl|NZ_JQOW01000018.1_cds_WP_000744695.1_426	27.215	316	330
WP_004479660.1	lcl|NZ_JQOW01000058.1_cds_WP_000723081.1_1465	25.816	337	330
WP_004479660.1	lcl|NZ_JQOW01000044.1_cds_WP_001003563.1_1217	26.749	243	330
WP_004479660.1	lcl|NZ_JQOW01000085.1_cds_WP_000649929.1_2097	30.078	256	330
WP_004479660.1	lcl|NZ_JQOW01000021.1_cds_WP_000688698.1_494	26.087	230	330
WP_004479660.1	lcl|NZ_JQOW01000058.1_cds_WP_000601375.1_1490	26.182	275	330
WP_004479660.1	lcl|NZ_JQOW01000059.1_cds_WP_000457972.1_1536	26.562	128	330
WP_004479660.1	lcl|NZ_JQOW01000058.1_cds_WP_000487319.1_1492	26.148	283	330
WP_004479660.1	lcl|NZ_JQOW01000127.1_cds_WP_000709511.1_2865	30.464	151	330
WP_004472322.1	lcl|NZ_JQOW01000121.1_cds_WP_001198107.1_2778	93.169	366	366
WP_004472322.1	lcl|NZ_JQOW01000121.1_cds_WP_000608291.1_2777	38.904	365	366
WP_004472322.1	lcl|NZ_JQOW01000058.1_cds_WP_000575181.1_1471	32.286	350	366
WP_004472322.1	lcl|NZ_JQOW01000058.1_cds_WP_000346041.1_1509	28.267	375	366
WP_004472322.1	lcl|NZ_JQOW01000021.1_cds_WP_001281953.1_478	27.177	379	366
WP_004472322.1	lcl|NZ_JQOW01000187.1_cds_WP_000538755.1_3509	29.692	357	366
WP_004472322.1	lcl|NZ_JQOW01000058.1_cds_WP_000947841.1_1516	25.217	345	366
WP_004472322.1	lcl|NZ_JQOW01000172.1_cds_WP_001982414.1_3387	31.053	190	366
WP_004472364.1	lcl|NZ_JQOW01000121.1_cds_WP_000608291.1_2777	90.191	367	367
WP_004472364.1	lcl|NZ_JQOW01000121.1_cds_WP_001198107.1_2778	39.452	365	367
WP_004472364.1	lcl|NZ_JQOW01000058.1_cds_WP_000575181.1_1471	36.712	365	367
WP_004472364.1	lcl|NZ_JQOW01000187.1_cds_WP_000538755.1_3509	32.075	371	367
WP_004472364.1	lcl|NZ_JQOW01000021.1_cds_WP_001281953.1_478	29.894	378	367
WP_004472364.1	lcl|NZ_JQOW01000058.1_cds_WP_000346041.1_1509	24.800	375	367
WP_004472364.1	lcl|NZ_JQOW01000058.1_cds_WP_000947841.1_1516	25.672	335	367
WP_004472364.1	lcl|NZ_JQOW01000172.1_cds_WP_001982414.1_3387	25.138	362	367
WP_004479653.1	lcl|NZ_JQOW01000121.1_cds_WP_000689739.1_2776	85.662	544	544
WP_004479653.1	lcl|NZ_JQOW01000121.1_cds_WP_000689739.1_2776	85.662	544	544
WP_004470185.1	lcl|NZ_JQOW01000121.1_cds_WP_000342716.1_2775	90.943	265	265
WP_004470185.1	lcl|NZ_JQOW01000149.1_cds_WP_001002662.1_3131	43.210	243	265
WP_020783869.1	lcl|NZ_JQOW01000121.1_cds_WP_001246623.1_2774	90.000	310	310
WP_020783869.1	lcl|NZ_JQOW01000186.1_cds_WP_000501205.1_3492	35.526	304	310
WP_020783869.1	lcl|NZ_JQOW01000126.1_cds_WP_001183714.1_2858	26.159	302	310
WP_020783869.1	lcl|NZ_JQOW01000110.1_cds_WP_000279890.1_2571	25.564	133	310
WP_020783869.1	lcl|NZ_JQOW01000121.1_cds_WP_001246623.1_2774	90.000	310	310
WP_020783869.1	lcl|NZ_JQOW01000186.1_cds_WP_000501205.1_3492	35.526	304	310
WP_020783869.1	lcl|NZ_JQOW01000126.1_cds_WP_001183714.1_2858	26.159	302	310
WP_020783869.1	lcl|NZ_JQOW01000110.1_cds_WP_000279890.1_2571	25.564	133	310
WP_032912997.1	lcl|NZ_JQOW01000121.1_cds_WP_000479984.1_2773	90.152	264	264
WP_004470135.1	lcl|NZ_JQOW01000121.1_cds_WP_000715958.1_2772	91.473	129	130
WP_032912999.1	lcl|NZ_JQOW01000121.1_cds_WP_001088861.1_2771	84.828	145	145
WP_004470037.1	lcl|NZ_JQOW01000121.1_cds_WP_000517242.1_2770	90.045	221	221
WP_004470037.1	lcl|NZ_JQOW01000018.1_cds_WP_001082179.1_455	24.359	78	221
WP_004470037.1	lcl|NZ_JQOW01000102.1_cds_WP_001069832.1_2463	27.723	101	221
WP_282974011.1	lcl|NZ_JQOW01000121.1_cds_JH07_RS23415_2769	78.862	123	141
WP_004470188.1	lcl|NZ_JQOW01000041.1_cds_WP_001206947.1_1102	31.818	132	177
WP_282974009.1	lcl|NZ_JQOW01000102.1_cds_WP_000347676.1_2462	25.561	223	408
WP_282974009.1	lcl|NZ_JQOW01000018.1_cds_WP_001082179.1_455	28.144	167	408
WP_282974009.1	lcl|NZ_JQOW01000058.1_cds_WP_000661931.1_1496	26.087	138	408
WP_004479640.1	lcl|NZ_JQOW01000121.1_cds_WP_000608291.1_2777	40.175	229	362
WP_004479640.1	lcl|NZ_JQOW01000021.1_cds_WP_001281953.1_478	30.591	389	362
WP_004479640.1	lcl|NZ_JQOW01000058.1_cds_WP_000947841.1_1516	28.493	365	362
WP_004479640.1	lcl|NZ_JQOW01000121.1_cds_WP_001198107.1_2778	30.747	348	362
WP_004479640.1	lcl|NZ_JQOW01000058.1_cds_WP_000575181.1_1471	30.464	302	362
WP_004479640.1	lcl|NZ_JQOW01000058.1_cds_WP_000346041.1_1509	28.685	251	362
WP_004479640.1	lcl|NZ_JQOW01000172.1_cds_WP_001982414.1_3387	23.269	361	362
WP_004479640.1	lcl|NZ_JQOW01000187.1_cds_WP_000538755.1_3509	28.175	252	362
WP_004479675.1	lcl|NZ_JQOW01000032.1_cds_JH07_RS04115_815	61.435	223	229
WP_004479675.1	lcl|NZ_JQOW01000058.1_cds_JH07_RS07700_1525	62.500	56	229
WP_004479675.1	lcl|NZ_JQOW01000058.1_cds_JH07_RS07700_1525	75.862	29	229
WP_004479675.1	lcl|NZ_JQOW01000058.1_cds_WP_000516590.1_1515	21.374	131	229
WP_004479675.1	lcl|NZ_JQOW01000058.1_cds_WP_000231290.1_1501	35.714	56	229
WP_004479675.1	lcl|NZ_JQOW01000018.1_cds_WP_000462635.1_436	25.000	108	229
WP_282974006.1	lcl|NZ_JQOW01000058.1_cds_WP_000275679.1_1524	64.976	414	427
WP_004479537.1	lcl|NZ_JQOW01000018.1_cds_WP_001082179.1_455	26.829	123	409
WP_004479537.1	lcl|NZ_JQOW01000102.1_cds_WP_000347676.1_2462	23.649	148	409
WP_004479635.1	lcl|NZ_JQOW01000058.1_cds_WP_000575181.1_1471	39.344	366	367
WP_004479635.1	lcl|NZ_JQOW01000121.1_cds_WP_000608291.1_2777	38.843	363	367
WP_004479635.1	lcl|NZ_JQOW01000121.1_cds_WP_001198107.1_2778	33.056	360	367
WP_004479635.1	lcl|NZ_JQOW01000187.1_cds_WP_000538755.1_3509	37.110	353	367
WP_004479635.1	lcl|NZ_JQOW01000021.1_cds_WP_001281953.1_478	27.704	379	367
WP_004479635.1	lcl|NZ_JQOW01000058.1_cds_WP_000346041.1_1509	27.733	375	367
WP_004479635.1	lcl|NZ_JQOW01000058.1_cds_WP_000947841.1_1516	24.324	370	367
WP_004479635.1	lcl|NZ_JQOW01000172.1_cds_WP_001982414.1_3387	24.728	368	367
WP_282974003.1	lcl|NZ_JQOW01000058.1_cds_WP_001159758.1_1467	38.889	180	176
WP_282973999.1	lcl|NZ_JQOW01000121.1_cds_WP_000646255.1_2782	25.566	309	313
WP_282973999.1	lcl|NZ_JQOW01000085.1_cds_WP_000649929.1_2097	26.220	328	313
WP_282973999.1	lcl|NZ_JQOW01000018.1_cds_WP_000744695.1_426	28.391	317	313
WP_282973999.1	lcl|NZ_JQOW01000121.1_cds_WP_001067557.1_2779	31.081	222	313
WP_282973999.1	lcl|NZ_JQOW01000021.1_cds_WP_002064390.1_514	25.940	266	313
WP_282973999.1	lcl|NZ_JQOW01000058.1_cds_WP_000600891.1_1517	26.201	229	313
WP_282973999.1	lcl|NZ_JQOW01000058.1_cds_WP_000723081.1_1465	22.289	332	313
WP_282973999.1	lcl|NZ_JQOW01000058.1_cds_WP_001023239.1_1481	25.641	312	313
WP_282973999.1	lcl|NZ_JQOW01000059.1_cds_WP_000457972.1_1536	22.705	207	313
WP_282973999.1	lcl|NZ_JQOW01000121.1_cds_WP_000721883.1_2768	34.188	117	313
WP_282973999.1	lcl|NZ_JQOW01000058.1_cds_WP_000487319.1_1492	28.182	110	313
