WP_004462903.1	lcl|NZ_NPDW01000001.1_cds_WP_100743203.1_1855	60.256	78	106
WP_004472299.1	lcl|NZ_NPDW01000001.1_cds_WP_100743202.1_1854	80.952	315	319
WP_004472299.1	lcl|NZ_NPDW01000002.1_cds_WP_100743861.1_2447	28.481	316	319
WP_004472299.1	lcl|NZ_NPDW01000002.1_cds_WP_100743885.1_2475	25.312	320	319
WP_004472299.1	lcl|NZ_NPDW01000001.1_cds_WP_100743198.1_1850	23.188	276	319
WP_004472299.1	lcl|NZ_NPDW01000001.1_cds_WP_100741717.1_139	23.839	323	319
WP_004472299.1	lcl|NZ_NPDW01000003.1_cds_WP_100745004.1_3632	25.731	171	319
WP_004472170.1	lcl|NZ_NPDW01000001.1_cds_WP_100743185.1_1835	32.051	156	185
WP_004472170.1	lcl|NZ_NPDW01000001.1_cds_WP_100742837.1_1429	33.594	128	185
WP_004479538.1	lcl|NZ_NPDW01000001.1_cds_WP_100743198.1_1850	30.284	317	329
WP_004479538.1	lcl|NZ_NPDW01000002.1_cds_WP_100743885.1_2475	29.936	314	329
WP_004479538.1	lcl|NZ_NPDW01000001.1_cds_WP_100741717.1_139	29.677	310	329
WP_004479538.1	lcl|NZ_NPDW01000003.1_cds_WP_100745004.1_3632	27.273	341	329
WP_004479538.1	lcl|NZ_NPDW01000002.1_cds_WP_100743861.1_2447	26.688	311	329
WP_004479538.1	lcl|NZ_NPDW01000002.1_cds_WP_100743544.1_2086	26.154	325	329
WP_004479538.1	lcl|NZ_NPDW01000001.1_cds_WP_100743175.1_1825	26.199	271	329
WP_004479538.1	lcl|NZ_NPDW01000002.1_cds_WP_100743929.1_2529	29.339	242	329
WP_004479538.1	lcl|NZ_NPDW01000003.1_cds_WP_207762310.1_3621	24.028	283	329
WP_004479538.1	lcl|NZ_NPDW01000001.1_cds_WP_100743137.1_1787	25.185	270	329
WP_004479538.1	lcl|NZ_NPDW01000002.1_cds_WP_100744172.1_2810	23.372	261	329
WP_004479538.1	lcl|NZ_NPDW01000002.1_cds_WP_100743582.1_2132	23.420	269	329
WP_282974014.1	lcl|NZ_NPDW01000001.1_cds_WP_100743194.1_1845	28.796	191	267
WP_282974014.1	lcl|NZ_NPDW01000001.1_cds_WP_100743096.1_1726	24.806	258	267
WP_282974014.1	lcl|NZ_NPDW01000001.1_cds_WP_100743187.1_1838	28.042	189	267
WP_282974014.1	lcl|NZ_NPDW01000002.1_cds_WP_100743606.1_2158	35.088	114	267
WP_282974014.1	lcl|NZ_NPDW01000001.1_cds_WP_100741624.1_28	26.590	173	267
WP_282974014.1	lcl|NZ_NPDW01000003.1_cds_WP_100745005.1_3633	28.571	196	267
