WP_004462903.1	lcl|NZ_RQEV01000012.1_cds_WP_135813931.1_774	65.882	85	106
WP_004472299.1	lcl|NZ_RQEV01000012.1_cds_WP_135813932.1_775	64.241	316	319
WP_004472299.1	lcl|NZ_RQEV01000003.1_cds_WP_135812446.1_548	25.000	328	319
WP_004472299.1	lcl|NZ_RQEV01000011.1_cds_WP_135813765.1_1427	24.699	332	319
WP_004472299.1	lcl|NZ_RQEV01000012.1_cds_WP_135813935.1_778	24.437	311	319
WP_004472299.1	lcl|NZ_RQEV01000012.1_cds_WP_135814151.1_1045	22.754	334	319
WP_004472299.1	lcl|NZ_RQEV01000011.1_cds_WP_135813669.1_1317	24.611	321	319
WP_004479563.1	lcl|NZ_RQEV01000012.1_cds_WP_167884869.1_776	28.846	364	365
WP_004472170.1	lcl|NZ_RQEV01000012.1_cds_WP_135813934.1_777	71.271	181	185
WP_004472170.1	lcl|NZ_RQEV01000018.1_cds_WP_135814686.1_3207	30.270	185	185
WP_004479538.1	lcl|NZ_RQEV01000012.1_cds_WP_135813935.1_778	83.385	325	329
WP_004479538.1	lcl|NZ_RQEV01000003.1_cds_WP_135812446.1_548	31.329	316	329
WP_004479538.1	lcl|NZ_RQEV01000011.1_cds_WP_135813765.1_1427	30.530	321	329
WP_004479538.1	lcl|NZ_RQEV01000011.1_cds_WP_135813669.1_1317	30.164	305	329
WP_004479538.1	lcl|NZ_RQEV01000012.1_cds_WP_135813937.1_781	28.852	305	329
WP_004479538.1	lcl|NZ_RQEV01000011.1_cds_WP_135813609.1_1249	26.567	335	329
WP_004479538.1	lcl|NZ_RQEV01000012.1_cds_WP_135813954.1_800	29.562	274	329
WP_004479538.1	lcl|NZ_RQEV01000011.1_cds_WP_135813568.1_1196	29.167	240	329
WP_004479538.1	lcl|NZ_RQEV01000008.1_cds_WP_135812999.1_1886	28.685	251	329
WP_004479538.1	lcl|NZ_RQEV01000012.1_cds_WP_135813966.1_814	29.344	259	329
WP_004479538.1	lcl|NZ_RQEV01000012.1_cds_WP_135813932.1_775	25.723	311	329
WP_004479538.1	lcl|NZ_RQEV01000012.1_cds_WP_135814151.1_1045	27.843	255	329
WP_004479538.1	lcl|NZ_RQEV01000012.1_cds_WP_135814223.1_824	27.711	249	329
WP_004479538.1	lcl|NZ_RQEV01000012.1_cds_WP_135813989.1_839	28.302	159	329
WP_282974014.1	lcl|NZ_RQEV01000012.1_cds_WP_246032119.1_779	67.188	256	267
WP_282974014.1	lcl|NZ_RQEV01000012.1_cds_WP_135813965.1_813	25.238	210	267
WP_282974014.1	lcl|NZ_RQEV01000011.1_cds_WP_135813565.1_1193	27.564	156	267
WP_282974014.1	lcl|NZ_RQEV01000001.1_cds_WP_135811768.1_2461	31.818	88	267
WP_004472307.1	lcl|NZ_RQEV01000012.1_cds_WP_135813936.1_780	77.014	509	509
WP_004472307.1	lcl|NZ_RQEV01000009.1_cds_WP_135813202.1_2935	27.964	329	509
WP_004472307.1	lcl|NZ_RQEV01000012.1_cds_WP_135813936.1_780	77.014	509	509
WP_004472307.1	lcl|NZ_RQEV01000009.1_cds_WP_135813202.1_2935	27.964	329	509
WP_004479660.1	lcl|NZ_RQEV01000012.1_cds_WP_135813937.1_781	84.242	330	330
WP_004479660.1	lcl|NZ_RQEV01000012.1_cds_WP_135813966.1_814	33.566	286	330
WP_004479660.1	lcl|NZ_RQEV01000012.1_cds_WP_135813935.1_778	30.464	302	330
WP_004479660.1	lcl|NZ_RQEV01000011.1_cds_WP_135813669.1_1317	28.369	282	330
WP_004479660.1	lcl|NZ_RQEV01000003.1_cds_WP_135812446.1_548	26.642	274	330
WP_004479660.1	lcl|NZ_RQEV01000012.1_cds_WP_135813989.1_839	25.784	287	330
WP_004479660.1	lcl|NZ_RQEV01000011.1_cds_WP_135813765.1_1427	27.414	321	330
WP_004479660.1	lcl|NZ_RQEV01000011.1_cds_WP_135813568.1_1196	25.600	250	330
WP_004479660.1	lcl|NZ_RQEV01000008.1_cds_WP_135812999.1_1886	20.642	218	330
WP_004479660.1	lcl|NZ_RQEV01000012.1_cds_WP_135813954.1_800	26.016	123	330
WP_004472322.1	lcl|NZ_RQEV01000012.1_cds_WP_135813938.1_782	84.384	365	366
WP_004472322.1	lcl|NZ_RQEV01000012.1_cds_WP_135813939.1_783	41.144	367	366
WP_004472322.1	lcl|NZ_RQEV01000003.1_cds_WP_135812046.1_89	26.757	370	366
WP_004472322.1	lcl|NZ_RQEV01000012.1_cds_WP_135813943.1_787	30.423	378	366
WP_004472322.1	lcl|NZ_RQEV01000012.1_cds_WP_246032123.1_816	28.035	346	366
WP_004472322.1	lcl|NZ_RQEV01000001.1_cds_WP_135811811.1_2309	29.330	358	366
WP_004472364.1	lcl|NZ_RQEV01000012.1_cds_WP_135813939.1_783	70.523	363	367
WP_004472364.1	lcl|NZ_RQEV01000012.1_cds_WP_135813938.1_782	40.548	365	367
WP_004472364.1	lcl|NZ_RQEV01000001.1_cds_WP_135811811.1_2309	32.275	378	367
