WP_002725873.1	lcl|NZ_RQGI01000019.1_cds_WP_135594790.1_2640	62.162	74	106
WP_061209188.1	lcl|NZ_RQGI01000019.1_cds_WP_135594788.1_2641	83.067	313	314
WP_061209188.1	lcl|NZ_RQGI01000009.1_cds_WP_100725791.1_1929	23.006	326	314
WP_061209188.1	lcl|NZ_RQGI01000014.1_cds_WP_135688615.1_3362	22.500	280	314
WP_061209188.1	lcl|NZ_RQGI01000014.1_cds_WP_135594687.1_3360	21.569	306	314
WP_061209188.1	lcl|NZ_RQGI01000035.1_cds_WP_135652118.1_2398	27.347	245	314
WP_061209188.1	lcl|NZ_RQGI01000007.1_cds_WP_100715920.1_1234	22.619	168	314
WP_061209188.1	lcl|NZ_RQGI01000054.1_cds_WP_135605246.1_2139	24.204	314	314
WP_061208759.1	lcl|NZ_RQGI01000019.1_cds_WP_167881320.1_2643	32.240	549	594
WP_061208759.1	lcl|NZ_RQGI01000049.1_cds_WP_135593825.1_671	42.616	237	594
WP_061208759.1	lcl|NZ_RQGI01000022.1_cds_WP_100716163.1_1545	41.525	236	594
WP_061208759.1	lcl|NZ_RQGI01000022.1_cds_WP_135605505.1_1485	40.000	225	594
WP_061208759.1	lcl|NZ_RQGI01000054.1_cds_WP_135689052.1_2131	34.496	258	594
WP_061208759.1	lcl|NZ_RQGI01000054.1_cds_WP_246837201.1_2133	38.043	184	594
WP_061208759.1	lcl|NZ_RQGI01000047.1_cds_WP_135603428.1_3242	29.670	273	594
WP_061208759.1	lcl|NZ_RQGI01000046.1_cds_WP_100717653.1_2437	28.326	233	594
WP_061208759.1	lcl|NZ_RQGI01000037.1_cds_WP_135591471.1_2678	28.311	219	594
WP_061208759.1	lcl|NZ_RQGI01000035.1_cds_WP_100728022.1_2267	29.204	226	594
WP_061208759.1	lcl|NZ_RQGI01000054.1_cds_WP_100719689.1_2158	32.258	217	594
WP_061208759.1	lcl|NZ_RQGI01000035.1_cds_WP_135688858.1_2329	31.356	236	594
WP_061208759.1	lcl|NZ_RQGI01000023.1_cds_WP_100718591.1_3331	28.175	252	594
WP_061208759.1	lcl|NZ_RQGI01000054.1_cds_WP_135653122.1_2225	28.879	232	594
WP_061208759.1	lcl|NZ_RQGI01000027.1_cds_WP_135688791.1_1107	30.531	226	594
WP_061208759.1	lcl|NZ_RQGI01000035.1_cds_WP_135604138.1_2303	29.817	218	594
WP_061208759.1	lcl|NZ_RQGI01000010.1_cds_WP_100718973.1_3051	29.384	211	594
WP_061208759.1	lcl|NZ_RQGI01000059.1_cds_WP_239671187.1_198	26.636	214	594
WP_061208759.1	lcl|NZ_RQGI01000059.1_cds_WP_100716774.1_323	26.609	233	594
WP_061208759.1	lcl|NZ_RQGI01000059.1_cds_WP_135605897.1_171	27.803	223	594
WP_061208759.1	lcl|NZ_RQGI01000027.1_cds_WP_100720566.1_953	25.000	220	594
WP_061208759.1	lcl|NZ_RQGI01000046.1_cds_WP_135688931.1_2515	26.961	204	594
WP_061208759.1	lcl|NZ_RQGI01000046.1_cds_WP_135688931.1_2515	26.087	161	594
WP_061208759.1	lcl|NZ_RQGI01000049.1_cds_WP_100718385.1_759	28.378	222	594
WP_061208759.1	lcl|NZ_RQGI01000010.1_cds_WP_100718965.1_3043	29.412	204	594
WP_061208759.1	lcl|NZ_RQGI01000054.1_cds_WP_100726006.1_2115	26.471	204	594
WP_061208759.1	lcl|NZ_RQGI01000049.1_cds_WP_135687883.1_807	27.723	202	594
WP_061208759.1	lcl|NZ_RQGI01000049.1_cds_WP_135687883.1_807	25.000	172	594
WP_061208759.1	lcl|NZ_RQGI01000015.1_cds_WP_100716385.1_3611	26.047	215	594
WP_061208759.1	lcl|NZ_RQGI01000054.1_cds_WP_100719685.1_2159	26.549	226	594
WP_061208759.1	lcl|NZ_RQGI01000053.1_cds_WP_135603492.1_2780	24.737	190	594
WP_061208759.1	lcl|NZ_RQGI01000046.1_cds_WP_100717642.1_2449	26.344	186	594
