WP_002725873.1	lcl|NZ_ANOJ01000058.1_cds_WP_000340715.1_1072	93.902	82	106
WP_061209188.1	lcl|NZ_ANOJ01000058.1_cds_WP_000410273.1_1071	92.971	313	314
WP_061209188.1	lcl|NZ_ANOJ01000210.1_cds_WP_000744700.1_3575	23.385	325	314
WP_061209188.1	lcl|NZ_ANOJ01000058.1_cds_WP_000646251.1_1068	27.309	249	314
WP_061209188.1	lcl|NZ_ANOJ01000058.1_cds_LEP1GSC111_RS01000000127555_1052	63.043	46	314
WP_061209188.1	lcl|NZ_ANOJ01000058.1_cds_WP_000600886.1_1043	22.909	275	314
WP_061209188.1	lcl|NZ_ANOJ01000058.1_cds_WP_000723090.1_989	23.875	289	314
WP_061209188.1	lcl|NZ_ANOJ01000058.1_cds_WP_001067558.1_1065	24.540	326	314
WP_061208759.1	lcl|NZ_ANOJ01000207.1_cds_WP_000667646.1_3482	32.412	398	594
WP_061208759.1	lcl|NZ_ANOJ01000193.1_cds_WP_000172203.1_3169	39.565	230	594
WP_061208759.1	lcl|NZ_ANOJ01000148.1_cds_WP_000828456.1_2379	36.863	255	594
WP_061208759.1	lcl|NZ_ANOJ01000058.1_cds_WP_020784346.1_1049	37.553	237	594
WP_061208759.1	lcl|NZ_ANOJ01000068.1_cds_WP_001161019.1_1227	32.407	216	594
WP_061208759.1	lcl|NZ_ANOJ01000024.1_cds_WP_000510774.1_398	26.941	219	594
WP_061208759.1	lcl|NZ_ANOJ01000103.1_cds_WP_001052496.1_1754	25.820	244	594
WP_061208759.1	lcl|NZ_ANOJ01000193.1_cds_WP_000942282.1_3183	28.509	228	594
WP_061208759.1	lcl|NZ_ANOJ01000200.1_cds_WP_002119892.1_3397	29.098	244	594
WP_061208759.1	lcl|NZ_ANOJ01000159.1_cds_WP_000666552.1_2620	28.099	242	594
WP_061208759.1	lcl|NZ_ANOJ01000105.1_cds_WP_000603361.1_1808	29.130	230	594
WP_061208759.1	lcl|NZ_ANOJ01000040.1_cds_WP_001141155.1_679	30.942	223	594
WP_061208759.1	lcl|NZ_ANOJ01000239.1_cds_WP_000047473.1_4107	28.571	210	594
WP_061208759.1	lcl|NZ_ANOJ01000159.1_cds_WP_004766239.1_2599	29.464	224	594
WP_061208759.1	lcl|NZ_ANOJ01000159.1_cds_WP_000433117.1_2567	32.927	164	594
WP_061208759.1	lcl|NZ_ANOJ01000200.1_cds_WP_000218838.1_3396	28.112	249	594
WP_061208759.1	lcl|NZ_ANOJ01000158.1_cds_WP_000590871.1_2547	25.943	212	594
WP_061208759.1	lcl|NZ_ANOJ01000158.1_cds_WP_000590871.1_2547	24.841	157	594
WP_061208759.1	lcl|NZ_ANOJ01000004.1_cds_WP_000052667.1_64	25.439	228	594
WP_061208759.1	lcl|NZ_ANOJ01000060.1_cds_WP_000184524.1_1090	26.728	217	594
WP_061208759.1	lcl|NZ_ANOJ01000195.1_cds_WP_001288326.1_3212	27.778	216	594
WP_061208759.1	lcl|NZ_ANOJ01000039.1_cds_WP_001049205.1_576	28.500	200	594
WP_061208759.1	lcl|NZ_ANOJ01000039.1_cds_WP_001049205.1_576	26.957	230	594
WP_061208759.1	lcl|NZ_ANOJ01000024.1_cds_WP_000651459.1_384	25.703	249	594
WP_061208759.1	lcl|NZ_ANOJ01000011.1_cds_WP_000054164.1_168	23.445	209	594
WP_061208759.1	lcl|NZ_ANOJ01000193.1_cds_WP_000626143.1_3164	28.000	200	594
WP_061208759.1	lcl|NZ_ANOJ01000193.1_cds_WP_000626143.1_3164	21.505	186	594
WP_061208759.1	lcl|NZ_ANOJ01000178.1_cds_WP_000481723.1_2995	24.229	227	594
WP_061208759.1	lcl|NZ_ANOJ01000178.1_cds_WP_000481723.1_2995	22.500	240	594
WP_061208759.1	lcl|NZ_ANOJ01000184.1_cds_WP_020784755.1_3071	27.027	222	594
WP_061208759.1	lcl|NZ_ANOJ01000207.1_cds_WP_000667646.1_3482	32.412	398	594
WP_061208759.1	lcl|NZ_ANOJ01000193.1_cds_WP_000172203.1_3169	39.565	230	594
WP_061208759.1	lcl|NZ_ANOJ01000148.1_cds_WP_000828456.1_2379	36.863	255	594
WP_061208759.1	lcl|NZ_ANOJ01000058.1_cds_WP_020784346.1_1049	37.553	237	594
WP_061208759.1	lcl|NZ_ANOJ01000068.1_cds_WP_001161019.1_1227	32.407	216	594
WP_061208759.1	lcl|NZ_ANOJ01000024.1_cds_WP_000510774.1_398	26.941	219	594
WP_061208759.1	lcl|NZ_ANOJ01000103.1_cds_WP_001052496.1_1754	25.820	244	594
WP_061208759.1	lcl|NZ_ANOJ01000193.1_cds_WP_000942282.1_3183	28.509	228	594
WP_061208759.1	lcl|NZ_ANOJ01000200.1_cds_WP_002119892.1_3397	29.098	244	594
WP_061208759.1	lcl|NZ_ANOJ01000159.1_cds_WP_000666552.1_2620	28.099	242	594
WP_061208759.1	lcl|NZ_ANOJ01000105.1_cds_WP_000603361.1_1808	29.130	230	594
WP_061208759.1	lcl|NZ_ANOJ01000040.1_cds_WP_001141155.1_679	30.942	223	594
